Rank,Brand,Product Category,Points,,
206,V Energy Drink,Soft Drinks,13.4,,
206,Dos En Uno,Food,13.4,,
206,Sir Elton John,Leisure & Entertainment,13.4,,
209,El Tiempo,Media & Publishing,13.3,,
209,National Organization for Victim Assistance,"Non-profit, public sector & education",13.3,,
211,AT&T,Telecoms & Utilities,13.0,,
212,Cards Against Humanity,Leisure & Entertainment,12.9,,
212,Westpac,Financial Services,12.9,,
214,Mirinda,Soft Drinks,12.8,,
214,M.J. Bale,Clothing & Accessories,12.8,,
214,Velocity Frequent Flyer,Transport & Tourism,12.8,,
214,Alzheimer's Disease Awareness Communication,"Non-profit, public sector & education",12.8,,
218,Harry's Razors,Toiletries & Cosmetics,12.3,,
219,MediaMarkt,Technology & Electronics,12.1,,
219,Pro Infirmis,"Non-profit, public sector & education",12.1,,
219,Google Play,Technology & Electronics,12.1,,
222,adidas Originals,Clothing & Accessories,12.0,,
223,RIMOWA,Transport & Tourism,11.9,,
224,WeChat,Financial Services,11.8,,
225,Jeep,Automotive,11.7,,
225,Fundación Mujeres en Igualdad,"Non-profit, public sector & education",11.7,,
225,CAMP 2018 Marketing Congress,Leisure & Entertainment,11.7,,
228,Tanqueray,Alcoholic Drinks,11.6,,
229,Telekom,Telecoms & Utilities,11.5,,
230,Shochiku Minami-za,Leisure & Entertainment,11.4,,
231,Thai Health Promotion Foundation,"Non-profit, public sector & education",11.3,,
232,Google,Technology & Electronics,11.2,,
233,Sabadell Bank,Financial Services,11.1,,
233,Opel,Automotive,11.1,,
235,Alzheimer Research Initiative,"Non-profit, public sector & education",10.9,,
236,The Born Free Foundation,"Non-profit, public sector & education",10.8,,
236,Panasonic CCTV Cameras,Technology & Electronics,10.8,,
236,Verena Sure,Pharma & Healthcare,10.8,,
239,Lowe's,Retail,10.7,,
239,Susan G. Komen,"Non-profit, public sector & education",10.7,,
239,Havaianas,Clothing & Accessories,10.7,,
242,Access Israel,"Non-profit, public sector & education",10.6,,
243,Centrepoint,Retail,10.5,,
244,Magnum,Food,10.4,,
244,SOVIP HD Security Cameras,Technology & Electronics,10.4,,
244,SMK Health Insurance By Fit,Financial Services,10.4,,
244,Loca Bikes,Transport & Tourism,10.4,,
248,5 Gum,Food,10.3,,
248,Levi's,Clothing & Accessories,10.3,,
250,Land Rover,Automotive,10.2,,
251,Black Mirror,Media & Publishing,10.1,,
251,Bou Khalil Supermarket,Retail,10.1,,
251,Emerald,Food,10.1,,
254,VICE,Media & Publishing,10.0,,
254,Avivo,"Non-profit, public sector & education",10.0,,
254,Schweppes,Soft Drinks,10.0,,
254,VIA Rail,Transport & Tourism,10.0,,
254,AllOut,Pharma & Healthcare,10.0,,
254,REI,Clothing & Accessories,10.0,,
254,TD Ameritrade,Business & Industrial,10.0,,
254,The Field Museum,Leisure & Entertainment,10.0,,
262,Hokkoku Shimbun,Media & Publishing,9.9,,
263,Scrabble Club (HK),Leisure & Entertainment,9.8,,
263,Gouldburn Valley Fruit,Food,9.8,,
263,Monster.com,Business & Industrial,9.8,,
266,New Zealand Police,"Non-profit, public sector & education",9.7,,
266,Bud Light,Alcoholic Drinks,9.7,,
266,SM Polis Insurance,Financial Services,9.7,,
266,Bayer Aspirin,Pharma & Healthcare,9.7,,
266,The Wayback Project,"Non-profit, public sector & education",9.7,,
266,Illinois Council Against Handgun Violence,"Non-profit, public sector & education",9.7,,
266,Bepantol Baby,Pharma & Healthcare,9.7,,
266,Made By Dyslexia,"Non-profit, public sector & education",9.7,,
266,Tiger Beer,Alcoholic Drinks,9.7,,
266,Ubrew,Alcoholic Drinks,9.7,,
266,Kraft Heinz,Food,9.7,,
266,Canadian Centre For Child Protection,"Non-profit, public sector & education",9.7,,
266,Misereor,"Non-profit, public sector & education",9.7,,
266,Walmart,Retail,9.7,,
266,Taco Bell,Retail,9.7,,
266,Issue Color,Toiletries & Cosmetics,9.7,,
266,Ibwomen,"Non-profit, public sector & education",9.7,,
283,Moneysupermarket.com,Financial Services,9.6,,
283,Sakeru Gummy,Food,9.6,,
283,Grupo Gay Da Bahia,"Non-profit, public sector & education",9.6,,
286,Showtime Networks,Media & Publishing,9.5,,
286,Ghost Recon: Wildlands,Leisure & Entertainment,9.5,,
286,YouTube,Media & Publishing,9.5,,
286,Foot Locker,Clothing & Accessories,9.5,,
286,Guinness,Alcoholic Drinks,9.5,,
291,Ancestry,Media & Publishing,9.4,,
291,Cadbury,Food,9.4,,
291,FilmSuez,Leisure & Entertainment,9.4,,
291,Athosgls,Media & Publishing,9.4,,
295,Squarespace,Media & Publishing,9.3,,
295,One Love Foundation,"Non-profit, public sector & education",9.3,,
297,Dairy Queen,Retail,9.2,,
297,Colgate,Toiletries & Cosmetics,9.2,,
297,Thermos,Retail,9.2,,
300,Car One,Automotive,9.1,,
300,Diario Perfil,Media & Publishing,9.1,,
302,Destinations Travel Agency,Transport & Tourism,9.0,,
303,City Bees,Technology & Electronics,8.9,,
304,Allan Gray,Financial Services,8.8,,
305,Santander,Financial Services,8.7,,
306,Bahay Tuluyan (Shelter House),"Non-profit, public sector & education",8.6,,
306,Tic Tac,Food,8.6,,
306,Pipiltin Cocoa,Food,8.6,,
306,Thai Dog House,Household & Domestic,8.6,,
306,American Swiss,Clothing & Accessories,8.6,,
306,PETA,"Non-profit, public sector & education",8.6,,
306,Japanese Government,"Non-profit, public sector & education",8.6,,
306,Freedom Voices Network,"Non-profit, public sector & education",8.6,,
314,Lurpak,Food,8.5,,
314,TQM Insurance Broker,Financial Services,8.5,,
314,Far Cry 5,Leisure & Entertainment,8.5,,
317,Studytracks Educational App,"Non-profit, public sector & education",8.4,,
317,Chicken Licken,Retail,8.4,,
317,Missing Persons Advocacy Network,"Non-profit, public sector & education",8.4,,
317,J-B Weld,Household & Domestic,8.4,,
317,Queeraz,Media & Publishing,8.4,,
317,OMO,Household & Domestic,8.4,,
317,Get America Covered,"Non-profit, public sector & education",8.4,,
324,Colsubsidio Libraries,Retail,8.3,,
324,Gravity Daze 2,Technology & Electronics,8.3,,
324,Wacoal Sports,Clothing & Accessories,8.3,,
327,KPN,Telecoms & Utilities,8.2,,
328,Blink,Financial Services,8.1,,
328,Fios,Telecoms & Utilities,8.1,,
328,Trolli,Food,8.1,,
328,Y!Mobile,Telecoms & Utilities,8.1,,
328,Macy's,Retail,8.1,,
333,Freeland Foundation,"Non-profit, public sector & education",7.9,,
334,Association of Broadcasters of the Philippines,Media & Publishing,7.7,,
334,Babyshop,Retail,7.7,,
334,Entel,Telecoms & Utilities,7.7,,
337,Heinz,Food,7.6,,
337,Sodimac,Retail,7.6,,
339,SOC Outreach,"Non-profit, public sector & education",7.4,,
339,Lotto New Zealand,Leisure & Entertainment,7.4,,
339,BMW,Automotive,7.4,,
342,Monoprix,Retail,7.2,,
343,Loterias y Apuestas del Estado,Leisure & Entertainment,7.1,,
343,Newsweek,Media & Publishing,7.1,,
345,Jose Cuervo,Alcoholic Drinks,7.0,,
345,Common Sense Media,"Non-profit, public sector & education",7.0,,
347,Self-Examination For Breast Cancer,"Non-profit, public sector & education",6.9,,
348,Cablevision Flow,Media & Publishing,6.8,,
348,Liv.,Financial Services,6.8,,
348,CIP – The International Potato Centre,"Non-profit, public sector & education",6.8,,
348,Archdiocese of Bogotá,"Non-profit, public sector & education",6.8,,
348,Hospital De Amor,"Non-profit, public sector & education",6.8,,
348,Campofrío,Food,6.8,,
354,Graubünden Ferien,Transport & Tourism,6.7,,
355,Mastercard,Financial Services,6.6,,
355,ele,Toiletries & Cosmetics,6.6,,
355,Commission For Gender Equality,"Non-profit, public sector & education",6.6,,
355,Útero.Pe,Media & Publishing,6.6,,
355,Chevrolet,Automotive,6.6,,
360,Plan International,"Non-profit, public sector & education",6.5,,
360,Breast Cancer Foundation,"Non-profit, public sector & education",6.5,,
362,DNB Bank,Financial Services,6.4,,
362,Etna,Household & Domestic,6.4,,
364,Connect,Telecoms & Utilities,6.3,,
364,Spanish Association of Florists (AEFI),"Non-profit, public sector & education",6.3,,
364,Angel Bins,"Non-profit, public sector & education",6.3,,
364,Trinity Healthy Dishwasher,Household & Domestic,6.3,,
368,National Geographic Kids,Media & Publishing,6.2,,
368,MUJI,Technology & Electronics,6.2,,
370,VIVA,Telecoms & Utilities,6.1,,
370,The Columbia University Graduate School of Journalism,Media & Publishing,6.1,,
370,Garagista,Alcoholic Drinks,6.1,,
370,Frávega,Household & Domestic,6.1,,
370,San Miguel,Alcoholic Drinks,6.1,,
375,Clorets Chewing Gum,Food,6.0,,
375,Enel,Business & Industrial,6.0,,
375,D Magazine,Media & Publishing,6.0,,
378,Flock,Financial Services,5.9,,
378,Gorillaz,Leisure & Entertainment,5.9,,
380,Jakarta Globe,Media & Publishing,5.7,,
381,Mitsubishi Motors,Automotive,5.6,,
381,Tata Capital Financial Service,Financial Services,5.6,,
383,El Mostrador,Media & Publishing,5.4,,
383,Clorox,Household & Domestic,5.4,,
383,Ministry of Health,"Non-profit, public sector & education",5.4,,
383,Museo de Historia Natural,Transport & Tourism,5.4,,
383,Habitat para a Humanidade Brasil,"Non-profit, public sector & education",5.4,,
383,Baskin-Robbins,Food,5.4,,
389,Cancer@work,"Non-profit, public sector & education",5.3,,
389,Victorian Government,"Non-profit, public sector & education",5.3,,
391,Expedia,Transport & Tourism,5.2,,
391,Hijos De Rivera,Alcoholic Drinks,5.2,,
391,Génisis Insurance,Financial Services,5.2,,
394,British Airways,Transport & Tourism,5.1,,
394,Special Olympics,"Non-profit, public sector & education",5.1,,
394,Lonely Whale Foundation,"Non-profit, public sector & education",5.1,,
394,Saturday Morning,"Non-profit, public sector & education",5.1,,
394,Thalys,Transport & Tourism,5.1,,
394,Altered Carbon,Media & Publishing,5.1,,
394,Westdeutsche Lotterie,Leisure & Entertainment,5.1,,
401,Elmsta 3000 Horror Fest,Leisure & Entertainment,5.0,,
402,Adobe,Technology & Electronics,4.9,,
402,The Home Depot,Household & Domestic,4.9,,
402,Solidarité Grands Froids,"Non-profit, public sector & education",4.9,,
402,Foxtel,Media & Publishing,4.9,,
402,Air New Zealand,Transport & Tourism,4.9,,
402,UEFA,Leisure & Entertainment,4.9,,
402,Uber,Transport & Tourism,4.9,,
402,Revista Alzas & Bajas,Media & Publishing,4.9,,
402,La Société de L'assurance Automobile du Québec,"Non-profit, public sector & education",4.9,,
402,Norwegian Air Shuttle,Transport & Tourism,4.9,,
402,Ele.me,Retail,4.9,,
402,Varuna Pumps,Business & Industrial,4.9,,
414,Jaccede,"Non-profit, public sector & education",4.8,,
414,Castorama,Household & Domestic,4.8,,
414,The Women's Foundation,"Non-profit, public sector & education",4.8,,
414,United Nations,"Non-profit, public sector & education",4.8,,
414,Virgin Atlantic Airways,Transport & Tourism,4.8,,
414,Eureka,Household & Domestic,4.8,,
414,US Army,"Non-profit, public sector & education",4.8,,
414,Rotten Apples,Media & Publishing,4.8,,
414,CNN,Media & Publishing,4.8,,
414,Organización CADENA,"Non-profit, public sector & education",4.8,,
414,Ford Trucks,Automotive,4.8,,
414,David Lynch Foundation,"Non-profit, public sector & education",4.8,,
426,UberEats,Retail,4.7,,
426,Banff Centre for Arts and Creativity,Leisure & Entertainment,4.7,,
426,Fruit By The Foot,Food,4.7,,
426,Old Spice,Toiletries & Cosmetics,4.7,,
426,Kwiff,Leisure & Entertainment,4.7,,
426,Johnsonville Smoked Sausage,Food,4.7,,
426,Chicago Sun-Times,Media & Publishing,4.7,,
433,Škoda,Automotive,4.6,,
433,DirecTV,Media & Publishing,4.6,,
433,Saba,Household & Domestic,4.6,,
433,Toro de Fecovita,Alcoholic Drinks,4.6,,
433,Bankia,Financial Services,4.6,,
438,Quilmes Clasica,Alcoholic Drinks,4.5,,
438,John Smiths,Alcoholic Drinks,4.5,,
438,Typecast,Media & Publishing,4.5,,
438,Careem,Transport & Tourism,4.5,,
438,SickKids Foundation,"Non-profit, public sector & education",4.5,,
438,Fernet 1882,Alcoholic Drinks,4.5,,
438,HP,Technology & Electronics,4.5,,
445,Bianco,Retail,4.4,,
445,Famosa,Leisure & Entertainment,4.4,,
445,Erste Bank,Financial Services,4.4,,
445,Janet 45,Media & Publishing,4.4,,
445,Mamma Help,"Non-profit, public sector & education",4.4,,
445,Pacific Paint (Boysen),Business & Industrial,4.4,,
445,UNHCR,"Non-profit, public sector & education",4.4,,
445,Sunsilk,Toiletries & Cosmetics,4.4,,
453,SuperSport,Media & Publishing,4.3,,
453,Kaihara Denim Original Jeans,Clothing & Accessories,4.3,,
453,Wise Monkey Publications,Media & Publishing,4.3,,
453,Magical Kenya,Transport & Tourism,4.3,,
453,Safely Home,"Non-profit, public sector & education",4.3,,
453,Tobacco Free Florida,Pharma & Healthcare,4.3,,
453,Soi Dog Foundation,"Non-profit, public sector & education",4.3,,
460,Kind & Gezin,Pharma & Healthcare,4.2,,
460,Citroën,Automotive,4.2,,
460,Escola Panamericana,"Non-profit, public sector & education",4.2,,
460,Homy,Retail,4.2,,
460,Amblyopia World Campaign,"Non-profit, public sector & education",4.2,,
460,Rolling Stone,Media & Publishing,4.2,,
460,Brand South Africa,"Non-profit, public sector & education",4.2,,
460,American Colors,Business & Industrial,4.2,,
460,Rio Art Soap,Household & Domestic,4.2,,
460,Miami-Dade Animal Shelter,"Non-profit, public sector & education",4.2,,
460,Voiz Cracker,Food,4.2,,
460,Dollar Shave Club,Toiletries & Cosmetics,4.2,,
460,Sting Energy Drink,Soft Drinks,4.2,,
460,EG Bank,Financial Services,4.2,,
460,National Technical Museum,Leisure & Entertainment,4.2,,
460,GS Caltex,Business & Industrial,4.2,,
476,UNDP,"Non-profit, public sector & education",4.1,,
476,Daily Nation,Media & Publishing,4.1,,
476,Investec,Financial Services,4.1,,
476,Pobre Juan,Food,4.1,,
476,National Organization for Organ Donation,"Non-profit, public sector & education",4.1,,
476,Pepco,Retail,4.1,,
476,Cala Del Forte,Transport & Tourism,4.1,,
476,Apartheid Museum,Leisure & Entertainment,4.1,,
476,Citibank,Financial Services,4.1,,
485,The Colombian Ambush,"Non-profit, public sector & education",4.0,,
485,CBN,Media & Publishing,4.0,,
485,Novartis,Pharma & Healthcare,4.0,,
485,Sky,Media & Publishing,4.0,,
485,Smart Car,Automotive,4.0,,
485,Big Brothers Big Sisters of Tampa Bay,"Non-profit, public sector & education",4.0,,
485,Too Many T's,Leisure & Entertainment,4.0,,
485,MTV,Media & Publishing,4.0,,
485,Lotto 6/49,Leisure & Entertainment,4.0,,
485,SAS Viya,Technology & Electronics,4.0,,
485,Tierschutzverein München,Household & Domestic,4.0,,
485,Fundación Integra,"Non-profit, public sector & education",4.0,,
485,Hemofarm Foundation,"Non-profit, public sector & education",4.0,,
485,#HopeJoanna,Business & Industrial,4.0,,
485,Royal Jordanian,Transport & Tourism,4.0,,
485,Hasbro,Leisure & Entertainment,4.0,,
485,Teperberg,Alcoholic Drinks,4.0,,
502,Addict'Aide,"Non-profit, public sector & education",3.8,,
502,Björn Borg,Clothing & Accessories,3.8,,
502,JetBlue,Transport & Tourism,3.8,,
505,Sekron Security Systems,Household & Domestic,3.3,,
505,WaveKnit,Clothing & Accessories,3.3,,
505,LG Security Cameras,Technology & Electronics,3.3,,
505,Whiskas,Household & Domestic,3.3,,
505,Harpic,Household & Domestic,3.3,,
505,Nuyorican Básquet Documentary,Media & Publishing,3.3,,
505,The Womanity Foundation,"Non-profit, public sector & education",3.3,,
505,Leica Gallery São Paulo,Leisure & Entertainment,3.3,,
505,German Cancer Aid,"Non-profit, public sector & education",3.3,,
505,Kein & Aber,Media & Publishing,3.3,,
505,Xiaomi Technology,Technology & Electronics,3.3,,
516,Singapore Children's Society,"Non-profit, public sector & education",3.2,,
516,FUKUSHIMA Wheel,Transport & Tourism,3.2,,
518,Shiseido,Toiletries & Cosmetics,3.0,,
518,Bright Movie,Media & Publishing,3.0,,
518,Murata Funeral Homes,Pharma & Healthcare,3.0,,
518,Crisis Text Line,"Non-profit, public sector & education",3.0,,
522,NTT DoCoMo,Telecoms & Utilities,2.8,,
522,19 Crimes,Alcoholic Drinks,2.8,,
522,Campaign Against the Return of the Marcoses to Malacanang (CARMMA),"Non-profit, public sector & education",2.8,,
522,Operation Smile,"Non-profit, public sector & education",2.8,,
522,Jagran Film Festival,Leisure & Entertainment,2.8,,
527,ESPN,Media & Publishing,2.7,,
527,Inca Kola,Soft Drinks,2.7,,
527,Ministry of Tourism,Transport & Tourism,2.7,,
530,People for People,"Non-profit, public sector & education",2.6,,
530,Andros,Food,2.6,,
530,PokerStars,Leisure & Entertainment,2.6,,
530,Finn.no,Retail,2.6,,
534,Peekaboo Mask,"Non-profit, public sector & education",2.5,,
534,Protex Soap,Toiletries & Cosmetics,2.5,,
534,House Of Cards,Media & Publishing,2.5,,
534,37.5 Technology,Retail,2.5,,
534,Koctas,Household & Domestic,2.5,,
534,Monash University,"Non-profit, public sector & education",2.5,,
534,Frivilling.no,"Non-profit, public sector & education",2.5,,
534,Homeless Shelter Service,"Non-profit, public sector & education",2.5,,
534,Nut Case,Leisure & Entertainment,2.5,,
534,OkCupid,Media & Publishing,2.5,,
534,Musicbed,Business & Industrial,2.5,,
534,International Society For Human Rights (IGFM),"Non-profit, public sector & education",2.5,,
534,Disque Denuncia,"Non-profit, public sector & education",2.5,,
534,Religare Health Insurance,Financial Services,2.5,,
548,Xiaomi GPS Smart Watch,Technology & Electronics,2.4,,
548,Estadão,Media & Publishing,2.4,,
548,St. Louis Children's Hospital,"Non-profit, public sector & education",2.4,,
548,Webafrica,Telecoms & Utilities,2.4,,
548,OLX,Media & Publishing,2.4,,
548,Glad,Retail,2.4,,
548,Mini,Automotive,2.4,,
548,Lifebuoy,Pharma & Healthcare,2.4,,
556,ELI,Technology & Electronics,2.3,,
556,Friskies,Household & Domestic,2.3,,
