Rank,Brand,Product Category,Points,,
559,VICE,Media & Publishing,3.0,,
559,Battlefield,Technology & Electronics,3.0,,
559,United States Postal Service,Telecoms & Utilities,3.0,,
559,smart,Automotive,3.0,,
559,Next Gen Personal Finance,"Non-profit, public sector & education",3.0,,
559,Telekom Deutschland,Telecoms & Utilities,3.0,,
559,Demi-Gods and Semi-Devils,Technology & Electronics,3.0,,
571,HDFC Bank Parivartan,Financial Services,2.7,,
571,Save the Children,"Non-profit, public sector & education",2.7,,
571,Closeup,Toiletries & Cosmetics,2.7,,
571,Elevit,Pharma & Healthcare,2.7,,
571,P&G Shiksa,"Non-profit, public sector & education",2.7,,
571,Taipei Blood Center,"Non-profit, public sector & education",2.7,,
571,SPAM,Food,2.7,,
571,ALTBalaji,Media & Publishing,2.7,,
571,Pepsodent,Toiletries & Cosmetics,2.7,,
571,Royal Automobile Club of Victoria,Financial Services,2.7,,
571,Yahoo!,Media & Publishing,2.7,,
571,Mogao Caves,Transport & Tourism,2.7,,
571,Puppo,Household & Domestic,2.7,,
571,Mae Manee Sri Online,Financial Services,2.7,,
571,Ganma!,Media & Publishing,2.7,,
571,Hyundai Marine & Fire Insurance,Financial Services,2.7,,
571,Tangeche,Retail,2.7,,
571,Cute Press,Retail,2.7,,
571,Freeland,"Non-profit, public sector & education",2.7,,
571,E-Life Home Appliance Mall,Retail,2.7,,
571,SC Johnson,Household & Domestic,2.7,,
571,Pet Refuge,"Non-profit, public sector & education",2.7,,
571,Swinburne Online,"Non-profit, public sector & education",2.7,,
571,Mars,Food,2.7,,
571,Mindopeners,"Non-profit, public sector & education",2.7,,
571,Froebel-Kan,Media & Publishing,2.7,,
571,Smile Asia,"Non-profit, public sector & education",2.7,,
571,Airbnb,Transport & Tourism,2.7,,
571,U-Can,Business & Industrial,2.7,,
571,Japan Para Table Tennis Association,"Non-profit, public sector & education",2.7,,
571,Southeast Asia University,"Non-profit, public sector & education",2.7,,
571,Parinaam Foundation,"Non-profit, public sector & education",2.7,,
571,Hecate,Soft Drinks,2.7,,
571,Dentsu,Business & Industrial,2.7,,
571,Tencent Foundation,"Non-profit, public sector & education",2.7,,
606,Project Nanhi Kali,"Non-profit, public sector & education",2.5,,
606,Rainlily,"Non-profit, public sector & education",2.5,,
606,YOHO Brewing,Alcoholic Drinks,2.5,,
606,Retrip,Transport & Tourism,2.5,,
606,GMM GRAMMY,Media & Publishing,2.5,,
606,Cochlear,Pharma & Healthcare,2.5,,
606,Vatti,Technology & Electronics,2.5,,
606,Oreo,Food,2.5,,
606,Sakeru Gummy,Food,2.5,,
606,Mahindra Rise,"Non-profit, public sector & education",2.5,,
606,Unilever,Toiletries & Cosmetics,2.5,,
606,Star Flyer,Transport & Tourism,2.5,,
606,Marriott,Transport & Tourism,2.5,,
606,Kodansha Comics,Media & Publishing,2.5,,
606,Taiwan Life,Financial Services,2.5,,
606,Pretz,Food,2.5,,
606,Sanrakshan,"Non-profit, public sector & education",2.5,,
606,Shinano Mainichi Shimbun,Media & Publishing,2.5,,
606,Médecins Sans Frontières,"Non-profit, public sector & education",2.5,,
625,An Post,Telecoms & Utilities,2.4,,
625,Cancerfonden,"Non-profit, public sector & education",2.4,,
625,RFSU,"Non-profit, public sector & education",2.4,,
625,Etat Libre d’Orange,Toiletries & Cosmetics,2.4,,
625,BVG,Transport & Tourism,2.4,,
625,Born Free Foundation,"Non-profit, public sector & education",2.4,,
625,KK,Media & Publishing,2.4,,
625,Délégation à la Sécurité routière,"Non-profit, public sector & education",2.4,,
625,YOTA,Telecoms & Utilities,2.4,,
625,Historial de la Grande Guerre,Leisure & Entertainment,2.4,,
635,Dreem,Food,2.3,,
636,Flyadeal,Transport & Tourism,2.2,,
636,hearLIFE Clinic,Pharma & Healthcare,2.2,,
636,Dubai Health Authority,"Non-profit, public sector & education",2.2,,
636,Hospital Leforte,Pharma & Healthcare,2.2,,
636,Cadbury 5Star,Food,2.2,,
636,Athosgls,Media & Publishing,2.2,,
642,Consejo Publicitario Argentino,"Non-profit, public sector & education",2.1,,
642,TyC Sports,Media & Publishing,2.1,,
642,Festival Internacional De Cine De La Serena,Leisure & Entertainment,2.1,,
642,Santander,Financial Services,2.1,,
642,Sello Rojo,Soft Drinks,2.1,,
642,GMC,Automotive,2.1,,
642,Radio Mitre,Media & Publishing,2.1,,
642,O Boticário,Toiletries & Cosmetics,2.1,,
642,Font Vella,Soft Drinks,2.1,,
642,DirecTV,Media & Publishing,2.1,,
642,Corona,Household & Domestic,2.1,,
642,Moleskin,Clothing & Accessories,2.1,,
642,Fernet 1882,Alcoholic Drinks,2.1,,
642,Giving Tuesday,"Non-profit, public sector & education",2.1,,
642,Mercado Libre,Retail,2.1,,
642,Quaker,Food,2.1,,
642,Chaide,Household & Domestic,2.1,,
642,LinkedIn,Media & Publishing,2.1,,
642,Tottus,Retail,2.1,,
642,Animalife,"Non-profit, public sector & education",2.1,,
642,La Caja de Ahorro y Seguro,Financial Services,2.1,,
642,La Fundación Peruana de Cáncer,"Non-profit, public sector & education",2.1,,
642,Corona,Alcoholic Drinks,2.1,,
642,Fundación Arturo López Pérez,"Non-profit, public sector & education",2.1,,
642,Gatorade,Soft Drinks,2.1,,
642,AACD,"Non-profit, public sector & education",2.1,,
642,Tuenti,Telecoms & Utilities,2.1,,
642,Pilsen Callao,Alcoholic Drinks,2.1,,
642,The Clinic,Media & Publishing,2.1,,
642,LATAM Airlines,Transport & Tourism,2.1,,
642,Sodimac,Retail,2.1,,
642,Etna,Retail,2.1,,
642,Turismocity,Transport & Tourism,2.1,,
642,wallapop,Retail,2.1,,
642,Jägermeister,Alcoholic Drinks,2.1,,
642,Stranger Things,Media & Publishing,2.1,,
642,Fortaleza Esporte Clube,Leisure & Entertainment,2.1,,
642,Blu Radio,Media & Publishing,2.1,,
642,El Refugio de la Niñez,"Non-profit, public sector & education",2.1,,
642,Prodesa,Business & Industrial,2.1,,
642,Halitus,Toiletries & Cosmetics,2.1,,
642,Real Plaza,Retail,2.1,,
642,Pose,Media & Publishing,2.1,,
642,Cocha,Transport & Tourism,2.1,,
642,Okavango Diamond Company,Business & Industrial,2.1,,
642,Craft Homes,Business & Industrial,2.1,,
642,Clorets,Food,2.1,,
642,Shadow,Media & Publishing,2.1,,
642,Vote for a Better South Africa,"Non-profit, public sector & education",2.1,,
642,Clorox,Household & Domestic,2.1,,
642,The Heart & Stroke Foundation South Africa,"Non-profit, public sector & education",2.1,,
642,Luke Cage,Media & Publishing,2.1,,
642,Commission for Gender Equality,"Non-profit, public sector & education",2.1,,
642,Waitrose,Retail,2.1,,
642,Schweppes,Soft Drinks,2.1,,
642,Salvation Army,"Non-profit, public sector & education",2.1,,
642,The Secret Life of 4 Year Olds,Media & Publishing,2.1,,
642,Smirnoff,Alcoholic Drinks,2.1,,
642,Standard Bank,Financial Services,2.1,,
642,Datsun,Automotive,2.1,,
642,OUTsurance,Financial Services,2.1,,
,,,,,
© WARC 2021. Please refer to https://warc.com/rankings/creative-100/methodology for further information,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
