,,,,,
Rank,Brand,Product Category,Points,,
284,Pampers,Toiletries & Cosmetics,7.4,,
284,Surf Excel,Household & Domestic,7.4,,
284,Maybelline,Toiletries & Cosmetics,7.4,,
284,Optus,Telecoms & Utilities,7.4,,
284,Brand's Gen U,Food,7.4,,
284,Daikin,Technology & Electronics,7.4,,
284,Outdoor Advertising Association of Puerto Rico,Business & Industrial,7.4,,
284,FELGTB,"Non-profit, public sector & education",7.4,,
284,Libero,Media & Publishing,7.4,,
284,Inca Kola,Soft Drinks,7.4,,
284,Destinations Travel Agency,Transport & Tourism,7.4,,
284,Génisis Insurance,Financial Services,7.4,,
284,Postobón,Soft Drinks,7.4,,
284,The Tasty Drive,Retail,7.4,,
284,Antarctica Beer,Alcoholic Drinks,7.4,,
284,Castrol,Business & Industrial,7.4,,
284,Google Maps,Technology & Electronics,7.4,,
302,Polo,Food,7.3,,
302,Renault,Automotive,7.3,,
302,Garanti Bank,Financial Services,7.3,,
302,Centraal Beheer,Financial Services,7.3,,
302,Helsingin Sanomat,Media & Publishing,7.3,,
302,Addict'Aide,"Non-profit, public sector & education",7.3,,
308,Walgreens,Pharma & Healthcare,7.2,,
309,Hennessy XO,Alcoholic Drinks,7.0,,
309,UBS,Financial Services,7.0,,
309,Faroe Islands Translate,Transport & Tourism,7.0,,
309,Barilla Center for Food & Nutrition Foundation,"Non-profit, public sector & education",7.0,,
309,E.ON,Telecoms & Utilities,7.0,,
314,Ruffles,Food,6.9,,
315,Sainsbury's,Retail,6.7,,
315,BiP,Telecoms & Utilities,6.7,,
315,University of Melbourne,"Non-profit, public sector & education",6.7,,
315,Lifestyles & Blowtex,Pharma & Healthcare,6.7,,
315,BIC,Household & Domestic,6.7,,
315,Tang,Soft Drinks,6.7,,
315,Ford KA+,Automotive,6.7,,
315,Noodles & Company,Retail,6.7,,
323,Connect,Telecoms & Utilities,6.5,,
324,Cheetos,Food,6.4,,
324,Güd,Household & Domestic,6.4,,
326,TD Ameritrade,Financial Services,6.3,,
326,Jeep,Automotive,6.3,,
326,Build.com,Retail,6.3,,
326,Island Records,Leisure & Entertainment,6.3,,
330,Magical Kenya,Transport & Tourism,5.4,,
330,Carling Black Label,Alcoholic Drinks,5.4,,
332,Thrive,Food,5.3,,
332,Airbus,Transport & Tourism,5.3,,
332,Buckley's,Pharma & Healthcare,5.3,,
332,Dell EMC,Technology & Electronics,5.3,,
332,Kyoto Smart City Expo,Automotive,5.3,,
332,Mandarin Oriental,Transport & Tourism,5.3,,
332,Tic Tac,Food,5.3,,
332,Tangerine,Financial Services,5.3,,
332,CSL,Pharma & Healthcare,5.3,,
332,ROCKWOOL,Business & Industrial,5.3,,
332,Air Wick,Household & Domestic,5.3,,
332,BNY Mellon,Financial Services,5.3,,
332,OLX,Media & Publishing,5.3,,
332,Aditya Birla Capital Health Insurance,Financial Services,5.3,,
332,Tinder,Media & Publishing,5.3,,
332,Durex,Pharma & Healthcare,5.3,,
348,20th Century Fox,Media & Publishing,5.1,,
348,Hi-Standard,Leisure & Entertainment,5.1,,
348,Canesten,Pharma & Healthcare,5.1,,
348,Auckland Council,"Non-profit, public sector & education",5.1,,
348,Dancow Advanced Excelnutri+,Food,5.1,,
348,Vanilla Skype,Leisure & Entertainment,5.1,,
348,Touche Pas A Ma Pote,"Non-profit, public sector & education",5.1,,
348,MAC Cosmetics,Toiletries & Cosmetics,5.1,,
356,Telefónica,Telecoms & Utilities,5.0,,
356,Susan G. Komen for the Cure,"Non-profit, public sector & education",5.0,,
356,Habitat for Humanity Brazil,"Non-profit, public sector & education",5.0,,
356,Miami-Dade Animal Shelter,"Non-profit, public sector & education",5.0,,
356,Tracking Systems de México,Technology & Electronics,5.0,,
356,El Tiempo,Media & Publishing,5.0,,
356,Pies Descalzos Foundation,"Non-profit, public sector & education",5.0,,
363,Clear,Toiletries & Cosmetics,4.9,,
363,Biti's Kids,Retail,4.9,,
363,Ford Ranger,Automotive,4.9,,
363,Shoprite,Retail,4.9,,
363,Netmarble,Technology & Electronics,4.9,,
363,Nescafé,Soft Drinks,4.9,,
363,Curry's PC World,Retail,4.9,,
370,Red Cross,"Non-profit, public sector & education",4.8,,
370,Palace Resorts,Transport & Tourism,4.8,,
372,Skinny Mobile,Telecoms & Utilities,4.7,,
372,Yahoo,Media & Publishing,4.7,,
372,Paytm,Financial Services,4.7,,
372,Ministry of Public Health,"Non-profit, public sector & education",4.7,,
372,Sandy Hook Promise,"Non-profit, public sector & education",4.7,,
377,Amstel,Alcoholic Drinks,4.4,,
377,Natura Beauty Consulting,Toiletries & Cosmetics,4.4,,
377,Play-Doh,Leisure & Entertainment,4.4,,
380,Interreligious Dialogue,"Non-profit, public sector & education",4.3,,
380,The National Civil Registry,"Non-profit, public sector & education",4.3,,
380,Buscapé Company,Retail,4.3,,
380,BP,Business & Industrial,4.3,,
380,Pirelli,Automotive,4.3,,
380,Cacau Show,Retail,4.3,,
386,Flonase,Pharma & Healthcare,4.2,,
386,Hellmann's,Food,4.2,,
388,eHarmony,Media & Publishing,3.7,,
388,Frestea,Soft Drinks,3.7,,
388,Ben & Jerry's,Food,3.7,,
388,Rin Detergent Powder,Household & Domestic,3.7,,
388,Domex,Household & Domestic,3.7,,
393,Kind & Gezin,Pharma & Healthcare,3.6,,
393,VOO,Telecoms & Utilities,3.6,,
393,VR,Transport & Tourism,3.6,,
393,Child Focus,"Non-profit, public sector & education",3.6,,
393,Belgian Entertainment Association,Media & Publishing,3.6,,
393,People for People,"Non-profit, public sector & education",3.6,,
399,Gathering Party Trays,Food,3.3,,
399,Aqua,Soft Drinks,3.3,,
399,Age UK,"Non-profit, public sector & education",3.3,,
399,Ancestry,Media & Publishing,3.3,,
399,Johnsonville Fresh Bratwurst,Food,3.3,,
399,Petplan,Financial Services,3.3,,
399,Ariel,Household & Domestic,3.3,,
399,du Telecommunication,Telecoms & Utilities,3.3,,
399,Badger Ales,Alcoholic Drinks,3.3,,
408,Apartheid Museum,Leisure & Entertainment,2.7,,
408,American Swiss,Clothing & Accessories,2.7,,
408,Sanlam,Financial Services,2.7,,
408,The German Federation of Blind and Partially Sighted People,"Non-profit, public sector & education",2.7,,
408,Ciel,Soft Drinks,2.7,,
408,Ferrero Rocher,Food,2.7,,
408,Saint Honore Cake Shop,Retail,2.7,,
408,Go Rving,Transport & Tourism,2.7,,
416,Nicotex,Pharma & Healthcare,2.6,,
416,Pepsodent White,Toiletries & Cosmetics,2.6,,
418,Bose,Technology & Electronics,2.5,,
418,DirecTV,Media & Publishing,2.5,,
418,Vive Digital Program,Technology & Electronics,2.5,,
418,Pescanova,Food,2.5,,
418,Colombian Urology Society,"Non-profit, public sector & education",2.5,,
418,GOL Airlines,Transport & Tourism,2.5,,
418,Ripley,Retail,2.5,,
418,Museo de Arte Moderno de Bogotá (MAMBO),Leisure & Entertainment,2.5,,
418,Fundación Secretariado Gitano,"Non-profit, public sector & education",2.5,,
418,BBVA,Financial Services,2.5,,
418,L'Oréal Paris,Toiletries & Cosmetics,2.5,,
418,Horlicks,Soft Drinks,2.5,,
418,Friso,Food,2.5,,
418,Home Credit,Financial Services,2.5,,
418,MTV Roadies,Media & Publishing,2.5,,
433,Dimes,Soft Drinks,2.4,,
433,Universal Pictures,Media & Publishing,2.4,,
433,Chivas Regal,Alcoholic Drinks,2.4,,
436,ANZ Bank,Financial Services,2.3,,
436,Carrefour,Retail,2.3,,
436,Sony Music Entertainment,Media & Publishing,2.3,,
436,FIFA,Leisure & Entertainment,2.3,,
436,UNHCR,"Non-profit, public sector & education",2.3,,
436,Huffington Post,Media & Publishing,2.3,,
436,Illinois Council Against Handgun Violence,"Non-profit, public sector & education",2.3,,
436,Parisian Road Safety Authority,"Non-profit, public sector & education",2.3,,
436,Lowe's,Retail,2.3,,
445,Roads & Transport Authority,Transport & Tourism,2.2,,
446,Pony Malta,Soft Drinks,2.1,,
446,English Live,"Non-profit, public sector & education",2.1,,
446,Bridgestone Americas Tire Operations,Automotive,2.1,,
446,Mozilla,Media & Publishing,2.1,,
446,Forevermark,Clothing & Accessories,2.1,,
446,Abreva,Pharma & Healthcare,2.1,,
446,TruTV,Media & Publishing,2.1,,
446,AT&T Business,Telecoms & Utilities,2.1,,
446,Zyrtec,Pharma & Healthcare,2.1,,
446,Tyson,Food,2.1,,
446,Visit Austin,Transport & Tourism,2.1,,
,,,,,
© WARC 2021. Please refer to https://warc.com/rankings/media-100/methodology for further information,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
