Rank,Agency Name,City,Agency Type,Agency Location,Independent?,Product Category,Points
48,Clemenger BBDO,Melbourne,Creative Agency,Australia,,"Alcoholic Drinks, Retail",38.4
49,McCann,Manchester,Creative Agency,UK,,Retail,38.3
50,Ogilvy,Chinese Taipei,Creative Agency,Taiwan,,"Automotive, Clothing & Accessories, Food, Retail, Soft Drinks, Transport & Tourism",38.1
51,Alma DDB,Miami,Creative Agency,USA,,"Alcoholic Drinks, Non-profit, public sector & education, Retail, Telecoms & Utilities",37.5
52,LDV United,Antwerp,Creative Agency,Belgium,,Leisure & Entertainment,36.6
53,McCann,Moscow,Creative Agency,Russia,,"Soft Drinks, Telecoms & Utilities, Toiletries & Cosmetics",35.3
53,Wunderman Thompson,Lima,Creative Agency,Peru,,"Business & Industrial, Financial Services, Food, Retail, Soft Drinks",35.3
55,DDB,Bogotá,Creative Agency,Colombia,,"Alcoholic Drinks, Business & Industrial, Financial Services, Telecoms & Utilities",34.8
56,m:united//McCann,New York,Creative Agency,USA,,Technology & Electronics,34.7
56,Wavemaker,Warsaw,Media Agency,Poland,,"Food, Media & Publishing, Retail, Toiletries & Cosmetics",34.7
58,Ogilvy,Beijing,Creative Agency,China (Mainland),,"Business & Industrial, Technology & Electronics",34.3
59,BBDO,Moscow,Creative Agency,Russia,,"Financial Services, Food, Leisure & Entertainment, Telecoms & Utilities",33.9
60,Ogilvy,New York,Creative Agency,USA,,"Financial Services, Food, Pharma & Healthcare, Technology & Electronics",33.8
61,McCann,Taguig,Creative Agency,Philippines,,Food,33.7
62,Anomaly,New York,Creative Agency,USA,,"Alcoholic Drinks, Tobacco",33.6
63,McCann,Santiago,Creative Agency,Chile,,"Financial Services, Non-profit, public sector & education, Retail",32.3
63,Santo,Buenos Aires,Creative Agency,Argentina,X,Soft Drinks,32.3
65,MediaCom,Moscow,Media Agency,Russia,,"Food, Pharma & Healthcare",31.7
66,Leo Burnett,Bucharest,Creative Agency,Romania,,"Retail, Telecoms & Utilities",31.5
67,TBWA\RAAD,Dubai,Creative Agency,United Arab Emirates,,"Financial Services, Non-profit, public sector & education, Telecoms & Utilities, Transport & Tourism",31.2
68,Buzzman,Paris,Creative Agency,France,,"Financial Services, Food, Retail",31.1
69,BMF,Sydney,Creative Agency,Australia,X,"Food, Non-profit, public sector & education, Retail",30.5
69,Colenso BBDO,Auckland,Creative Agency,New Zealand,,"Alcoholic Drinks, Financial Services, Telecoms & Utilities",30.5
69,OMD,Lima,Media Agency,Peru,,Financial Services,30.5
72,Magna,Dubai,Media Agency,United Arab Emirates,,"Business & Industrial, Household & Domestic, Toiletries & Cosmetics",30.4
72,Forsman & Bodenfors,Gothenburg,Creative Agency,Sweden,,Automotive,30.4
72,Mindshare,Gothenburg,Media Agency,Sweden,,Automotive,30.4
75,MullenLowe SSP3,Bogotá,Creative Agency,Colombia,,"Alcoholic Drinks, Technology & Electronics, Toiletries & Cosmetics",30.2
76,O Escritório,Lisbon,Creative Agency,Portugal,X,"Business & Industrial, Retail",30.0
76,McCann,Bucharest,Creative Agency,Romania,,"Alcoholic Drinks, Financial Services, Retail, Soft Drinks, Telecoms & Utilities",30.0
76,Initiative,Los Angeles,Media Agency,USA,,"Retail, Soft Drinks",30.0
79,Fahrenheit DDB,Lima,Creative Agency,Peru,,"Alcoholic Drinks, Non-profit, public sector & education, Retail",29.8
79,MediaCom,London,Media Agency,UK,,"Automotive, Food, Household & Domestic",29.8
81,Ogilvy,Bogotá,Creative Agency,Colombia,,"Telecoms & Utilities, Transport & Tourism",29.2
82,OMD,Bogotá,Media Agency,Colombia,,"Financial Services, Retail, Soft Drinks, Toiletries & Cosmetics",29.1
83,PHD,Buenos Aires,Media Agency,Argentina,,"Business & Industrial, Pharma & Healthcare",29.0
84,Happiness,Brussels,Creative Agency,Belgium,,"Non-profit, public sector & education, Telecoms & Utilities",28.8
84,Zulu Alpha Kilo,Toronto,Creative Agency,Canada,X,"Business & Industrial, Non-profit, public sector & education, Retail, Toiletries & Cosmetics, Transport & Tourism",28.8
86,BETC,Paris,Creative Agency,France,,"Food, Leisure & Entertainment, Retail, Telecoms & Utilities",28.7
87,McCann Health,New York,Creative Agency,USA,,Pharma & Healthcare,28.6
88,Grey,Warsaw,Creative Agency,Poland,,"Financial Services, Non-profit, public sector & education, Soft Drinks, Toiletries & Cosmetics",28.0
88,MG Media,Istanbul,Media Agency,Turkey,X,"Food, Retail",28.0
90,Deutsch,Los Angeles,Creative Agency,USA,,"Business & Industrial, Retail, Soft Drinks",27.6
91,Imago,Zagreb,Creative Agency,Croatia,X,"Non-profit, public sector & education",27.5
92,Reprise,Lisbon,Media Agency,Portugal,,"Alcoholic Drinks, Household & Domestic, Toiletries & Cosmetics, Transport & Tourism",27.4
92,Don,Buenos Aires,Creative Agency,Argentina,X,"Media & Publishing, Retail",27.4
94,McCann,Prague,Creative Agency,Czech Republic,,"Alcoholic Drinks, Financial Services, Soft Drinks, Telecoms & Utilities, Toiletries & Cosmetics",26.0
94,Arena Media,Santiago,Media Agency,Chile,,"Automotive, Financial Services, Non-profit, public sector & education, Retail",26.0
94,LOLA MullenLowe,Madrid,Creative Agency,Spain,,"Food, Non-profit, public sector & education, Retail",26.0
97,DAVID,São Paulo,Creative Agency,Brazil,,"Household & Domestic, Retail, Soft Drinks",25.9
97,R/GA,New York,Digital/Specialist Agency,USA,,"Non-profit, public sector & education, Soft Drinks, Technology & Electronics, Telecoms & Utilities",25.9
99,FCB Ulka,Mumbai,Creative Agency,India,,Media & Publishing,25.8
100,AlmapBBDO,São Paulo,Creative Agency,Brazil,,"Food, Toiletries & Cosmetics",25.7
101,UM,Santiago,Media Agency,Chile,,"Financial Services, Retail, Soft Drinks",25.5
102,Mercado McCann,Buenos Aires,Creative Agency,Argentina,,"Business & Industrial, Financial Services, Soft Drinks",25.4
102,Leo Burnett,Beirut,Creative Agency,Lebanon,,"Alcoholic Drinks, Non-profit, public sector & education, Telecoms & Utilities, Toiletries & Cosmetics",25.4
104,McCann,Paris,Creative Agency,France,,"Non-profit, public sector & education, Toiletries & Cosmetics",25.3
105,215 McCann,San Francisco,Creative Agency,USA,,Technology & Electronics,25.0
105,Arc Worldwide,Chicago,Digital/Specialist Agency,USA,,"Alcoholic Drinks, Food, Toiletries & Cosmetics",25.0
105,Leo Burnett,Chicago,Creative Agency,USA,,"Alcoholic Drinks, Food, Toiletries & Cosmetics",25.0
105,OMD,Istanbul,Media Agency,Turkey,,"Financial Services, Food, Retail, Soft Drinks, Technology & Electronics",25.0
109,ADK,Chinese Taipei,Creative Agency,Taiwan,X,"Retail, Technology & Electronics",24.5
110,McCann,Tel Aviv,Creative Agency,Israel,,"Alcoholic Drinks, Financial Services, Food, Pharma & Healthcare, Retail, Toiletries & Cosmetics",24.3
111,UM,Petaling Jaya,Media Agency,Malaysia,,"Retail, Soft Drinks, Toiletries & Cosmetics",24.1
112,Fullsix,Lisbon,Digital/Specialist Agency,Portugal,,"Alcoholic Drinks, Non-profit, public sector & education, Retail, Telecoms & Utilities, Toiletries & Cosmetics",24.0
112,MediaCom,Warsaw,Media Agency,Poland,,"Non-profit, public sector & education, Pharma & Healthcare, Soft Drinks, Toiletries & Cosmetics",24.0
112,OMD,Karachi,Media Agency,Pakistan,,"Media & Publishing, Pharma & Healthcare, Telecoms & Utilities",24.0
115,Ogilvy,Warsaw,Creative Agency,Poland,,"Alcoholic Drinks, Non-profit, public sector & education, Technology & Electronics",23.7
116,Edelman,New York,Digital/Specialist Agency,USA,X,"Leisure & Entertainment, Technology & Electronics",23.5
117,Mindshare,Sydney,Media Agency,Australia,,"Automotive, Media & Publishing",23.4
118,Plan.Net,Munich,Digital/Specialist Agency,Germany,X,"Automotive, Non-profit, public sector & education, Retail",23.3
119,OMD Optimum Media,Moscow,Media Agency,Russia,,Food,23.2
120,UM,Beirut,Media Agency,Lebanon,,"Financial Services, Retail",23.1
120,PHD,Dubai,Media Agency,United Arab Emirates,,"Food, Household & Domestic",23.1
122,Heimat Werbeagentur,Berlin,Creative Agency,Germany,,"Non-profit, public sector & education, Retail",23.0
123,Wunderman,Dubai,Creative Agency,United Arab Emirates,,"Household & Domestic, Soft Drinks, Technology & Electronics",22.8
123,Havas Worldwide,London,Creative Agency,UK,,"Alcoholic Drinks, Food, Pharma & Healthcare",22.8
125,Ogilvy,Mexico City,Creative Agency,Mexico,,"Alcoholic Drinks, Automotive, Financial Services, Transport & Tourism",22.7
126,Memac Ogilvy,Dubai,Creative Agency,United Arab Emirates,,"Retail, Soft Drinks",22.5
126,The Womb,Mumbai,Creative Agency,India,X,"Financial Services, Media & Publishing",22.5
128,Zenith,Bogotá,Media Agency,Colombia,,Alcoholic Drinks,22.2
129,Ogilvy,Toronto,Creative Agency,Canada,,"Financial Services, Food, Household & Domestic, Non-profit, public sector & education, Toiletries & Cosmetics",22.0
129,VMLY&R,Istanbul,Creative Agency,Turkey,,"Business & Industrial, Household & Domestic, Leisure & Entertainment, Media & Publishing, Technology & Electronics, Telecoms & Utilities",22.0
129,Leo Burnett,Kuala Lumpur,Creative Agency,Malaysia,,"Financial Services, Food, Retail, Telecoms & Utilities",22.0
132,OMD,Shanghai,Media Agency,China (Mainland),,Technology & Electronics,21.8
132,TBWA\Media Arts Lab,Shanghai,Creative Agency,China (Mainland),,Technology & Electronics,21.8
132,FP7 Riyadh,Riyadh,Creative Agency,Saudi Arabia,,"Financial Services, Telecoms & Utilities",21.8
135,MediaCom,Manchester,Media Agency,UK,,"Clothing & Accessories, Retail",21.7
135,Zenith,London,Media Agency,UK,,Toiletries & Cosmetics,21.7
137,Colle McVoy,Minneapolis,Creative Agency,USA,,Transport & Tourism,21.5
138,Digitas,Chicago,Digital/Specialist Agency,USA,,Technology & Electronics,21.3
139,Ogilvy & SocialLab,Brussels,Digital/Specialist Agency,Belgium,,"Technology & Electronics, Transport & Tourism",21.2
140,Carat,Auckland,Media Agency,New Zealand,,"Non-profit, public sector & education",21.0
140,MKTG,Auckland,Digital/Specialist Agency,New Zealand,,"Non-profit, public sector & education",21.0
142,Terri & Sandy,New York,Creative Agency,USA,X,"Food, Household & Domestic",20.8
142,Media Investment,Bucharest,Media Agency,Romania,X,"Alcoholic Drinks, Telecoms & Utilities",20.8
144,BBDO,Shanghai,Creative Agency,China (Mainland),,"Food, Retail",20.7
145,Saatchi & Saatchi,Shanghai,Creative Agency,China (Mainland),,Toiletries & Cosmetics,20.6
146,Wunderman Thompson,Bangkok,Creative Agency,Thailand,,Toiletries & Cosmetics,20.5
146,TERAN TBWA\,Mexico City,Creative Agency,Mexico,,"Automotive, Financial Services, Retail, Telecoms & Utilities",20.5
148,UM,Sydney,Media Agency,Australia,,Transport & Tourism,20.4
148,UM,New York,Media Agency,USA,,Transport & Tourism,20.4
150,HO Communication,Shanghai,Creative Agency,China (Mainland),,Retail,20.1
150,Ogilvy,Shanghai,Creative Agency,China (Mainland),,"Automotive, Retail, Toiletries & Cosmetics",20.1
150,BBH,London,Creative Agency,UK,,Automotive,20.1
153,DPZ&T,São Paulo,Creative Agency,Brazil,,"Automotive, Retail",20.0
153,Havas Media,Paris,Media Agency,France,,"Financial Services, Household & Domestic, Non-profit, public sector & education, Telecoms & Utilities",20.0
153,Gyro,Paris,Creative Agency,France,,"Household & Domestic, Non-profit, public sector & education, Technology & Electronics",20.0
153,DDB,Madrid,Creative Agency,Spain,,"Automotive, Financial Services, Retail",20.0
153,Bar Ogilvy,Lisbon,Creative Agency,Portugal,,"Business & Industrial, Pharma & Healthcare, Transport & Tourism",20.0
153,Partners,Lisbon,Creative Agency,Portugal,,"Automotive, Financial Services, Leisure & Entertainment, Transport & Tourism",20.0
153,Havas Media,Lisbon,Media Agency,Portugal,,Retail,20.0
153,Saatchi & Saatchi IS,Warsaw,Creative Agency,Poland,,"Leisure & Entertainment, Retail",20.0
153,TBWA\NEBOKO,Amsterdam,Creative Agency,Netherlands,,"Leisure & Entertainment, Retail, Telecoms & Utilities",20.0
153,Publicis,Istanbul,Creative Agency,Turkey,,"Automotive, Business & Industrial, Food, Retail, Soft Drinks, Telecoms & Utilities",20.0
153,Rafineri,Istanbul,Digital/Specialist Agency,Turkey,X,"Automotive, Retail, Technology & Electronics, Telecoms & Utilities",20.0
153,TBWA\Istanbul,Istanbul,Creative Agency,Turkey,,"Automotive, Clothing & Accessories, Financial Services, Food, Household & Domestic, Non-profit, public sector & education, Retail, Toiletries & Cosmetics",20.0
153,Banda,Kiev,Creative Agency,Ukraine,X,"Business & Industrial, Food, Leisure & Entertainment, Non-profit, public sector & education, Pharma & Healthcare, Retail",20.0
153,McCann,Kiev,Creative Agency,Ukraine,,"Alcoholic Drinks, Technology & Electronics, Telecoms & Utilities",20.0
153,Ogilvy,Prague,Creative Agency,Czech Republic,,"Financial Services, Leisure & Entertainment, Retail",20.0
153,Adcom Leo Burnett,Karachi,Creative Agency,Pakistan,,"Food, Non-profit, public sector & education, Retail, Technology & Electronics",20.0
153,ACG,Budapest,Creative Agency,Hungary,X,"Alcoholic Drinks, Non-profit, public sector & education",20.0
153,FCB,Auckland,Creative Agency,New Zealand,,"Automotive, Non-profit, public sector & education, Retail, Telecoms & Utilities",20.0
153,TBWA\HELSINKI,Helsinki,Creative Agency,Finland,,"Media & Publishing, Retail, Transport & Tourism",20.0
153,ACW Grey,Tel Aviv,Creative Agency,Israel,,"Financial Services, Household & Domestic, Leisure & Entertainment, Non-profit, public sector & education, Retail, Soft Drinks, Telecoms & Utilities, Toiletries & Cosmetics",20.0
153,Advanced Media Center Mindshare,Santo Domingo,Media Agency,Dominican Republic,,"Automotive, Food, Pharma & Healthcare, Retail",20.0
153,Ogilvy,Santo Domingo,Creative Agency,Dominican Republic,,"Automotive, Food, Pharma & Healthcare, Retail",20.0
153,Paradais DDB,Guayaquil,Creative Agency,Ecuador,,"Alcoholic Drinks, Food, Non-profit, public sector & education, Telecoms & Utilities",20.0
153,Garnier BBDO,San José,Creative Agency,Costa Rica,,"Alcoholic Drinks, Automotive, Food, Leisure & Entertainment, Retail",20.0
153,Publicis Impetu,Montevideo,Creative Agency,Uruguay,,"Automotive, Household & Domestic, Leisure & Entertainment, Soft Drinks, Telecoms & Utilities",20.0
153,MullenLowe,Colombo,Creative Agency,Sri Lanka,,"Financial Services, Toiletries & Cosmetics",20.0
179,DDB,Medellín,Creative Agency,Colombia,,Leisure & Entertainment,19.8
179,Ensemble Worldwide,Petaling Jaya,Creative Agency,Malaysia,,"Media & Publishing, Retail, Toiletries & Cosmetics",19.8
179,AJF Partnership,Melbourne,Creative Agency,Australia,X,Retail,19.8
182,Impact BBDO,Dubai,Creative Agency,United Arab Emirates,,"Food, Media & Publishing",19.7
183,Leo Burnett,Melbourne,Creative Agency,Australia,,"Non-profit, public sector & education",19.6
184,Leo Burnett,Makati,Creative Agency,Philippines,,Retail,19.5
185,BBH,Singapore,Creative Agency,Singapore,,Financial Services,19.4
186,TBWA\Hong Kong,Hong Kong SAR,Creative Agency,China (Mainland),,Financial Services,19.3
187,Carat,New York,Media Agency,USA,,"Alcoholic Drinks, Pharma & Healthcare",19.1
188,Leo Burnett,Madrid,Creative Agency,Spain,,Alcoholic Drinks,19.0
188,MediaCom,Madrid,Media Agency,Spain,,Alcoholic Drinks,19.0
190,Mindshare,Shanghai,Media Agency,China (Mainland),,"Clothing & Accessories, Retail",18.6
191,Ogilvy,Guatemala City,Creative Agency,Guatemala,,Telecoms & Utilities,18.5
191,McCann,Bogotá,Creative Agency,Colombia,,"Financial Services, Food, Retail",18.5
193,PHD,Lima,Media Agency,Peru,,"Business & Industrial, Financial Services, Food",18.1
194,Contrapunto,Moscow,Creative Agency,Russia,,Telecoms & Utilities,18.0
194,Leo Burnett,Moscow,Creative Agency,Russia,,"Financial Services, Leisure & Entertainment, Pharma & Healthcare",18.0
194,HS Ad,Seoul,Creative Agency,South Korea,,"Retail, Technology & Electronics, Toiletries & Cosmetics",18.0
194,Cossette,Toronto,Creative Agency,Canada,,"Non-profit, public sector & education, Retail",18.0
194,Sid Lee,Montreal,Creative Agency,Canada,,"Leisure & Entertainment, Soft Drinks",18.0
194,Agencia Montalvo,Mexico City,Creative Agency,Mexico,X,"Media & Publishing, Non-profit, public sector & education",18.0
194,BBDO,Mexico City,Creative Agency,Mexico,,"Food, Household & Domestic, Toiletries & Cosmetics",18.0
194,Wink TTD,Madrid,Digital/Specialist Agency,Spain,,Financial Services,18.0
194,MullenLowe,London,Creative Agency,UK,,"Non-profit, public sector & education, Retail",18.0
194,2012,Warsaw,Media Agency,Poland,X,Alcoholic Drinks,18.0
194,Grey,Bogotá,Creative Agency,Colombia,,"Food, Media & Publishing",18.0
194,Manhattan Communications,Karachi,Creative Agency,Pakistan,X,"Non-profit, public sector & education, Retail, Telecoms & Utilities",18.0
194,Ogilvy,Lahore,Creative Agency,Pakistan,,"Food, Soft Drinks",18.0
194,Wunderman,Buenos Aires,Creative Agency,Argentina,,"Retail, Technology & Electronics, Telecoms & Utilities",18.0
194,TBWA\Peru,Lima,Creative Agency,Peru,,Financial Services,18.0
209,Initiative,Petaling Jaya,Media Agency,Malaysia,,"Media & Publishing, Telecoms & Utilities",17.8
209,Luna\TBWA,Ljubljana,Creative Agency,Slovenia,,"Alcoholic Drinks, Food, Retail, Telecoms & Utilities",17.8
209,Modo,Santiago,Creative Agency,Chile,X,"Alcoholic Drinks, Retail",17.8
212,Naga DDB Tribal,Petaling Jaya,Creative Agency,Malaysia,,"Retail, Technology & Electronics, Telecoms & Utilities",17.6
213,Geelmuyden Kiese Nordic,Oslo,Creative Agency,Norway,X,Business & Industrial,17.4
213,MediaCom,Brussels,Media Agency,Belgium,,"Non-profit, public sector & education",17.4
213,Mindshare,Oslo,Media Agency,Norway,,Business & Industrial,17.4
213,Wunderman Thompson,Antwerp,Creative Agency,Belgium,,"Non-profit, public sector & education",17.4
217,TBWA\Santiago Mangada Puno,Makati,Creative Agency,Philippines,,"Household & Domestic, Media & Publishing, Non-profit, public sector & education",17.3
217,UM,Bucharest,Media Agency,Romania,,"Household & Domestic, Retail, Soft Drinks",17.3
219,Wunderman Thompson,New York,Creative Agency,USA,,"Clothing & Accessories, Pharma & Healthcare, Technology & Electronics",17.1
220,Leo Burnett,Dubai,Creative Agency,United Arab Emirates,,"Financial Services, Food",16.9
220,BBDO,New York,Creative Agency,USA,,"Pharma & Healthcare, Telecoms & Utilities, Toiletries & Cosmetics",16.9
220,TBWA\Singapore,Singapore,Creative Agency,Singapore,,"Financial Services, Transport & Tourism",16.9
223,Greenhouse,Eindhoven,Creative Agency,Netherlands,X,"Leisure & Entertainment, Retail",16.7
223,UM,Amsterdam,Media Agency,Netherlands,,"Leisure & Entertainment, Retail",16.7
223,Zenith,Paris,Media Agency,France,,"Clothing & Accessories, Leisure & Entertainment, Soft Drinks",16.7
223,22Squared,Atlanta,Creative Agency,USA,X,"Non-profit, public sector & education, Retail",16.7
223,Assembly,New York,Media Agency,USA,,"Financial Services, Non-profit, public sector & education",16.7
223,SwellShark,New York,Media Agency,USA,X,"Media & Publishing, Toiletries & Cosmetics",16.7
229,Zavalita Brand Building,Lima,Digital/Specialist Agency,Peru,X,Financial Services,16.5
230,Mindshare,Jakarta,Media Agency,Indonesia,,Toiletries & Cosmetics,16.1
231,Jack in the Box,Mumbai,Digital/Specialist Agency,India,X,Household & Domestic,16.0
231,VMLY&R,São Paulo,Creative Agency,Brazil,,"Financial Services, Non-profit, public sector & education, Retail",16.0
231,Suno United Creators,São Paulo,Creative Agency,Brazil,X,"Financial Services, Retail",16.0
231,DDB & Tribal,Moscow,Creative Agency,Russia,,"Household & Domestic, Leisure & Entertainment, Transport & Tourism",16.0
231,Rodnaya Rech,Moscow,Creative Agency,Russia,,Food,16.0
231,Overman,Seoul,Creative Agency,South Korea,X,Media & Publishing,16.0
231,Sid Lee Media,Montreal,Media Agency,Canada,,Leisure & Entertainment,16.0
231,Beker/Socialand,Mexico City,Creative Agency,Mexico,X,"Non-profit, public sector & education, Retail",16.0
231,Bombay,Mexico City,Creative Agency,Mexico,X,Soft Drinks,16.0
231,Leo Burnett,Mexico City,Creative Agency,Mexico,,"Alcoholic Drinks, Household & Domestic",16.0
231,PHD,Milan,Media Agency,Italy,,Food,16.0
231,Medina Turgul DDB,Istanbul,Creative Agency,Turkey,,"Food, Soft Drinks",16.0
231,Ronin Strateji Danışmanlığı,Istanbul,Creative Agency,Turkey,X,Retail,16.0
231,BeefBrothers,Prague,Creative Agency,Czech Republic,X,Financial Services,16.0
231,Wunderman Thompson,Prague,Creative Agency,Czech Republic,,"Automotive, Non-profit, public sector & education, Retail, Telecoms & Utilities",16.0
231,Loca Santiago,Santiago,Creative Agency,Chile,X,"Alcoholic Drinks, Retail",16.0
231,Mindshare,Santiago,Media Agency,Chile,,"Non-profit, public sector & education, Retail",16.0
231,Saatchi & Saatchi,Sofia,Creative Agency,Bulgaria,,"Alcoholic Drinks, Financial Services, Food, Retail",16.0
231,Independencia,Lima,Creative Agency,Peru,X,"Business & Industrial, Non-profit, public sector & education, Soft Drinks",16.0
231,IPG Mediabrands,Lima,Media Agency,Peru,,Food,16.0
231,Yehoshua\TBWA,Tel Aviv,Creative Agency,Israel,,"Household & Domestic, Pharma & Healthcare, Soft Drinks",16.0
231,Norlop JWT,Guayaquil,Digital/Specialist Agency,Ecuador,,"Non-profit, public sector & education",16.0
253,AKQA,Melbourne,Creative Agency,Australia,,Retail,15.8
253,Columbus,Melbourne,Digital/Specialist Agency,Australia,,Retail,15.8
253,Initiative,Melbourne,Media Agency,Australia,,Retail,15.8
253,Initiative,Lisbon,Media Agency,Portugal,,"Alcoholic Drinks, Household & Domestic, Toiletries & Cosmetics",15.8
