Rank,Agency Name,City,Agency Type,Agency Location,Independent?,Product Category,Points
257,FP7 McCann,Tunis,Creative Agency,Tunisia,,Telecoms & Utilities,15.4
257,UM,Tunis,Media Agency,Tunisia,,Telecoms & Utilities,15.4
259,&Co,Copenhagen,Creative Agency,Denmark,X,Transport & Tourism,15.3
259,Grey,New York,Creative Agency,USA,,"Pharma & Healthcare, Toiletries & Cosmetics",15.3
259,Joan,New York,Creative Agency,USA,X,"Food, Non-profit, public sector & education",15.3
259,VMLY&R,New York,Creative Agency,USA,,"Clothing & Accessories, Pharma & Healthcare",15.3
259,DDB,Singapore,Creative Agency,Singapore,,"Retail, Toiletries & Cosmetics",15.3
264,MediaCom,Lisbon,Media Agency,Portugal,,"Business & Industrial, Financial Services",15.0
264,Bistro,Budapest,Creative Agency,Hungary,X,Alcoholic Drinks,15.0
264,Starcom,Budapest,Media Agency,Hungary,,Alcoholic Drinks,15.0
267,Zenith,Singapore,Media Agency,Singapore,,Transport & Tourism,14.8
267,Wunderman Thompson,San Juan,Creative Agency,Puerto Rico,,Financial Services,14.8
269,Manning Gottlieb OMD,London,Media Agency,UK,,"Retail, Transport & Tourism",14.7
269,Carat,Helsinki,Media Agency,Finland,,Retail,14.7
271,Inspire,Shanghai,Creative Agency,China (Mainland),X,Food,14.4
271,Kamp Grizzly,Portland,Creative Agency,USA,X,Clothing & Accessories,14.4
271,McCann Health,Tokyo,Creative Agency,Japan,,Toiletries & Cosmetics,14.4
274,Anomaly,Toronto,Creative Agency,Canada,,"Alcoholic Drinks, Food",14.3
274,Reset Medios,Lima,Media Agency,Peru,X,"Non-profit, public sector & education",14.3
274,Mindshare,Toronto,Media Agency,Canada,,"Financial Services, Household & Domestic, Toiletries & Cosmetics",14.3
277,Aegis Innov8,New York,Media Agency,USA,,Pharma & Healthcare,14.2
277,Zenith,New York,Media Agency,USA,,"Pharma & Healthcare, Toiletries & Cosmetics",14.2
279,Hylink,Shanghai,Digital/Specialist Agency,China (Mainland),X,"Automotive, Technology & Electronics",14.1
279,Wunderman Thompson,Tunis,Creative Agency,Tunisia,,Telecoms & Utilities,14.1
281,Publicis,São Paulo,Creative Agency,Brazil,,"Alcoholic Drinks, Soft Drinks",14.0
281,SLAVA,Moscow,Creative Agency,Russia,X,"Automotive, Food, Retail, Technology & Electronics",14.0
281,TBWA\Paris,Paris,Creative Agency,France,,Retail,14.0
281,TBWA\Korea,Seoul,Creative Agency,South Korea,,"Media & Publishing, Retail",14.0
281,DDB,Sydney,Creative Agency,Australia,,"Automotive, Retail",14.0
281,VMLY&R,Mexico City,Creative Agency,Mexico,,"Media & Publishing, Pharma & Healthcare, Retail",14.0
281,McCann,Milan,Creative Agency,Italy,,"Food, Soft Drinks, Toiletries & Cosmetics",14.0
281,Wavemaker,Lisbon,Media Agency,Portugal,,"Technology & Electronics, Telecoms & Utilities",14.0
281,Carat,Hong Kong SAR,Media Agency,China (Mainland),,Financial Services,14.0
281,iProspect,Hong Kong SAR,Digital/Specialist Agency,China (Mainland),,Financial Services,14.0
281,DDB,Warsaw,Creative Agency,Poland,,"Automotive, Non-profit, public sector & education, Retail",14.0
281,PHD,Warsaw,Media Agency,Poland,,"Automotive, Non-profit, public sector & education",14.0
281,Glue,Bogotá,Digital/Specialist Agency,Colombia,,Financial Services,14.0
281,Initiative,Bogotá,Media Agency,Colombia,,Financial Services,14.0
281,Forward Media,Santiago,Media Agency,Chile,,Telecoms & Utilities,14.0
281,Mindshare,Sofia,Media Agency,Bulgaria,,"Pharma & Healthcare, Retail",14.0
281,OMD,Sofia,Media Agency,Bulgaria,,"Non-profit, public sector & education, Retail, Telecoms & Utilities",14.0
281,Adcom Zenith,Karachi,Media Agency,Pakistan,,"Pharma & Healthcare, Retail, Toiletries & Cosmetics",14.0
281,Mindshare,Karachi,Media Agency,Pakistan,,"Food, Household & Domestic, Technology & Electronics, Toiletries & Cosmetics",14.0
281,Ogilvy,Islamabad,Creative Agency,Pakistan,,"Media & Publishing, Telecoms & Utilities",14.0
281,MRM//McCann,Bucharest,Digital/Specialist Agency,Romania,,"Retail, Soft Drinks",14.0
281,Pagés BBDO,Santo Domingo,Creative Agency,Dominican Republic,,"Financial Services, Non-profit, public sector & education, Retail",14.0
281,Bruketa & Žinić & Grey,Zagreb,Creative Agency,Croatia,,"Financial Services, Soft Drinks, Telecoms & Utilities",14.0
281,VMLY&R,Montevideo,Creative Agency,Uruguay,,"Financial Services, Leisure & Entertainment, Non-profit, public sector & education, Soft Drinks",14.0
305,Kingdom Digital,Petaling Jaya,Digital/Specialist Agency,Malaysia,X,Telecoms & Utilities,13.8
305,SearchGuru,Kuala Lumpur,Digital/Specialist Agency,Malaysia,X,Telecoms & Utilities,13.8
307,TBWA\India,Mumbai,Creative Agency,India,,"Non-profit, public sector & education",13.7
307,Iris,Singapore,Creative Agency,Singapore,X,"Alcoholic Drinks, Non-profit, public sector & education, Technology & Electronics",13.7
309,VMLY&R,Lima,Creative Agency,Peru,,"Alcoholic Drinks, Leisure & Entertainment",13.6
310,MRM//McCann,Santiago,Digital/Specialist Agency,Chile,,"Business & Industrial, Non-profit, public sector & education",13.4
311,Mindshare,Colombo,Media Agency,Sri Lanka,,Toiletries & Cosmetics,13.3
311,BBDO,Gurgaon,Creative Agency,India,,"Household & Domestic, Pharma & Healthcare",13.3
313,TRIAD,Prague,Creative Agency,Czech Republic,X,"Alcoholic Drinks, Retail",13.1
314,FCB,Toronto,Creative Agency,Canada,,"Non-profit, public sector & education",13.0
314,Mother,New York,Creative Agency,USA,X,"Non-profit, public sector & education",13.0
314,VMLY&R,Melbourne,Creative Agency,Australia,,"Non-profit, public sector & education",13.0
317,Wieden+Kennedy,Portland,Creative Agency,USA,X,"Clothing & Accessories, Retail",12.7
317,iProspect,Lisbon,Digital/Specialist Agency,Portugal,,"Automotive, Food, Leisure & Entertainment",12.7
319,OMD,Auckland,Media Agency,New Zealand,,"Alcoholic Drinks, Telecoms & Utilities",12.5
319,Barton F. Graf,New York,Creative Agency,USA,X,Technology & Electronics,12.5
319,Edelman,Los Angeles,Digital/Specialist Agency,USA,X,Retail,12.5
319,Edible,Atlanta,Digital/Specialist Agency,USA,X,Food,12.5
319,Johannes Leonardo,New York,Creative Agency,USA,X,"Clothing & Accessories, Technology & Electronics",12.5
319,PHD,New York,Media Agency,USA,,"Pharma & Healthcare, Technology & Electronics",12.5
319,Possible,Seattle,Creative Agency,USA,,"Non-profit, public sector & education",12.5
319,Spark Foundry,Los Angeles,Media Agency,USA,,Retail,12.5
319,The Community,San Francisco,Creative Agency,USA,,Financial Services,12.5
319,Wavemaker,San Francisco,Media Agency,USA,,Financial Services,12.5
319,Wieden+Kennedy,New York,Creative Agency,USA,X,"Alcoholic Drinks, Media & Publishing",12.5
319,Dattis,Bogotá,Creative Agency,Colombia,X,"Alcoholic Drinks, Financial Services",12.5
331,Friends,Moscow,Creative Agency,Russia,X,"Telecoms & Utilities, Transport & Tourism",12.3
331,WMcCann,São Paulo,Creative Agency,Brazil,,"Non-profit, public sector & education, Soft Drinks, Transport & Tourism",12.3
333,Horizon Media,New York,Media Agency,USA,X,"Alcoholic Drinks, Telecoms & Utilities",12.1
334,GGH MullenLowe,Hamburg,Creative Agency,Germany,,Retail,12.0
334,Grabarz & Partner,Hamburg,Creative Agency,Germany,X,"Business & Industrial, Retail",12.0
334,MediaCom,Hamburg,Media Agency,Germany,,Retail,12.0
334,thjnk,Berlin,Creative Agency,Germany,,Retail,12.0
334,Ogilvy,São Paulo,Creative Agency,Brazil,,"Leisure & Entertainment, Media & Publishing, Retail",12.0
334,OMD,Paris,Media Agency,France,,Retail,12.0
334,Proximity,Paris,Digital/Specialist Agency,France,,"Food, Household & Domestic, Technology & Electronics",12.0
334,Starcom,Paris,Media Agency,France,,Retail,12.0
334,Vizeum,Paris,Media Agency,France,,"Financial Services, Household & Domestic",12.0
334,FCB,Mexico City,Creative Agency,Mexico,,"Food, Toiletries & Cosmetics",12.0
334,MediaCom,Mexico City,Media Agency,Mexico,,"Alcoholic Drinks, Food, Household & Domestic",12.0
334,McCann,Madrid,Creative Agency,Spain,,"Food, Non-profit, public sector & education, Retail",12.0
334,PHD,Barcelona,Media Agency,Spain,,Automotive,12.0
334,Sra Rushmore,Madrid,Creative Agency,Spain,,"Alcoholic Drinks, Non-profit, public sector & education",12.0
334,ymedia,Madrid,Media Agency,Spain,,"Alcoholic Drinks, Retail",12.0
334,Arena Media,Lisbon,Media Agency,Portugal,,"Alcoholic Drinks, Retail, Telecoms & Utilities",12.0
334,Wunderman Thompson,Lisbon,Creative Agency,Portugal,,"Food, Telecoms & Utilities",12.0
334,Mindshare,Warsaw,Media Agency,Poland,,"Financial Services, Food",12.0
334,Spark Foundry,Warsaw,Media Agency,Poland,,"Media & Publishing, Pharma & Healthcare, Retail",12.0
334,PHD,London,Media Agency,UK,,"Automotive, Financial Services",12.0
334,WIEN NORD,Vienna,Creative Agency,Austria,X,"Financial Services, Transport & Tourism",12.0
334,Golin,Istanbul,Digital/Specialist Agency,Turkey,,"Food, Toiletries & Cosmetics",12.0
334,Happy People Project,Istanbul,Creative Agency,Turkey,X,"Automotive, Financial Services, Toiletries & Cosmetics",12.0
334,Titrifikir,Istanbul,Creative Agency,Turkey,X,"Food, Soft Drinks, Transport & Tourism",12.0
334,Wunderman Thompson,Istanbul,Creative Agency,Turkey,,"Financial Services, Toiletries & Cosmetics",12.0
334,Rockets. Growth R&D,Kiev,Creative Agency,Ukraine,X,"Food, Soft Drinks",12.0
334,Havas Media,Santiago,Media Agency,Chile,,"Financial Services, Media & Publishing, Telecoms & Utilities",12.0
334,Starcom,Santiago,Media Agency,Chile,,Soft Drinks,12.0
334,Strong,Santiago,Creative Agency,Chile,X,"Financial Services, Non-profit, public sector & education",12.0
334,ActiveMedia,Lahore,Digital/Specialist Agency,Pakistan,X,"Soft Drinks, Telecoms & Utilities",12.0
334,Brainchild,Lahore,Media Agency,Pakistan,,"Soft Drinks, Technology & Electronics, Toiletries & Cosmetics",12.0
334,Kinetic,Karachi,Media Agency,Pakistan,,"Retail, Soft Drinks",12.0
334,MediaCom,Karachi,Media Agency,Pakistan,,"Food, Retail",12.0
334,Ogilvy,Karachi,Creative Agency,Pakistan,,"Food, Media & Publishing",12.0
334,Dhélet VMLY&R,Buenos Aires,Creative Agency,Argentina,,"Telecoms & Utilities, Transport & Tourism",12.0
334,OMD,Santo Domingo,Media Agency,Dominican Republic,,"Automotive, Financial Services",12.0
334,McCann,Quito,Creative Agency,Ecuador,,Household & Domestic,12.0
334,Interaction,San José,Digital/Specialist Agency,Costa Rica,X,Automotive,12.0
334,Cámara TBWA,Montevideo,Creative Agency,Uruguay,,"Food, Retail",12.0
334,Havas Gurisa,Montevideo,Creative Agency,Uruguay,,"Alcoholic Drinks, Non-profit, public sector & education, Soft Drinks",12.0
374,Alafortanfoni,Istanbul,Creative Agency,Turkey,X,"Automotive, Retail",11.8
374,Cadreon,Petaling Jaya,Media Agency,Malaysia,,Retail,11.8
376,UM,Lisbon,Media Agency,Portugal,,Transport & Tourism,11.7
376,Leo Burnett,Belgrade,Creative Agency,Serbia,,Telecoms & Utilities,11.7
378,Wavemaker,Istanbul,Media Agency,Turkey,,Automotive,11.6
379,In the Company of Huskies,Dublin,Creative Agency,Ireland,X,Automotive,11.5
379,Publicis.Sapient,Boston,Digital/Specialist Agency,USA,,"Alcoholic Drinks, Non-profit, public sector & education",11.5
379,McCann,Barcelona,Creative Agency,Spain,,Technology & Electronics,11.5
379,Romance,Paris,Creative Agency,France,,Retail,11.5
379,Serviceplan,Paris,Creative Agency,France,X,"Non-profit, public sector & education",11.5
379,Soho Square,Athens,Creative Agency,Greece,,Alcoholic Drinks,11.5
385,Isobar,Cairo,Digital/Specialist Agency,Egypt,,Toiletries & Cosmetics,11.3
385,Saatchi & Saatchi,Dubai,Creative Agency,United Arab Emirates,,Toiletries & Cosmetics,11.3
385,Edelman,Mumbai,Digital/Specialist Agency,India,X,Household & Domestic,11.3
388,TMA-Draft,Moscow,Creative Agency,Russia,,Food,11.2
389,Starcom,Bogotá,Media Agency,Colombia,,"Business & Industrial, Financial Services, Food",11.1
390,Tribeca Antartyca,Lima,Creative Agency,Peru,X,"Non-profit, public sector & education, Retail",11.0
390,Brand Genetics,London,Digital/Specialist Agency,UK,X,Alcoholic Drinks,11.0
390,Good Stuff Digital,Oakland,Digital/Specialist Agency,USA,X,"Non-profit, public sector & education",11.0
390,Lopez Negrete,Houston,Digital/Specialist Agency,USA,X,Retail,11.0
390,Merkle,London,Digital/Specialist Agency,UK,,Media & Publishing,11.0
390,Translation,New York,Creative Agency,USA,X,"Non-profit, public sector & education",11.0
396,72andSunny,Los Angeles,Creative Agency,USA,,"Non-profit, public sector & education",10.8
397,Publicis Media Sports & Entertainment,New York,Creative Agency,USA,,Technology & Electronics,10.7
397,Starcom,London,Media Agency,UK,,Technology & Electronics,10.7
397,Mindshare,London,Media Agency,UK,,"Financial Services, Toiletries & Cosmetics",10.7
397,Performics,Paris,Digital/Specialist Agency,France,,Telecoms & Utilities,10.7
401,Initiative,New York,Media Agency,USA,,"Non-profit, public sector & education, Pharma & Healthcare",10.5
401,McCann,Tokyo,Creative Agency,Japan,,Retail,10.5
401,VMLY&R,Buenos Aires,Creative Agency,Argentina,,"Food, Media & Publishing, Non-profit, public sector & education",10.5
404,Ogilvy,Paris,Creative Agency,France,,"Soft Drinks, Toiletries & Cosmetics",10.3
404,Mint,Toronto,Creative Agency,Canada,X,Food,10.3
406,Publicis,Lima,Creative Agency,Peru,,Soft Drinks,10.2
406,Wunderman Thompson,Tokyo,Creative Agency,Japan,,Food,10.2
408,mcgarrybowen,London,Creative Agency,UK,,Retail,10.1
408,Wavemaker,London,Media Agency,UK,,"Non-profit, public sector & education",10.1
408,MullenLowe,Jakarta,Creative Agency,Indonesia,,Media & Publishing,10.1
408,Goodzilla,Shanghai,Creative Agency,China (Mainland),X,Toiletries & Cosmetics,10.1
408,Loong,Beijing,Creative Agency,China (Mainland),X,"Non-profit, public sector & education",10.1
408,Shengjia SG,Shanghai,Creative Agency,China (Mainland),X,Clothing & Accessories,10.1
408,Z+ 之外创意 广州,Guangzhou,Creative Agency,China (Mainland),X,Technology & Electronics,10.1
408,ZHENG&Co.,Guangzhou,Creative Agency,China (Mainland),X,"Non-profit, public sector & education",10.1
416,BBDO,Düsseldorf,Creative Agency,Germany,,"Non-profit, public sector & education",10.0
416,Fuse,Düsseldorf,Creative Agency,Germany,,"Non-profit, public sector & education",10.0
416,OMD,Düsseldorf,Media Agency,Germany,,"Non-profit, public sector & education",10.0
416,Reinsclassen,Hamburg,Digital/Specialist Agency,Germany,X,"Technology & Electronics, Telecoms & Utilities",10.0
416,DDVB,Moscow,Creative Agency,Russia,X,Soft Drinks,10.0
416,Instinct,Moscow,Creative Agency,Russia,,"Financial Services, Retail, Telecoms & Utilities",10.0
416,JAMI,Moscow,Digital/Specialist Agency,Russia,X,Business & Industrial,10.0
416,Mindshare,Moscow,Media Agency,Russia,,"Media & Publishing, Telecoms & Utilities, Toiletries & Cosmetics",10.0
416,OMD Media Direction,Moscow,Media Agency,Russia,,Leisure & Entertainment,10.0
416,Les Présidents,Paris,Creative Agency,France,,Financial Services,10.0
416,Publicis Conseil,Paris,Creative Agency,France,,"Financial Services, Retail, Telecoms & Utilities",10.0
416,Re-Mind PHD,Paris,Media Agency,France,,Automotive,10.0
416,Dentsu Media,Toronto,Media Agency,Canada,,Retail,10.0
416,John St,Toronto,Creative Agency,Canada,X,Retail,10.0
416,OMD,Toronto,Media Agency,Canada,,"Non-profit, public sector & education, Retail",10.0
416,Onemethod,Toronto,Creative Agency,Canada,X,"Non-profit, public sector & education, Pharma & Healthcare",10.0
416,Rethink,Vancouver,Creative Agency,Canada,X,Retail,10.0
416,Vizeum,Vancouver,Media Agency,Canada,,Retail,10.0
416,OMD,Melbourne,Media Agency,Australia,,Financial Services,10.0
416,The Brand Agency,Perth,Creative Agency,Australia,,"Non-profit, public sector & education",10.0
416,Carat,Mexico City,Media Agency,Mexico,,Automotive,10.0
416,Commonwealth//McCann,Mexico City,Creative Agency,Mexico,,Automotive,10.0
416,McCann,Mexico City,Creative Agency,Mexico,,Automotive,10.0
416,MRM//McCann,Mexico City,Digital/Specialist Agency,Mexico,,Automotive,10.0
416,MRM//McCann,Madrid,Digital/Specialist Agency,Spain,,"Food, Retail",10.0
416,Nossa,Algés,Creative Agency,Brazil,X,"Non-profit, public sector & education",10.0
416,Havas Media,Warsaw,Media Agency,Poland,,"Food, Pharma & Healthcare, Retail",10.0
416,Publicis,Warsaw,Creative Agency,Poland,,Food,10.0
416,MullenLowe,Istanbul,Creative Agency,Turkey,,"Food, Household & Domestic, Toiletries & Cosmetics",10.0
416,Adsapience,Kiev,Creative Agency,Ukraine,X,Financial Services,10.0
416,Be-It Agency,Kiev,Creative Agency,Ukraine,X,Financial Services,10.0
416,Grape,Kiev,Creative Agency,Ukraine,X,Pharma & Healthcare,10.0
416,Hoshva DGTL,Kiev,Digital/Specialist Agency,Ukraine,X,"Tobacco, Toiletries & Cosmetics",10.0
416,Media First,Kiev,Media Agency,Ukraine,X,"Food, Leisure & Entertainment",10.0
416,TBWA\Belgium,Brussels,Creative Agency,Belgium,,"Retail, Telecoms & Utilities",10.0
416,Leo Burnett,Bogotá,Creative Agency,Colombia,,"Financial Services, Leisure & Entertainment",10.0
416,Aldea Santiago,Santiago,Creative Agency,Chile,X,Financial Services,10.0
416,BPN,Santiago,Media Agency,Chile,,"Alcoholic Drinks, Food",10.0
416,FCB Mayo,Santiago,Creative Agency,Chile,,Financial Services,10.0
416,VMLY&R,Santiago,Creative Agency,Chile,,"Financial Services, Telecoms & Utilities",10.0
416,Wolf BCPP,Santiago,Creative Agency,Chile,X,"Media & Publishing, Retail",10.0
416,OMD,Singapore,Media Agency,Singapore,,Retail,10.0
416,Digitz,Karachi,Digital/Specialist Agency,Pakistan,X,"Media & Publishing, Soft Drinks",10.0
416,J. Walter Thompson,Karachi,Creative Agency,Pakistan,,"Automotive, Telecoms & Utilities, Toiletries & Cosmetics",10.0
416,HPS Experience,Budapest,Creative Agency,Hungary,X,Telecoms & Utilities,10.0
416,Stanley St,Auckland,Creative Agency,New Zealand,X,"Non-profit, public sector & education",10.0
416,Dagmar,Helsinki,Creative Agency,Finland,X,"Food, Soft Drinks, Transport & Tourism",10.0
416,Yellow,Lima,Creative Agency,Peru,X,Food,10.0
416,GMP Advertising,Bucharest,Creative Agency,Romania,X,Media & Publishing,10.0
416,Gitam BBDO,Tel Aviv,Creative Agency,Israel,,"Non-profit, public sector & education, Retail",10.0
416,Know How,Santo Domingo,Creative Agency,Dominican Republic,X,Automotive,10.0
416,MullenLowe Delta,Quito,Creative Agency,Ecuador,,"Alcoholic Drinks, Financial Services",10.0
416,Ovation BBDO,Belgrade,Creative Agency,Serbia,,"Food, Soft Drinks",10.0
416,Grey,Petaling Jaya,Creative Agency,Malaysia,,"Household & Domestic, Toiletries & Cosmetics",10.0
416,TBWA\Media Arts Lab,Los Angeles,Creative Agency,USA,,Technology & Electronics,10.0
416,We are Social,London,Creative Agency,UK,,Automotive,10.0
472,McCann,Buenos Aires,Creative Agency,Argentina,,"Alcoholic Drinks, Toiletries & Cosmetics",9.8
472,Ogilvy,Buenos Aires,Creative Agency,Argentina,,"Financial Services, Media & Publishing",9.8
472,Grey,Ljubljana,Creative Agency,Slovenia,,Telecoms & Utilities,9.8
472,MediaCom,Istanbul,Media Agency,Turkey,,"Financial Services, Food, Media & Publishing, Retail",9.8
476,Ingage,Istanbul,Digital/Specialist Agency,Turkey,,"Automotive, Business & Industrial",9.7
476,Wanda Digital,Istanbul,Digital/Specialist Agency,Turkey,,"Clothing & Accessories, Financial Services, Household & Domestic",9.7
478,Publicis,Singapore,Creative Agency,Singapore,,Pharma & Healthcare,9.6
478,McCann,Mumbai,Creative Agency,India,,"Financial Services, Food, Non-profit, public sector & education",9.6
480,Geometry,Kuala Lumpur,Digital/Specialist Agency,Malaysia,,"Alcoholic Drinks, Telecoms & Utilities",9.3
481,Zenith,Dubai,Media Agency,United Arab Emirates,,Soft Drinks,9.2
482,GoSpooky,Amsterdam,Creative Agency,Netherlands,X,Leisure & Entertainment,9.1
483,Nodos,Lima,Creative Agency,Peru,X,"Food, Soft Drinks",8.9
484,Wunderman Thompson,London,Creative Agency,UK,,Financial Services,8.7
484,Grip Limited,Toronto,Creative Agency,Canada,,"Non-profit, public sector & education",8.7
484,Insight Publicis,Lagos,Creative Agency,Nigeria,,Alcoholic Drinks,8.7
484,MullenLowe,Singapore,Creative Agency,Singapore,,Toiletries & Cosmetics,8.7
484,MullenLowe,New York,Creative Agency,USA,,Transport & Tourism,8.7
484,MullenLowe Lintas,Mumbai,Creative Agency,India,,Toiletries & Cosmetics,8.7
484,Publicis.Sapient,New York,Digital/Specialist Agency,USA,,Toiletries & Cosmetics,8.7
484,Wavemaker,Brussels,Media Agency,Belgium,,Transport & Tourism,8.7
484,Speed Medya,Istanbul,Media Agency,Turkey,X,"Clothing & Accessories, Household & Domestic, Toiletries & Cosmetics",8.7
493,ADK Fortune,Gurgaon,Creative Agency,India,,Pharma & Healthcare,8.6
493,Starcom,Moscow,Media Agency,Russia,,"Financial Services, Food",8.6
493,AKQA,San Francisco,Creative Agency,USA,,Household & Domestic,8.6
493,OMD,San Francisco,Media Agency,USA,,Household & Domestic,8.6
497,Carmichael Lynch,Minneapolis,Creative Agency,USA,,"Automotive, Clothing & Accessories",8.5
497,Commonwealth//McCann,Dubai,Creative Agency,United Arab Emirates,,Automotive,8.5
497,Havas Worldwide,Dubai,Creative Agency,United Arab Emirates,,Pharma & Healthcare,8.5
497,Impact BBDO,Beirut,Creative Agency,Lebanon,,"Non-profit, public sector & education",8.5
497,Interesting Times,Beirut,Creative Agency,Lebanon,X,Alcoholic Drinks,8.5
497,J. Walter Thompson,Cairo,Creative Agency,Egypt,,"Financial Services, Telecoms & Utilities",8.5
497,J. Walter Thompson,Beirut,Creative Agency,Lebanon,,"Non-profit, public sector & education",8.5
497,Mindshare,Dubai,Media Agency,United Arab Emirates,,Toiletries & Cosmetics,8.5
497,Momentum,Dubai,Digital/Specialist Agency,United Arab Emirates,,Leisure & Entertainment,8.5
497,Netizency,Dubai,Digital/Specialist Agency,United Arab Emirates,X,Financial Services,8.5
497,Tarek Nour Communications,Giza,Creative Agency,Egypt,X,"Financial Services, Transport & Tourism",8.5
508,Ariadna,Lima,Digital/Specialist Agency,Peru,X,"Automotive, Retail",8.4
509,Arnold Worldwide,Boston,Creative Agency,USA,,"Non-profit, public sector & education",8.3
509,BBDO,Atlanta,Creative Agency,USA,,"Food, Non-profit, public sector & education",8.3
509,Carat,Los Angeles,Media Agency,USA,,Technology & Electronics,8.3
509,EightBar,New York,Digital/Specialist Agency,USA,,Technology & Electronics,8.3
509,Eleven,San Francisco,Creative Agency,USA,,Technology & Electronics,8.3
509,Essence,New York,Media Agency,USA,,Technology & Electronics,8.3
509,FCB,New York,Creative Agency,USA,,"Non-profit, public sector & education",8.3
509,Fitzco,Atlanta,Creative Agency,USA,X,Pharma & Healthcare,8.3
509,FRUKT,London,Creative Agency,UK,,Telecoms & Utilities,8.3
509,Generator Media + Analytics,New York,Media Agency,USA,X,Household & Domestic,8.3
509,Goodby Silverstein & Partners,San Francisco,Creative Agency,USA,,Food,8.3
509,Laundry Service,New York,Creative Agency,USA,X,Toiletries & Cosmetics,8.3
509,M8,Miami,Digital/Specialist Agency,USA,,Telecoms & Utilities,8.3
509,mcgarrybowen,San Francisco,Creative Agency,USA,,"Household & Domestic, Technology & Electronics",8.3
509,Mediahub,New York,Media Agency,USA,,Transport & Tourism,8.3
509,MullenLowe Open,New York,Digital/Specialist Agency,USA,,Technology & Electronics,8.3
509,Pereira O'Dell,New York,Creative Agency,USA,X,Toiletries & Cosmetics,8.3
509,Plowshare,Stamford,Digital/Specialist Agency,USA,,"Non-profit, public sector & education",8.3
509,Spark Foundry,Chicago,Media Agency,USA,,Retail,8.3
509,Spark44,London,Creative Agency,UK,X,Automotive,8.3
509,Wavemaker,New York,Media Agency,USA,,Retail,8.3
530,C-Section,Istanbul,Digital/Specialist Agency,Turkey,,"Leisure & Entertainment, Telecoms & Utilities",8.2
531,Starnet,Shanghai,Creative Agency,China (Mainland),X,Technology & Electronics,8.1
531,VMLY&R,Shanghai,Creative Agency,China (Mainland),,Soft Drinks,8.1
533,Grey,Mumbai,Creative Agency,India,,"Non-profit, public sector & education, Pharma & Healthcare",8.0
533,Philipp und Keuntje,Hamburg,Creative Agency,Germany,X,"Financial Services, Transport & Tourism",8.0
533,RTS Rieger Team Werbeagentur,Stuttgart,Digital/Specialist Agency,Germany,,"Business & Industrial, Household & Domestic",8.0
533,Scholz & Friends,Berlin,Creative Agency,Germany,,"Non-profit, public sector & education, Toiletries & Cosmetics",8.0
533,GTB,São Paulo,Creative Agency,Brazil,,Automotive,8.0
533,iProspect,São Paulo,Digital/Specialist Agency,Brazil,,Alcoholic Drinks,8.0
533,Initiative,Moscow,Media Agency,Russia,,Food,8.0
533,OKEAN,Moscow,Creative Agency,Russia,X,Food,8.0
533,Re:Evolution,Moscow,Digital/Specialist Agency,Russia,X,Telecoms & Utilities,8.0
533,Carat,Paris,Media Agency,France,,"Non-profit, public sector & education",8.0
533,CLM BBDO,Paris,Creative Agency,France,,"Household & Domestic, Technology & Electronics",8.0
533,KR Wavemaker,Paris,Media Agency,France,,"Food, Retail",8.0
533,Bensimon Byrne,Toronto,Creative Agency,Canada,X,"Non-profit, public sector & education",8.0
533,ACHE,Mexico City,Creative Agency,Mexico,X,Alcoholic Drinks,8.0
533,Trendsétera,Mexico City,Creative Agency,Mexico,X,Alcoholic Drinks,8.0
533,Change Serviceplan,Warsaw,Creative Agency,Poland,X,"Financial Services, Pharma & Healthcare",8.0
533,iProspect,Warsaw,Digital/Specialist Agency,Poland,,"Financial Services, Technology & Electronics",8.0
533,K2,Warsaw,Digital/Specialist Agency,Poland,X,"Alcoholic Drinks, Retail",8.0
533,OMD,Vienna,Media Agency,Austria,,Food,8.0
533,Concept,Istanbul,Creative Agency,Turkey,X,"Financial Services, Retail",8.0
533,Freebrand,Kiev,Digital/Specialist Agency,Ukraine,X,Food,8.0
533,OMD,Kiev,Media Agency,Ukraine,,Food,8.0
533,TWIGA GO!,Kiev,Creative Agency,Ukraine,X,Food,8.0
533,Momentum,Prague,Digital/Specialist Agency,Czech Republic,,"Non-profit, public sector & education, Telecoms & Utilities",8.0
533,Buentipo Anchor,Bogotá,Creative Agency,Colombia,X,Telecoms & Utilities,8.0
533,Proximity,Bogotá,Digital/Specialist Agency,Colombia,,"Financial Services, Food, Retail",8.0
533,Azerta,Santiago,Creative Agency,Chile,X,"Non-profit, public sector & education",8.0
533,DDB,Santiago,Creative Agency,Chile,,"Automotive, Non-profit, public sector & education",8.0
533,Global,Santiago,Creative Agency,Chile,X,"Business & Industrial, Household & Domestic",8.0
533,Redon,Santiago,Creative Agency,Chile,X,Alcoholic Drinks,8.0
533,Walkers,Santiago,Digital/Specialist Agency,Chile,X,Automotive,8.0
533,Zebra Comunicaciones,Santiago,Creative Agency,Chile,X,Retail,8.0
533,Digital ID,Sofia,Digital/Specialist Agency,Bulgaria,X,"Financial Services, Soft Drinks",8.0
533,Graffiti BBDO,Sofia,Creative Agency,Bulgaria,,"Financial Services, Non-profit, public sector & education",8.0
533,Noble Graphics,Sofia,Creative Agency,Bulgaria,,"Alcoholic Drinks, Retail, Soft Drinks",8.0
533,Geometry,Singapore,Digital/Specialist Agency,Singapore,,"Non-profit, public sector & education",8.0
