Rank,Agency Name,City,Agency Type,Agency Location,Independent?,Product Category,Points
274,McCann,Tokyo,Creative Agency,Japan,,"Household & Domestic, Non-profit, public sector & education",29.2
274,J. Walter Thompson,Madrid,Creative Agency,Spain,,"Non-profit, public sector & education",29.2
276,Wunderman,Buenos Aires,Creative Agency,Argentina,,"Food, Non-profit, public sector & education",28.9
277,FP7/DXB,Dubai,Creative Agency,United Arab Emirates,,Financial Services,28.6
278,FCB,Warsaw,Creative Agency,Poland,,Financial Services,28.2
278,Grey,Ljlubljana,Creative Agency,Slovenia,,Telecoms & Utilities,28.2
278,The Partners,London,Creative Agency,UK,,Leisure & Entertainment,28.2
281,The Community,Miami,Creative Agency,USA,,"Non-profit, public sector & education",27.6
282,Anomaly,London,Creative Agency,UK,,"Non-profit, public sector & education",27.5
283,Big Spaceship,Brooklyn,Creative Agency,USA,X,Media & Publishing,27.4
283,Company of Design,New Delhi,Creative Agency,India,X,"Non-profit, public sector & education",27.4
283,Fitzgerald & Co,Atlanta,Creative Agency,USA,,Retail,27.4
283,Framestore,New York,Creative Agency,USA,X,Media & Publishing,27.4
283,Ogilvy & Mather,Toronto,Creative Agency,Canada,,Toiletries & Cosmetics,27.4
283,Serviceplan,Gurgaon,Creative Agency,India,X,"Non-profit, public sector & education",27.4
283,Serviceplan Health & Life,Munich,Creative Agency,Germany,X,"Non-profit, public sector & education",27.4
290,Morgenstern,Oslo,Creative Agency,Norway,X,"Non-profit, public sector & education, Retail",27.3
290,Nord DDB,Stockholm,Creative Agency,Sweden,,"Non-profit, public sector & education, Technology & Electronics",27.3
292,Atomic,London,Creative Agency,UK,X,Media & Publishing,27.2
293,Achtung! Mcgarrybowen,Amsterdam,Creative Agency,Netherlands,,Business & Industrial,27.0
293,Grey,Sao Paulo,Creative Agency,Brazil,,"Business & Industrial, Non-profit, public sector & education, Technology & Electronics",27.0
293,Storyteller Bangkok,Bangkok,Creative Agency,Thailand,X,Food,27.0
296,Edelman Deportivo,Stockholm,Creative Agency,Sweden,X,Clothing & Accessories,26.7
297,Wing,New York,Creative Agency,USA,,"Leisure & Entertainment, Politics",26.5
298,R/GA,Buenos Aires,Creative Agency,Argentina,,Leisure & Entertainment,26.3
299,KBS Albion,London,Creative Agency,UK,,Pharma & Healthcare,26.2
300,Facebook Creative Shop,Singapore,Creative Agency,Singapore,X,"Non-profit, public sector & education",26.0
300,ADK,Taipei City,Creative Agency,Taiwan,,"Food, Non-profit, public sector & education",26.0
302,TBWA\Neboko,Amsterdam,Creative Agency,Netherlands,,"Leisure & Entertainment, Non-profit, public sector & education",25.6
302,Walk,Warsaw,Creative Agency,Poland,X,"Non-profit, public sector & education",25.6
304,Ogilvy & Mather,London,Creative Agency,UK,,"Food, Non-profit, public sector & education",25.2
305,Happy mcgarrybowen,Bangalore,Creative Agency,India,,Transport & Tourism,25.1
306,Prolam Y&R,Santiago,Creative Agency,Chile,,Food,25.0
306,Talent Marcel,Sao Paulo,Creative Agency,Brazil,,"Financial Services, Media & Publishing",25.0
308,Google Brand Studio,San Francisco,Creative Agency,USA,,Technology & Electronics,24.9
308,Leo Burnett,Kuala Lumpur,Creative Agency,Malaysia,,"Financial Services, Telecoms & Utilities",24.9
310,Deutsch,New York,Creative Agency,USA,,"Non-profit, public sector & education",24.8
310,Snap,Los Angeles,Creative Agency,USA,X,Media & Publishing,24.8
312,Don't Panic,London,Creative Agency,UK,X,"Non-profit, public sector & education",24.7
313,Edelman,Toronto,Creative Agency,Canada,X,Technology & Electronics,24.6
314,Proximity,Madrid,Creative Agency,Spain,,Retail,24.4
314,Publicis,Sao Paulo,Creative Agency,Brazil,,Alcoholic Drinks,24.4
316,F/Nazca Saatchi & Saatchi,Sao Paulo,Creative Agency,Brazil,,"Alcoholic Drinks, Leisure & Entertainment",24.3
316,DDB,Stockholm,Creative Agency,Sweden,,Financial Services,24.3
316,BBDO,Berlin,Creative Agency,Germany,,Automotive,24.3
319,TBWA\Hunt\Lascaris,Johannesburg,Creative Agency,South Africa,,"Media & Publishing, Transport & Tourism",23.9
320,Innocean USA,Huntington Beach,Creative Agency,USA,X,Household & Domestic,23.8
320,BBDO,Hong Kong,Creative Agency,Hong Kong,,"Non-profit, public sector & education",23.8
322,Finch,Sydney,Creative Agency,Australia,X,Leisure & Entertainment,23.7
322,FCB Inferno,London,Creative Agency,UK,,"Automotive, Non-profit, public sector & education",23.7
324,Deutsch,Los Angeles,Creative Agency,USA,,Retail,23.6
324,Hello Monday,Aarhus,Creative Agency,Denmark,X,Media & Publishing,23.6
326,FamousGrey,Brussels,Creative Agency,Belgium,,"Media & Publishing, Non-profit, public sector & education",23.5
327,Great Advertising Group,St Petersburg,Creative Agency,Russia,X,Leisure & Entertainment,23.1
327,Interone BBDO,Munich,Creative Agency,Germany,,"Non-profit, public sector & education",23.1
329,Huge,New York,Creative Agency,USA,,"Non-profit, public sector & education",23.0
330,Genesis 12,Bangkok,Creative Agency,Thailand,X,Financial Services,22.9
331,Don,Buenos Aires,Creative Agency,Argentina,X,"Non-profit, public sector & education, Telecoms & Utilities",22.8
332,J. Walter Thompson,RIyadh,Creative Agency,Saudi Arabia,,Telecoms & Utilities,22.7
333,BBDO,Moscow,Creative Agency,Russia,,"Financial Services, Food",22.6
333,Thjnk,Munchen,Creative Agency,Germany,,Retail,22.6
335,Havas,Zurich,Creative Agency,Switzerland,,"Media & Publishing, Toiletries & Cosmetics",22.5
336,McCann,Istanbul,Creative Agency,Turkey,,Technology & Electronics,22.4
336,J. Walter Thompson,Makati City,Creative Agency,Philippines,,Financial Services,22.4
338,Mortierbrigade,Brussels,Creative Agency,Belgium,X,"Business & Industrial, Food, Media & Publishing",22.3
338,Acne Digital,Stockholm,Creative Agency,Sweden,X,Retail,22.3
338,Webstyler + GMP,Bucharest,Creative Agency,Romania,X,Media & Publishing,22.3
341,Fred & Farid,Shanghai,Creative Agency,China (Mainland),X,"Clothing & Accessories, Retail",22.2
341,Host,Sydney,Creative Agency,Australia,,"Non-profit, public sector & education, Transport & Tourism",22.2
341,Google Data Arts Team,San Francisco,Creative Agency,USA,X,Technology & Electronics,22.2
344,Latinworks,Austin,Creative Agency,USA,X,Leisure & Entertainment,22.0
345,Dentsu Jayme Syfu,Makati City,Creative Agency,Philippines,,"Non-profit, public sector & education",21.8
346,New Moment New Ideas Company,Belgrade,Creative Agency,Serbia,,"Non-profit, public sector & education",21.7
347,Publicis,Madrid,Creative Agency,Spain,,Leisure & Entertainment,21.6
347,Marcel,Paris,Creative Agency,France,,"Financial Services, Retail",21.6
347,Lola MullenLowe,Barcelona,Creative Agency,Spain,,Media & Publishing,21.6
347,Ogilvy & Mather,Tokyo,Creative Agency,Japan,,Food,21.6
347,TBWA\Stockholm,Stockholm,Creative Agency,Sweden,,"Automotive, Transport & Tourism",21.6
352,R/GA,Sao Paulo,Creative Agency,Brazil,,Financial Services,21.5
353,Joint,London,Creative Agency,UK,X,Retail,21.4
354,McCann,Buenos Aires,Creative Agency,Argentina,,"Soft Drinks, Transport & Tourism",21.2
355,Publicis Jimenez Basic,Makati City,Creative Agency,Philippines,,Telecoms & Utilities,21.1
356,J. Walter Thompson,Hong Kong,Creative Agency,Hong Kong,,"Non-profit, public sector & education",20.5
357,Rethink,Toronto,Creative Agency,Canada,X,"Non-profit, public sector & education",20.3
357,BWM Dentsu,Sydney,Creative Agency,Australia,,Toiletries & Cosmetics,20.3
359,Cheil,Gurgaon,Creative Agency,India,X,Technology & Electronics,19.6
360,W,Shanghai,Creative Agency,China (Mainland),X,"Clothing & Accessories, Media & Publishing",19.0
361,Cheil,Sao Paulo,Creative Agency,Brazil,X,"Non-profit, public sector & education",18.9
362,Noah's Ark Communications,Lagos,Creative Agency,Nigeria,X,Telecoms & Utilities,18.6
362,Vale Content By Havas,Mexico City,Creative Agency,Mexico,,Leisure & Entertainment,18.6
364,Armed Mind,Los Angeles,Creative Agency,USA,X,Media & Publishing,18.4
364,Bimm,Toronto,Creative Agency,Canada,X,"Non-profit, public sector & education",18.4
364,King Solutions,Stockholm,Creative Agency,Sweden,X,"Non-profit, public sector & education",18.4
364,Mindshare,Copenhagen,Creative Agency,Denmark,,Toiletries & Cosmetics,18.4
364,NBS,Sao Paulo,Creative Agency,Brazil,,Leisure & Entertainment,18.4
364,Volt,Stockholm,Creative Agency,Sweden,X,"Non-profit, public sector & education",18.4
364,Zenith,Los Angeles,Creative Agency,USA,,Media & Publishing,18.4
371,Ubi Bene,Paris,Creative Agency,France,X,Media & Publishing,18.3
371,4129Grey,Istanbul,Creative Agency,Turkey,,Media & Publishing,18.3
371,Agency Inside,Santa Clara,Creative Agency,USA,X,Technology & Electronics,18.3
371,Box Clever,San Francisco,Creative Agency,USA,X,Household & Domestic,18.3
371,Frost*collective,Sydney,Creative Agency,Australia,X,"Non-profit, public sector & education",18.3
371,Granny,Berlin,Creative Agency,Germany,X,Media & Publishing,18.3
371,Havas,Sydney,Creative Agency,Australia,,"Non-profit, public sector & education",18.3
371,J. Walter Thompson,Casablanca,Creative Agency,Morocco,,Media & Publishing,18.3
371,J. Walter Thompson,Bangkok,Creative Agency,Thailand,,Technology & Electronics,18.3
371,Leo Burnett Tailor Made,Sao Paulo,Creative Agency,Brazil,,Technology & Electronics,18.3
371,McKinney,Durham,Creative Agency,USA,X,"Non-profit, public sector & education",18.3
371,Ogilvy & Mather,Sydney,Creative Agency,Australia,,"Business & Industrial, Financial Services",18.3
371,Ogilvy & Mather,Kuala Lumpur,Creative Agency,Malaysia,,"Non-profit, public sector & education",18.3
371,Primo Toys,London,Creative Agency,UK,X,Leisure & Entertainment,18.3
371,Studio Roosegaarde,Shanghai,Creative Agency,China (Mainland),X,"Non-profit, public sector & education",18.3
371,TBWA\Dusseldorf,Dusseldorf,Creative Agency,Germany,,Transport & Tourism,18.3
387,Altmann+Pacreau,Paris,Creative Agency,France,X,"Clothing & Accessories, Non-profit, public sector & education",18.2
388,FCB,Moscow,Creative Agency,Russia,,Automotive,18.1
389,Pereira & O'Dell,New York,Creative Agency,USA,X,Media & Publishing,17.6
389,Radical Media,New York,Creative Agency,USA,X,Technology & Electronics,17.6
391,We Are Unlimited,Chicago,Creative Agency,USA,,Retail,17.4
392,Advantage Y&R,Windhoek,Creative Agency,Namibia,,"Non-profit, public sector & education",17.3
393,J. Walter Thompson,Amman,Creative Agency,Jordan,,"Non-profit, public sector & education",17.2
394,Weber Shandwick,New York,Creative Agency,USA,,"Leisure & Entertainment, Pharma & Healthcare",17.0
395,Havas,Taipei City,Creative Agency,Taiwan,,"Automotive, Business & Industrial",16.9
396,Tiempo BBDO,Barcelona,Creative Agency,Spain,,"Non-profit, public sector & education",16.8
397,BMF,Sydney,Creative Agency,Australia,X,"Leisure & Entertainment, Retail",16.7
397,BBDO,Santiago,Creative Agency,Chile,,Soft Drinks,16.7
399,Giant Spoon,Los Angeles,Creative Agency,USA,X,Technology & Electronics,16.6
400,ACG Advertising Agency,Budapest,Creative Agency,Hungary,X,"Non-profit, public sector & education",16.5
400,R/GA,London,Creative Agency,UK,,"Clothing & Accessories, Non-profit, public sector & education",16.5
400,Karmarama,London,Creative Agency,UK,,"Non-profit, public sector & education",16.5
400,PHD,Shanghai,Creative Agency,China (Mainland),,Pharma & Healthcare,16.5
400,VML,Johannesburg,Creative Agency,South Africa,,Media & Publishing,16.5
400,Dhélet Y&R Latam,Buenos Aires,Creative Agency,Argentina,,Pharma & Healthcare,16.5
400,Ray Productions,Paris,Creative Agency,France,X,Soft Drinks,16.5
407,Pereira & O'Dell,San Francisco,Creative Agency,USA,X,"Non-profit, public sector & education",16.4
407,Medulla Communications,Mumbai,Creative Agency,India,X,"Non-profit, public sector & education",16.4
407,Lucky Generals,London,Creative Agency,UK,,Soft Drinks,16.4
407,WCRS,London,Creative Agency,UK,X,Pharma & Healthcare,16.4
407,BBDO,Kiev,Creative Agency,Ukraine,,Food,16.4
407,McCann,Belgrade,Creative Agency,Serbia,,Leisure & Entertainment,16.4
413,DDB,Johannesburg,Creative Agency,South Africa,,"Non-profit, public sector & education",16.3
413,Museo,Santiago,Creative Agency,Chile,X,Food,16.3
415,Vimema Productions,Barcelona,Creative Agency,Spain,X,Retail,16.1
416,Erich & Kallman,Los Angeles,Creative Agency,USA,X,Retail,15.9
416,John X Hannes,Los Angeles,Creative Agency,USA,X,Media & Publishing,15.9
418,The Cyranos//McCann,Barcelona,Creative Agency,Spain,,Media & Publishing,15.8
419,SapientRazorfish,Chicago,Creative Agency,USA,,"Non-profit, public sector & education",15.7
419,Zimmerman Advertising,Fort Lauderdale,Creative Agency,USA,,Retail,15.7
419,Johannes Leonardo,New York,Creative Agency,USA,,Clothing & Accessories,15.7
422,MullenLowe SSP3,Bogota,Creative Agency,Colombia,,"Leisure & Entertainment, Non-profit, public sector & education",15.6
423,DDB,Dusseldorf,Creative Agency,Germany,,"Non-profit, public sector & education",15.5
423,Publicis,Mexico City,Creative Agency,Mexico,,"Automotive, Pharma & Healthcare",15.5
423,FCB,Auckland,Creative Agency,Australia,,"Non-profit, public sector & education",15.5
426,Saatchi & Saatchi,Paris,Creative Agency,France,,Transport & Tourism,15.2
426,Y&R,Warsaw,Creative Agency,Poland,,Food,15.2
426,Jung von Matt,Hamburg,Creative Agency,Germany,X,Retail,15.2
429,AKQA,Sao Paulo,Creative Agency,Brazil,,Media & Publishing,14.9
429,Dentsu,Taipei City,Creative Agency,Taiwan,,Alcoholic Drinks,14.9
429,Duval Guillaume,Brussels,Creative Agency,Belgium,,"Non-profit, public sector & education",14.9
429,Zulu Alpha Kilo,Toronto,Creative Agency,Canada,X,"Financial Services, Leisure & Entertainment",14.9
429,R/GA,Bangkok,Creative Agency,Thailand,,Financial Services,14.9
429,DigitasLBi,New York,Creative Agency,USA,,Retail,14.9
429,FCB Interface,Mumbai,Creative Agency,India,,"Non-profit, public sector & education",14.9
429,MRM//McCann,New York,Creative Agency,USA,,Telecoms & Utilities,14.9
429,MullenLowe,Boston,Creative Agency,USA,,Media & Publishing,14.9
438,303 MullenLowe,Perth,Creative Agency,Australia,,"Non-profit, public sector & education",14.8
438,Mindshare,Shanghai,Creative Agency,China (Mainland),,Clothing & Accessories,14.8
438,Y&R,Melbourne,Creative Agency,Australia,,"Non-profit, public sector & education",14.8
438,Leo Burnett,Budapest,Creative Agency,Hungary,,Technology & Electronics,14.8
438,R/GA,Portland,Creative Agency,USA,,Clothing & Accessories,14.8
443,I&S BBDO,Tokyo,Creative Agency,Japan,,"Media & Publishing, Transport & Tourism",14.7
444,VCCP,Madrid,Creative Agency,Spain,,"Financial Services, Non-profit, public sector & education",14.6
444,ACW Grey,Tel Aviv,Creative Agency,Israel,,Leisure & Entertainment,14.6
444,mcgarrybowen,New York,Creative Agency,USA,,Transport & Tourism,14.6
447,Maruri Grey,Guayquil,Creative Agency,Ecuador,,Technology & Electronics,14.5
447,Dentsu,Singapore,Creative Agency,Singapore,,"Non-profit, public sector & education",14.5
447,Ensemble Worldwide,Petaling jaya,Creative Agency,Malaysia,X,Telecoms & Utilities,14.5
450,Anomaly,Los Angeles,Creative Agency,USA,,Alcoholic Drinks,14.4
450,Penguino Torreblanca,Madrid,Creative Agency,Spain,X,Automotive,14.4
450,El Taier DDB Centro,Guatemala City,Creative Agency,Guatemala,,Automotive,14.4
450,Master,Curitiba,Creative Agency,Brazil,X,Financial Services,14.4
454,Beacon/Leo Burnett,Tokyo,Creative Agency,Japan,,Media & Publishing,14.3
454,Impact BBDO,Beirut,Creative Agency,Lebanon,,"Non-profit, public sector & education",14.3
454,STV DDB,Milan,Creative Agency,Italy,,Retail,14.3
454,Memac Ogilvy & Mather,Doha,Creative Agency,Qatar,,Automotive,14.3
458,Grupo Gallegos,Huntington Beach,Creative Agency,USA,X,Telecoms & Utilities,13.9
459,TBWA\Auckland,Auckland,Creative Agency,New Zealand,,"Non-profit, public sector & education",13.4
459,Cummins&Partners,Melbourne,Creative Agency,Australia,X,"Non-profit, public sector & education, Retail",13.4
461,CLM BBDO,Boulogne-Billancourt,Creative Agency,France,,"Automotive, Non-profit, public sector & education",12.9
462,Bazmark,New York,Creative Agency,USA,X,Retail,12.4
462,BBDO,Toronto,Creative Agency,Canada,,Telecoms & Utilities,12.4
462,DLV BBDO,Milan,Creative Agency,Italy,,Pharma & Healthcare,12.4
462,Effectivity,Bratislava,Creative Agency,Slovakia,X,"Non-profit, public sector & education",12.4
462,FCB,Lisbon,Creative Agency,Portugal,,Leisure & Entertainment,12.4
462,Havas,London,Creative Agency,UK,,Transport & Tourism,12.4
462,HEIMAT,Zurich,Creative Agency,Switzerland,,Financial Services,12.4
462,Hemisphere Droit,Paris,Creative Agency,France,X,Telecoms & Utilities,12.4
462,Lokal,Istanbul,Creative Agency,Turkey,X,Financial Services,12.4
462,Mekanism,New York,Creative Agency,USA,X,Media & Publishing,12.4
462,Publicis,Moscow,Creative Agency,Russia,,Technology & Electronics,12.4
462,RNDBT Content,Amsterdam,Creative Agency,Netherlands,X,"Non-profit, public sector & education",12.4
462,VCCP,London,Creative Agency,UK,,Technology & Electronics,12.4
462,Voskhod,Ekaterinburg,Creative Agency,Russia,X,Pharma & Healthcare,12.4
476,GTB / Ogilvy,Paris,Creative Agency,France,,Automotive,12.3
476,J. Walter Thompson,Shanghai,Creative Agency,China (Mainland),,Pharma & Healthcare,12.3
476,Neq4,Moscow,Creative Agency,Russia,X,Automotive,12.3
476,OutOfTheBox,Moscow,Creative Agency,Russia,X,Pharma & Healthcare,12.3
480,TKT (Clemenger Group),Sydney,Creative Agency,Australia,,Soft Drinks,11.8
480,DDB,Prague,Creative Agency,Czech Republic,,Retail,11.8
480,Ogilvy & Mather,Vienna,Creative Agency,Austria,,Media & Publishing,11.8
480,Y&R,Moscow,Creative Agency,Russia,,"Non-profit, public sector & education",11.8
484,Clemenger BBDO,Sydney,Creative Agency,Australia,,"Household & Domestic, Retail",11.7
485,GPY&R,Brisbane,Creative Agency,Australia,,"Non-profit, public sector & education",11.5
485,Dare.win,Paris,Creative Agency,France,X,Media & Publishing,11.5
485,Glory,Paris,Creative Agency,France,X,Media & Publishing,11.5
485,Kontor,Reykjavik,Creative Agency,Iceland,X,Pharma & Healthcare,11.5
485,Make It Simple,Helsinki,Creative Agency,Finland,X,"Non-profit, public sector & education",11.5
485,McCann Health,Shanghai,Creative Agency,China (Mainland),,Pharma & Healthcare,11.5
485,TBWA\Sri Lanka,Colombo,Creative Agency,Sri Lanka,,Media & Publishing,11.5
485,Tribal Worldwide,Istanbul,Creative Agency,Turkey,,Automotive,11.5
485,WEFRA,Frankfurt,Creative Agency,Germany,X,Pharma & Healthcare,11.5
494,AnalogFolk,London,Creative Agency,UK,X,Retail,11.4
494,CP+B,Miami,Creative Agency,USA,,Retail,11.4
496,Havas,Shanghai,Creative Agency,China (Mainland),,"Non-profit, public sector & education",11.3
497,Havas,Paris,Creative Agency,France,,Transport & Tourism,11.2
498,HEIMAT,Vienna,Creative Agency,Austria,,Household & Domestic,11.1
498,Tokyu Agency,Tokyo,Creative Agency,Japan,X,Telecoms & Utilities,11.1
500,Famous Innovations,Mumbai,Creative Agency,India,X,Food,11.0
500,Razorfish,Berlin,Creative Agency,Germany,,Automotive,11.0
500,Demodern Digital Agency,Koln,Creative Agency,Germany,X,Business & Industrial,11.0
503,MetropolitanRepublic,Johannesburg,Creative Agency,South Africa,,Telecoms & Utilities,10.9
503,Saatchi & Saatchi,Sofia,Creative Agency,Bulgaria,,Automotive,10.9
503,"Demner, Merlicek & Bergmann",Vienna,Creative Agency,Austria,X,Automotive,10.9
503,TBWA\Helsinki,Helsinki,Creative Agency,Finland,,Transport & Tourism,10.9
503,Wien Nord,Vienna,Creative Agency,Austria,X,Leisure & Entertainment,10.9
503,99c,Cape Town,Creative Agency,South Africa,X,"Non-profit, public sector & education",10.9
509,Edelman,San Francisco,Creative Agency,USA,X,Business & Industrial,10.6
510,Shape Advertising,Taipei City,Creative Agency,Taiwan,X,"Non-profit, public sector & education",9.5
511,215 McCann,San Francisco,Creative Agency,USA,,Technology & Electronics,9.1
511,ACHE,Mexico City,Creative Agency,Mexico,X,Alcoholic Drinks,9.1
511,August Laustsen,Stockholm,Creative Agency,Sweden,X,Business & Industrial,9.1
511,Burson-Marsteller,Brussels,Creative Agency,Belgium,X,Media & Publishing,9.1
511,Dawn,Amsterdam,Creative Agency,Netherlands,X,Financial Services,9.1
511,Homeboy Reclycling,Los Angeles,Creative Agency,USA,X,"Non-profit, public sector & education",9.1
511,J. Walter Thompson,San Jose,Creative Agency,Costa Rica,,Leisure & Entertainment,9.1
511,Lg2,Toronto,Creative Agency,Canada,X,"Non-profit, public sector & education",9.1
511,McCann,Dusseldorf,Creative Agency,Germany,,Technology & Electronics,9.1
511,MullenLowe,Los Angeles,Creative Agency,USA,,Automotive,9.1
511,Ogilvy & Mather,Cape Town,Creative Agency,South Africa,,Automotive,9.1
511,TBWA\Singapore,Singapore,Creative Agency,Singapore,,Toiletries & Cosmetics,9.1
511,Technology Will Save Us,London,Creative Agency,UK,X,"Non-profit, public sector & education",9.1
511,The Clearing,London,Creative Agency,UK,X,"Non-profit, public sector & education",9.1
525,Irish International BBDO,Dublin,Creative Agency,Ireland,,"Non-profit, public sector & education",9.0
525,The Works,Sydney,Creative Agency,Australia,X,"Non-profit, public sector & education",9.0
527,Saatchi & Saatchi,Auckland,Creative Agency,New Zealand,,Automotive,8.8
527,Here Be Dragons,New York,Creative Agency,USA,X,Media & Publishing,8.8
527,Pulse Films,London,Creative Agency,UK,X,Leisure & Entertainment,8.8
530,BBH,New York,Creative Agency,USA,,Technology & Electronics,8.7
530,Dieste,Dallas,Creative Agency,USA,,Retail,8.7
530,Fallon,London,Creative Agency,UK,,Automotive,8.7
530,BBDO,Buenos Aires,Creative Agency,Argentina,,Business & Industrial,8.7
530,Brothers And Sisters,London,Creative Agency,UK,X,Media & Publishing,8.7
530,David&Goliath,Los Angeles,Creative Agency,USA,X,Automotive,8.7
530,Saatchi & Saatchi,Toronto,Creative Agency,Canada,,"Non-profit, public sector & education",8.7
530,Santo,Buenos Aires,Creative Agency,Argentina,,Soft Drinks,8.7
530,Black Sheep,London,Creative Agency,UK,X,"Non-profit, public sector & education",8.7
530,Publicis,Mumbai,Creative Agency,India,,Transport & Tourism,8.7
530,Stark Communications,Trivandrum,Creative Agency,India,X,Transport & Tourism,8.7
541,DDB,Santiago,Creative Agency,Chile,,Retail,8.3
541,Marcel,Mexico City,Creative Agency,Mexico,,Automotive,8.3
541,Ogilvy & Mather,Bogota,Creative Agency,Colombia,,Business & Industrial,8.3
541,TBWA\Chiat\Day,New York,Creative Agency,USA,,Automotive,8.3
541,Critical Mass,Calgary,Creative Agency,Canada,X,Automotive,8.3
541,Publicis,Bucharest,Creative Agency,Romania,,Automotive,8.3
541,Y&R,Singapore,Creative Agency,Singapore,,Technology & Electronics,8.3
548,Leo Burnett,Bnei-Brak,Creative Agency,Israel,,Technology & Electronics,8.1
548,Leo Burnett,Milan,Creative Agency,Italy,,Retail,8.1
548,TBWA\Zurich,Zurich,Creative Agency,Switzerland,,Retail,8.1
548,Thjnk,Hamburg,Creative Agency,Germany,,Retail,8.1
548,Mori,Tokyo,Creative Agency,Japan,X,Business & Industrial,8.1
548,MPC Creative,London,Creative Agency,UK,X,Leisure & Entertainment,8.1
554,Publicis,New York,Creative Agency,USA,,"Non-profit, public sector & education",7.9
554,Red Agency,Sydney,Creative Agency,Australia,,"Non-profit, public sector & education",7.9
554,Bob the Robot,Helsinki,Creative Agency,Finland,X,Media & Publishing,7.9
554,Leo Burnett,Bangkok,Creative Agency,Thailand,,Telecoms & Utilities,7.9
554,R/GA,Los Angeles,Creative Agency,USA,,Clothing & Accessories,7.9
554,TYO Inc.,Tokyo,Creative Agency,Japan,,Automotive,7.9
554,We Are Social,Milan,Creative Agency,Italy,,Media & Publishing,7.9
561,J. Walter Thompson,Buenos Aires,Creative Agency,Argentina,,Pharma & Healthcare,7.8
562,M&C Saatchi,Sydney,Creative Agency,Australia,X,"Non-profit, public sector & education",7.7
563,Joe Public United,Johannesburg,Creative Agency,South Africa,X,Food,7.6
564,Anomaly,Toronto,Creative Agency,Canada,,Alcoholic Drinks,7.5
564,John St,Toronto,Creative Agency,Canada,,"Non-profit, public sector & education",7.5
566,Ogilvy & Mather,Beijing,Creative Agency,China (Mainland),,Clothing & Accessories,7.4
566,Saatchi & Saatchi,Shanghai,Creative Agency,China (Mainland),,Toiletries & Cosmetics,7.4
566,Thirteen&Co,Sydney,Creative Agency,Australia,X,Leisure & Entertainment,7.4
566,FCB,Shanghai,Creative Agency,China (Mainland),,Media & Publishing,7.4
566,Ogilvy & Mather,Makati City,Creative Agency,Philippines,,Retail,7.4
566,Leo Burnett,Bogota,Creative Agency,Colombia,,Financial Services,7.4
566,Work & Co,New York,Creative Agency,USA,X,Transport & Tourism,7.4
573,Miltton,Helsinki,Creative Agency,Finland,X,"Non-profit, public sector & education",7.3
573,Brandhouse,Copenhagen,Creative Agency,Denmark,X,Retail,7.3
573,John St,Montreal,Creative Agency,Canada,,Media & Publishing,7.3
573,KBS,New York,Creative Agency,USA,,Business & Industrial,7.3
573,The Leith Agency,Edinburgh,Creative Agency,UK,X,Soft Drinks,7.3
573,Monday,Bangkok,Creative Agency,Thailand,,Soft Drinks,7.3
573,Red Fuse Communications,Hong Kong,Creative Agency,Hong Kong,,Household & Domestic,7.3
580,Beijing Dentsu Advertising,Beijing,Creative Agency,China (Mainland),,Automotive,7.2
580,Frontage,Tokyo,Creative Agency,Japan,X,Soft Drinks,7.2
580,Gruppo Roncaglia,Rome,Creative Agency,Italy,X,Automotive,7.2
580,Norgram,Copenhagen,Creative Agency,Denmark,X,Retail,7.2
580,BBH,Shanghai,Creative Agency,China (Mainland),,Alcoholic Drinks,7.2
580,Cheil,Dubai,Creative Agency,United Arab Emirates,X,Technology & Electronics,7.2
580,Impact BBDO,Cairo,Creative Agency,Egypt,,Telecoms & Utilities,7.2
580,Look Advertising Company,Cairo,Creative Agency,Egypt,X,Food,7.2
580,TBWA\RAAD,Beirut,Creative Agency,Lebanon,,Media & Publishing,7.2
580,TNA / DDB,Cairo,Creative Agency,Egypt,,"Non-profit, public sector & education",7.2
580,Saatchi & Saatchi,Stockholm,Creative Agency,Sweden,,Leisure & Entertainment,7.2
591,Contrapunto BBDO,Madrid,Creative Agency,Spain,,Leisure & Entertainment,6.3
591,McCann,Santiago,Creative Agency,Chile,,Soft Drinks,6.3
591,Pages BBDO,Santo Domingo,Creative Agency,Dominican Republic,,Retail,6.3
591,( anonimo ),Mexico City,Creative Agency,Mexico,X,Retail,6.3
591,McCann,Santo Domingo,Creative Agency,Dominican Republic,,Household & Domestic,6.3
591,Circus,Buenos Aires,Creative Agency,Argentina,,Media & Publishing,6.3
591,WMcCann,Sao Paulo,Creative Agency,Brazil,,Soft Drinks,6.3
598,1-10Holdings,Kyoto,Creative Agency,Japan,X,Leisure & Entertainment,6.1
599,Amber,Shanghai,Creative Agency,China (Mainland),X,Household & Domestic,5.8
599,Cheil,Beijing,Creative Agency,China (Mainland),X,Transport & Tourism,5.8
599,Havas,Jakarta,Creative Agency,Indonesia,,Household & Domestic,5.8
599,Madame Bovary,Paris,Creative Agency,France,X,"Non-profit, public sector & education",5.8
603,Choojai and Friends,Bangkok,Creative Agency,Thailand,X,Toiletries & Cosmetics,5.7
603,Wefilm,Amsterdam,Creative Agency,Netherlands,X,"Non-profit, public sector & education",5.7
603,Anorak,Oslo,Creative Agency,Norway,X,Food,5.7
606,Daiko Advertising,Tokyo,Creative Agency,Japan,,Technology & Electronics,5.6
607,Net#work BBDO,Johannesburg,Creative Agency,South Africa,,Alcoholic Drinks,5.5
