Rank,Agency Name,City,Agency Type,Agency Location,Independent?,Product Category,Points
259,Ketchum Chicago,,Digital/Specialist Agency,USA,,"Household & Domestic, Toiletries & Cosmetics",18.6
259,Untitled Worldwide,,Digital/Specialist Agency,USA,X,Financial Services,18.6
259,Wieden + Kennedy Amsterdam,,Creative Agency,Netherlands,X,Transport & Tourism,18.6
259,Wolfes,,Creative Agency,USA,X,Automotive,18.6
259,Carat Singapore,,Media Agency,Singapore,,Financial Services,18.6
259,"Martin Agency, The",,Creative Agency,USA,,Household & Domestic,18.6
270,DPZ&T São Paulo,,Creative Agency,Brazil,,Retail,18.5
270,Guns or Knives,,Creative Agency,Ireland,X,"Alcoholic Drinks, Technology & Electronics",18.5
272,Fast Horse,,Creative Agency,USA,X,"Alcoholic Drinks, Soft Drinks",18.4
272,DDB Stockholm,,Creative Agency,Sweden,,"Non-profit, public sector & education",18.4
274,Alfred International,,Creative Agency,Netherlands,X,"Financial Services, Retail",18.3
274,PKP BBDO,,Creative Agency,Austria,,"Financial Services, Food, Leisure & Entertainment",18.3
274,Saatchi & Saatchi Warsaw,,Creative Agency,Poland,,Pharma & Healthcare,18.3
274,Y&R Prague,,Creative Agency,Czech Republic,,"Alcoholic Drinks, Telecoms & Utilities",18.3
278,MullenLowe Dubai,,Creative Agency,United Arab Emirates,,"Food, Household & Domestic, Transport & Tourism",18.2
278,TBWA\RAAD,,Creative Agency,United Arab Emirates,,Automotive,18.2
278,Citizen Relations New York,,Digital/Specialist Agency,USA,,"Household & Domestic, Toiletries & Cosmetics",18.2
278,DigitasLBi Nordics,,Digital/Specialist Agency,Sweden,,Automotive,18.2
282,INGO,,Creative Agency,Sweden,,"Non-profit, public sector & education, Retail",18.0
283,McCann Singapore,,Creative Agency,Singapore,,"Financial Services, Non-profit, public sector & education",17.9
283,McCann Prague,,Creative Agency,Czech Republic,,"Financial Services, Telecoms & Utilities",17.9
285,GPY&R Melbourne,,Creative Agency,Australia,,"Non-profit, public sector & education, Transport & Tourism",17.8
285,"Works, The",,Creative Agency,Australia,X,Alcoholic Drinks,17.8
287,Lopez Negrete Communications,,Digital/Specialist Agency,USA,X,"Telecoms & Utilities, Transport & Tourism",17.7
288,ADK Taipei,,Creative Agency,Taiwan,X,Food,17.4
288,Amber Communications Beijing,,Digital/Specialist Agency,China (Mainland),X,"Leisure & Entertainment, Soft Drinks, Transport & Tourism",17.4
288,Blue Focus Digital,,Digital/Specialist Agency,China (Mainland),,Media & Publishing,17.4
288,CC&E,,Creative Agency,China (Mainland),X,"Retail, Toiletries & Cosmetics",17.4
288,Lintas Beijing,,Creative Agency,China (Mainland),,Retail,17.4
288,MullenLowe Shanghai,,Creative Agency,China (Mainland),,"Automotive, Clothing & Accessories",17.4
288,Phoenix New Media,,Media Agency,China (Mainland),X,Household & Domestic,17.4
288,Publicis Guangzhou,,Creative Agency,China (Mainland),,Leisure & Entertainment,17.4
288,Y&R Shanghai,,Creative Agency,China (Mainland),,"Non-profit, public sector & education, Soft Drinks",17.4
297,Alametifarika,,Creative Agency,Turkey,X,"Automotive, Food, Household & Domestic",17.2
298,TAXI Toronto,,Creative Agency,Canada,,"Retail, Telecoms & Utilities",17.0
298,M2M London,,Media Agency,UK,,"Media & Publishing, Technology & Electronics",17.0
298,JWT Amsterdam,,Creative Agency,Netherlands,,"Food, Household & Domestic",17.0
301,K2,,Digital/Specialist Agency,Poland,X,"Non-profit, public sector & education, Retail",16.8
301,ISD Group,,Digital/Specialist Agency,Ukraine,X,Toiletries & Cosmetics,16.8
303,Giant Spoon,,Creative Agency,USA,X,"Leisure & Entertainment, Technology & Electronics",16.7
304,TRACK,,Digital/Specialist Agency,Germany,X,"Alcoholic Drinks, Retail",16.5
305,Grey México City,,Creative Agency,Mexico,,"Media & Publishing, Non-profit, public sector & education, Pharma & Healthcare, Toiletries & Cosmetics",16.3
306,VCCP London,,Creative Agency,UK,,"Non-profit, public sector & education, Telecoms & Utilities",16.2
306,Kepel & Mata Buenos Aires,,Creative Agency,Argentina,X,"Soft Drinks, Telecoms & Utilities",16.2
306,Leo Burnett Buenos Aires,,Creative Agency,Argentina,,"Alcoholic Drinks, Soft Drinks",16.2
306,Y&R Buenos Aires,,Creative Agency,Argentina,,"Food, Retail, Telecoms & Utilities",16.2
310,Mentally Friendly,,Digital/Specialist Agency,Australia,X,Household & Domestic,16.1
310,Razorfish Berlin,,Digital/Specialist Agency,Germany,,"Automotive, Retail",16.1
312,Leo Burnett Mumbai,,Creative Agency,India,,Media & Publishing,16.0
312,Beat,,Creative Agency,Colombia,,Telecoms & Utilities,16.0
312,MullenLowe SSP3,,Creative Agency,Colombia,,"Non-profit, public sector & education, Retail, Soft Drinks",16.0
312,UM Bogotá,,Media Agency,Colombia,,"Non-profit, public sector & education",16.0
312,Dittborn y Unzueta,,Creative Agency,Chile,X,Retail,16.0
312,Porta,,Creative Agency,Chile,X,"Food, Non-profit, public sector & education",16.0
312,FutureBrand Lima,,Digital/Specialist Agency,Peru,,Telecoms & Utilities,16.0
312,Media Connection BPN,,Media Agency,Peru,,Business & Industrial,16.0
312,MRM//McCann Lima,,Digital/Specialist Agency,Peru,,Telecoms & Utilities,16.0
312,Y&R Lima,,Creative Agency,Peru,,"Business & Industrial, Telecoms & Utilities",16.0
312,Norlop Thompson Asociados,,Creative Agency,Ecuador,,"Leisure & Entertainment, Telecoms & Utilities",16.0
312,Publicis Quito,,Creative Agency,Ecuador,,"Food, Telecoms & Utilities",16.0
312,RE,,Creative Agency,Ecuador,X,Food,16.0
312,Leo Burnett San José,,Creative Agency,Costa Rica,,"Non-profit, public sector & education",16.0
312,Avance Worldwide Partners,,Creative Agency,Guatemala,X,Food,16.0
312,Ogilvy & Mather Guatemala,,Creative Agency,Guatemala,,"Soft Drinks, Telecoms & Utilities",16.0
312,Notable Publicidad,,Creative Agency,Uruguay,X,Financial Services,16.0
329,Ogilvy & Mather Johannesburg,,Creative Agency,South Africa,,"Financial Services, Retail",15.9
330,Ogilvy & Mather Düsseldorf,,Creative Agency,Germany,,Food,15.8
330,McCann & Spencer,,Creative Agency,Hong Kong,,Retail,15.8
332,Leo Burnett İstanbul,,Creative Agency,Turkey,,"Automotive, Technology & Electronics",15.7
332,Publicis Yorum,,Creative Agency,Turkey,,"Automotive, Financial Services",15.7
332,Starcom Mediavest Group Istanbul,,Media Agency,Turkey,,"Non-profit, public sector & education, Soft Drinks, Technology & Electronics",15.7
332,TBWA\İstanbul,,Creative Agency,Turkey,,"Automotive, Financial Services, Retail",15.7
336,ADK Singapore,,Creative Agency,Singapore,X,Soft Drinks,15.6
336,TWIGA Moscow,,Creative Agency,Russia,X,"Non-profit, public sector & education",15.6
338,ZenithOptimedia New York,,Media Agency,USA,,Household & Domestic,15.5
339,B7,,Creative Agency,UK,X,Food,15.4
339,Hill Holliday,,Creative Agency,USA,,Financial Services,15.4
339,Razorfish New York,,Digital/Specialist Agency,USA,,"Automotive, Clothing & Accessories",15.4
342,Scholz & Friends Warsaw,,Creative Agency,Poland,X,Media & Publishing,15.3
342,GONG,,Digital/Specialist Agency,Poland,X,"Alcoholic Drinks, Financial Services",15.3
342,Wirz Werbung Vienna,,Digital/Specialist Agency,Austria,,Food,15.3
345,BART&FINK,,Creative Agency,Ukraine,X,Toiletries & Cosmetics,15.2
345,BBDO Kiev,,Creative Agency,Ukraine,,Media & Publishing,15.2
345,Full Contact,,Digital/Specialist Agency,Ukraine,X,Retail,15.2
345,Milk Branding,,Creative Agency,Ukraine,X,Media & Publishing,15.2
345,Scholz & Friends Kiev,,Creative Agency,Ukraine,X,Telecoms & Utilities,15.2
345,Comtech Group,,Creative Agency,Czech Republic,X,"Financial Services, Non-profit, public sector & education",15.2
345,Make it Simple Helsinki,,Creative Agency,Finland,X,Retail,15.2
345,Media Investment,,Media Agency,Romania,X,Soft Drinks,15.2
345,BBDO Zagreb,,Creative Agency,Croatia,,"Alcoholic Drinks, Financial Services",15.2
345,Spin Communications,,Creative Agency,Malaysia,X,Soft Drinks,15.2
345,WB@OMG,,Media Agency,USA,,Media & Publishing,15.2
356,DDB Paris,,Creative Agency,France,,"Food, Pharma & Healthcare",15.1
356,Dentsu Tokyo,,Creative Agency,Japan,,"Pharma & Healthcare, Telecoms & Utilities, Toiletries & Cosmetics",15.1
356,Heat,,Creative Agency,USA,X,"Leisure & Entertainment, Retail",15.1
359,Blue Hive London,,Creative Agency,UK,,Automotive,14.9
359,MediaCom Sydney,,Media Agency,Australia,,"Media & Publishing, Non-profit, public sector & education",14.9
359,UM International,,Media Agency,UK,,Leisure & Entertainment,14.9
359,Drum,,Digital/Specialist Agency,UK,,Leisure & Entertainment,14.9
359,Digital L&K Saatchi & Saatchi,,Creative Agency,India,,"Retail, Telecoms & Utilities",14.9
359,Neo@Ogilvy New York,,Digital/Specialist Agency,USA,,Technology & Electronics,14.9
359,Grip Limited,,Creative Agency,Canada,X,"Automotive, Retail",14.9
359,"Corner, The",,Creative Agency,UK,X,Retail,14.9
359,Iris Worldwide London,,Creative Agency,UK,X,Clothing & Accessories,14.9
359,Ogilvy & Mather Amsterdam,,Creative Agency,Netherlands,,"Financial Services, Non-profit, public sector & education",14.9
369,OMD International,,Media Agency,UK,,Leisure & Entertainment,14.7
369,Garbergs,,Creative Agency,Sweden,X,"Clothing & Accessories, Non-profit, public sector & education",14.7
371,Edelman New York,,Digital/Specialist Agency,USA,X,"Technology & Electronics, Toiletries & Cosmetics",14.5
372,Geometry Global New York,,Digital/Specialist Agency,USA,,"Household & Domestic, Media & Publishing, Pharma & Healthcare",14.4
372,Geometry Global Auckland,,Digital/Specialist Agency,New Zealand,,"Food, Non-profit, public sector & education",14.4
372,Ogilvy & Mather London,,Creative Agency,UK,,Alcoholic Drinks,14.4
372,JWT São Paulo,,Creative Agency,Brazil,,Toiletries & Cosmetics,14.4
372,TBWA\Singapore,,Creative Agency,Singapore,,"Clothing & Accessories, Transport & Tourism",14.4
377,Ogilvy & Mather Bangkok,,Creative Agency,Thailand,,Media & Publishing,14.3
377,Ogilvy & Mather Melbourne,,Creative Agency,Australia,,Financial Services,14.3
379,All Terrain,,Digital/Specialist Agency,USA,X,Alcoholic Drinks,14.2
379,Ignition Los Angeles,,Digital/Specialist Agency,USA,X,Soft Drinks,14.2
379,Integer Group New York,,Digital/Specialist Agency,USA,,"Food, Soft Drinks",14.2
379,Periscope,,Creative Agency,USA,X,Retail,14.2
379,Remezcla,,Digital/Specialist Agency,USA,X,Alcoholic Drinks,14.2
384,OMD Istanbul,,Media Agency,Turkey,,"Retail, Telecoms & Utilities",14.1
384,"Goodby, Silverstein & Partners",,Creative Agency,USA,,"Technology & Electronics, Telecoms & Utilities",14.1
386,Abakus,,Creative Agency,Sweden,X,Financial Services,14.0
386,Chemistry Interaction,,Creative Agency,New Zealand,X,Automotive,14.0
386,Director,,Digital/Specialist Agency,Denmark,X,Business & Industrial,14.0
386,Ogilvy & Mather Chicago,,Creative Agency,USA,,Toiletries & Cosmetics,14.0
386,Proximity Madrid,,Digital/Specialist Agency,Spain,,"Non-profit, public sector & education",14.0
391,DDB Chicago,,Creative Agency,USA,,Retail,13.9
391,DM9 DDB São Paulo,,Creative Agency,Brazil,,"Non-profit, public sector & education",13.9
391,GALKAL,,Digital/Specialist Agency,Australia,X,"Non-profit, public sector & education",13.9
391,Cheil Opentide Beijing,,Creative Agency,China (Mainland),X,"Non-profit, public sector & education",13.9
391,Cheil PengTai Beijing,,Creative Agency,China (Mainland),X,"Non-profit, public sector & education, Soft Drinks",13.9
391,JWT Shanghai,,Creative Agency,China (Mainland),,"Automotive, Soft Drinks",13.9
391,Socialab Beijing,,Digital/Specialist Agency,China (Mainland),X,Pharma & Healthcare,13.9
391,VML Shanghai,,Digital/Specialist Agency,China (Mainland),,"Automotive, Clothing & Accessories, Leisure & Entertainment, Retail",13.9
391,Havas Media New York,,Media Agency,USA,,"Household & Domestic, Non-profit, public sector & education",13.9
391,MullenLowe London,,Creative Agency,UK,,"Food, Toiletries & Cosmetics",13.9
391,BLAB,,Creative Agency,Turkey,X,"Household & Domestic, Retail",13.9
391,UM Dubai,,Media Agency,United Arab Emirates,,Soft Drinks,13.9
403,Grandes Kochonos,,Creative Agency,Poland,X,"Alcoholic Drinks, Food, Telecoms & Utilities",13.8
403,Grey Warsaw,,Creative Agency,Poland,,"Financial Services, Leisure & Entertainment, Retail",13.8
403,OMD Shanghai,,Media Agency,China (Mainland),,Financial Services,13.8
406,AGAMA Digital,,Digital/Specialist Agency,Ukraine,X,"Alcoholic Drinks, Retail, Soft Drinks",13.7
406,Café Communications,,Creative Agency,Hungary,X,"Business & Industrial, Non-profit, public sector & education, Retail",13.7
406,Unex Media,,Media Agency,Croatia,,"Food, Soft Drinks",13.7
409,Grey Dhaka,,Creative Agency,Bangladesh,,"Non-profit, public sector & education",13.6
410,FCB Madrid,,Creative Agency,Spain,,Leisure & Entertainment,13.2
410,LDV United,,Creative Agency,Belgium,,"Non-profit, public sector & education",13.2
410,"Leith Agency, The",,Creative Agency,UK,X,Soft Drinks,13.2
413,Pulp Strategy,,Digital/Specialist Agency,India,X,Household & Domestic,13.1
414,La DobleVida,,Creative Agency,Mexico,X,Automotive,13.0
415,CircusMarketing Buenos Aires,,Creative Agency,Argentina,X,Alcoholic Drinks,12.9
415,JWT Buenos Aires,,Creative Agency,Argentina,,"Financial Services, Leisure & Entertainment",12.9
417,Enormous Brands,,Creative Agency,India,X,Retail,12.8
417,Taproot India,,Creative Agency,India,,"Automotive, Telecoms & Utilities",12.8
417,Havas Media Bogotá,,Media Agency,Colombia,,"Automotive, Toiletries & Cosmetics",12.8
417,Wunderman Santiago,,Digital/Specialist Agency,Chile,,"Retail, Telecoms & Utilities",12.8
417,MRM//McCann Singapore,,Digital/Specialist Agency,Singapore,,"Non-profit, public sector & education",12.8
417,R/GA London,,Digital/Specialist Agency,UK,,Alcoholic Drinks,12.8
417,Don't Stop Me Now/JWT,,Creative Agency,Guatemala,,Financial Services,12.8
417,Corporación JWT,,Creative Agency,Uruguay,,"Non-profit, public sector & education, Soft Drinks",12.8
417,John st.,,Creative Agency,Canada,,"Food, Retail",12.8
417,Starcom Mediavest Group Dubai,,Media Agency,United Arab Emirates,,"Clothing & Accessories, Telecoms & Utilities",12.8
427,Daehong Seoul,,Creative Agency,South Korea,X,Soft Drinks,12.7
427,HS Ad Seoul,,Creative Agency,South Korea,X,"Non-profit, public sector & education, Transport & Tourism",12.7
429,Karmarama,,Creative Agency,UK,X,"Automotive, Retail",12.6
429,Ogilvy & Mather Kuala Lumpur,,Creative Agency,Malaysia,,"Non-profit, public sector & education, Soft Drinks",12.6
429,Digital Bond,,Digital/Specialist Agency,Chile,X,"Retail, Soft Drinks",12.6
429,FCB Artgroup,,Creative Agency,Turkey,,Soft Drinks,12.6
433,Rapp Buenos Aires,,Digital/Specialist Agency,Argentina,,"Automotive, Non-profit, public sector & education",12.5
434,NetPress,,Digital/Specialist Agency,Germany,X,Technology & Electronics,12.4
434,Arnold Worldwide,,Creative Agency,USA,,"Non-profit, public sector & education",12.4
434,Collins,,Digital/Specialist Agency,USA,X,Business & Industrial,12.4
434,DDB New York,,Creative Agency,USA,,Food,12.4
434,FCB Health,,Digital/Specialist Agency,USA,,Pharma & Healthcare,12.4
434,GSD&M,,Creative Agency,USA,,Pharma & Healthcare,12.4
434,Nomadic Agency,,Creative Agency,USA,X,Leisure & Entertainment,12.4
434,Silver + Partners,,Creative Agency,USA,X,"Non-profit, public sector & education",12.4
434,UM/J3,,Media Agency,USA,,Pharma & Healthcare,12.4
434,"Venables, Bell & Partners",,Creative Agency,USA,X,Automotive,12.4
444,OMD Warsaw,,Media Agency,Poland,,"Food, Media & Publishing",12.2
444,"Demner, Merlicek & Bergmann",,Creative Agency,Austria,X,"Food, Leisure & Entertainment",12.2
444,MediaCom Vienna,,Media Agency,Austria,,"Food, Non-profit, public sector & education, Telecoms & Utilities",12.2
444,Y&R Vienna,,Creative Agency,Austria,,Retail,12.2
444,Hashtag,,Digital/Specialist Agency,Ukraine,X,Toiletries & Cosmetics,12.2
444,Kinograf,,Creative Agency,Ukraine,X,Alcoholic Drinks,12.2
444,Media Direction OMD,,Media Agency,Ukraine,,"Retail, Toiletries & Cosmetics",12.2
444,Saatchi & Saatchi Kiev,,Creative Agency,Ukraine,,Food,12.2
444,Ogilvy & Mather Prague,,Creative Agency,Czech Republic,,"Financial Services, Non-profit, public sector & education",12.2
444,Carat Budapest,,Media Agency,Hungary,,"Automotive, Soft Drinks",12.2
444,FOLK Finland,,Creative Agency,Finland,X,"Business & Industrial, Retail",12.2
444,Webstyler,,Digital/Specialist Agency,Romania,X,Telecoms & Utilities,12.2
444,Reuveni-Pridan IPG,,Creative Agency,Israel,,"Automotive, Financial Services",12.2
444,Yehoshua\TBWA,,Creative Agency,Israel,,"Food, Soft Drinks",12.2
444,MINT Dubai,,Digital/Specialist Agency,United Arab Emirates,X,"Financial Services, Non-profit, public sector & education, Soft Drinks",12.2
459,JWT Sydney,,Creative Agency,Australia,,"Automotive, Non-profit, public sector & education",12.1
459,Carat Montreal,,Media Agency,Canada,,"Household & Domestic, Non-profit, public sector & education",12.1
461,Hjaltelin Stahl,,Creative Agency,Denmark,X,Telecoms & Utilities,12.0
461,Adhesive PR,,Digital/Specialist Agency,Australia,X,Soft Drinks,12.0
461,Maverick,,Creative Agency,Australia,X,Soft Drinks,12.0
461,Ogilvy & Mather Sydney,,Creative Agency,Australia,,Soft Drinks,12.0
465,Ogilvy & Mather Paris,,Creative Agency,France,,Food,11.8
465,Momentum Prague,,Digital/Specialist Agency,Czech Republic,,"Financial Services, Food",11.8
467,Attention Seekers,,Creative Agency,UK,X,"Non-profit, public sector & education",11.7
467,Holler,,Digital/Specialist Agency,UK,,Toiletries & Cosmetics,11.7
467,Maxus Mumbai,,Media Agency,India,,Soft Drinks,11.7
470,Carat Hamburg,,Media Agency,Germany,,"Automotive, Toiletries & Cosmetics",11.6
470,Olson Engage,,Digital/Specialist Agency,USA,X,Food,11.6
472,Harte-Hanks,,Digital/Specialist Agency,USA,X,Telecoms & Utilities,11.4
472,Mecka,,Creative Agency,Sweden,X,Household & Domestic,11.4
472,MullenLowe Cape Town,,Creative Agency,South Africa,,"Non-profit, public sector & education",11.4
475,& Rosás Barcelona,,Creative Agency,Spain,X,"Alcoholic Drinks, Retail",11.3
475,MRM//McCann Madrid,,Digital/Specialist Agency,Spain,,Retail,11.3
475,Alafortanfoni,,Digital/Specialist Agency,Turkey,X,"Automotive, Food, Transport & Tourism",11.3
475,TBWA\Hong Kong,,Creative Agency,Hong Kong,,"Financial Services, Non-profit, public sector & education",11.3
479,Berakar Komunikasi,,Creative Agency,Indonesia,X,"Non-profit, public sector & education",11.2
479,DDB Beijing,,Creative Agency,China (Mainland),,Automotive,11.2
479,Geometry Global Tokyo,,Digital/Specialist Agency,Japan,,"Non-profit, public sector & education",11.2
479,LOVE,,Creative Agency,Chile,X,Financial Services,11.2
479,Mindshare Shanghai,,Media Agency,China (Mainland),,"Food, Retail",11.2
484,Mindshare Amsterdam,,Media Agency,Netherlands,,"Household & Domestic, Non-profit, public sector & education",11.1
485,DDB Dubai,,Creative Agency,United Arab Emirates,,Food,10.9
485,JWT Beirut,,Creative Agency,Lebanon,,Telecoms & Utilities,10.9
485,Leo Burnett Cairo,,Creative Agency,Egypt,,Telecoms & Utilities,10.9
485,Leo Burnett Dubai,,Creative Agency,United Arab Emirates,,Telecoms & Utilities,10.9
485,MEC Dubai,,Media Agency,United Arab Emirates,,"Food, Soft Drinks",10.9
485,Mindshare Cairo,,Media Agency,Egypt,,Soft Drinks,10.9
485,OMD Cairo,,Media Agency,Egypt,,"Food, Soft Drinks",10.9
485,ZenithOptimedia Dubai,,Media Agency,United Arab Emirates,,"Automotive, Food",10.9
485,Tribal Worldwide İstanbul,,Digital/Specialist Agency,Turkey,,Telecoms & Utilities,10.9
485,Wunderman Shanghai,,Digital/Specialist Agency,China (Mainland),,Automotive,10.9
485,Red Fuse Communications Mumbai,,Creative Agency,India,,Toiletries & Cosmetics,10.9
496,360i New York,,Digital/Specialist Agency,USA,,Food,10.8
496,eightytwenty,,Digital/Specialist Agency,Ireland,X,"Non-profit, public sector & education",10.8
498,ZenithOptimedia Warsaw,,Media Agency,Poland,,"Media & Publishing, Pharma & Healthcare, Toiletries & Cosmetics",10.7
498,Engine Warsaw,,Creative Agency,Poland,X,Retail,10.7
498,Vizeum Warsaw,,Media Agency,Poland,,"Business & Industrial, Media & Publishing",10.7
498,Grey Melbourne,,Creative Agency,Australia,,"Non-profit, public sector & education",10.7
498,Showpony Advertising,,Creative Agency,Australia,X,"Non-profit, public sector & education",10.7
498,Initiative Kiev,,Media Agency,Ukraine,,"Telecoms & Utilities, Toiletries & Cosmetics",10.7
504,Grey Toronto,,Creative Agency,Canada,,"Food, Non-profit, public sector & education",10.6
504,Publicis Montreal,,Creative Agency,Canada,,Leisure & Entertainment,10.6
504,Rethink,,Creative Agency,Canada,X,Alcoholic Drinks,10.6
504,UM Zagreb,,Media Agency,Croatia,,"Alcoholic Drinks, Financial Services",10.6
504,BangPR,,Digital/Specialist Agency,Australia,X,"Non-profit, public sector & education",10.6
504,"Hallway, The",,Creative Agency,Australia,X,Technology & Electronics,10.6
504,M&C Saatchi Sydney,,Creative Agency,Australia,X,"Non-profit, public sector & education",10.6
504,Ace Saatchi & Saatchi,,Creative Agency,Philippines,,Financial Services,10.6
504,MG-Initiative,,Media Agency,Turkey,,"Financial Services, Food, Retail",10.6
513,Imagine Marketing,,Digital/Specialist Agency,Ireland,X,Media & Publishing,10.5
513,Roncaglia & Wijkander,,Creative Agency,Italy,X,"Automotive, Retail",10.5
513,DDB Team Blue,,Creative Agency,Germany,,Automotive,10.5
513,Innocean Worldwide Frankfurt,,Creative Agency,Germany,X,Automotive,10.5
513,JWT London,,Creative Agency,UK,,Food,10.5
513,Engine London,,Creative Agency,UK,X,Pharma & Healthcare,10.5
513,Momentum FP7 Abu Dhabi,,Digital/Specialist Agency,United Arab Emirates,,"Non-profit, public sector & education, Soft Drinks, Telecoms & Utilities",10.5
513,Arkr Digital,,Creative Agency,China (Mainland),X,"Business & Industrial, Household & Domestic",10.5
513,Bates CHI&David,,Creative Agency,Taiwan,,Soft Drinks,10.5
513,BBH Shanghai,,Creative Agency,China (Mainland),,"Retail, Toiletries & Cosmetics",10.5
513,Civilization Shanghai,,Creative Agency,China (Mainland),X,"Alcoholic Drinks, Food, Soft Drinks",10.5
513,Fractalist,,Digital/Specialist Agency,China (Mainland),X,Automotive,10.5
513,MEC Shanghai,,Media Agency,China (Mainland),,Automotive,10.5
513,Media V,,Media Agency,China (Mainland),X,Soft Drinks,10.5
513,Neo@Ogilvy Beijing,,Digital/Specialist Agency,China (Mainland),,Alcoholic Drinks,10.5
513,Netease,,Digital/Specialist Agency,China (Mainland),X,Household & Domestic,10.5
513,Penetration Internet Agency,,Digital/Specialist Agency,China (Mainland),X,Retail,10.5
513,SHAPE Advertising,,Creative Agency,Taiwan,X,Automotive,10.5
513,Shunya Communication Group,,Creative Agency,China (Mainland),X,Automotive,10.5
513,Verawom,,Digital/Specialist Agency,China (Mainland),,Clothing & Accessories,10.5
513,WebGene,,Digital/Specialist Agency,Taiwan,X,Toiletries & Cosmetics,10.5
534,Weber Shandwick Chicago,,Digital/Specialist Agency,USA,,Food,10.3
534,Whowhywhat,,Creative Agency,France,X,Financial Services,10.3
534,Insight Strategy Group,,Digital/Specialist Agency,USA,X,Media & Publishing,10.3
534,"Richards Group, The",,Creative Agency,USA,X,Financial Services,10.3
534,Y&R New York,,Creative Agency,USA,,Pharma & Healthcare,10.3
539,LRXD,,Creative Agency,USA,X,Leisure & Entertainment,10.1
539,Lukas Lindemann Rosinski,,Creative Agency,Germany,X,Automotive,10.1
539,OMD Los Angeles,,Media Agency,Australia,,Transport & Tourism,10.1
539,PHD Shanghai,,Media Agency,China (Mainland),,Food,10.1
539,Syzygy,,Digital/Specialist Agency,Germany,,Automotive,10.1
544,Robert/Boisen & Like-Minded,,Creative Agency,Denmark,X,Food,10.0
544,OMD Kiev,,Media Agency,Ukraine,,"Alcoholic Drinks, Retail",10.0
544,Carat London,,Media Agency,UK,,Food,10.0
544,Leo Burnett Shanghai,,Creative Agency,China (Mainland),,Toiletries & Cosmetics,10.0
544,MEC Sydney,,Media Agency,Australia,,Household & Domestic,10.0
544,Starcom Mediavest Group Amsterdam,,Media Agency,Netherlands,,Alcoholic Drinks,10.0
544,Starcom Mediavest Group Budapest,,Media Agency,Hungary,,"Alcoholic Drinks, Pharma & Healthcare, Soft Drinks",10.0
551,BrawandRieken,,Creative Agency,Germany,X,Food,9.9
551,Philipp und Keuntje,,Creative Agency,Germany,X,Alcoholic Drinks,9.9
551,Scholz & Friends Hamburg,,Creative Agency,Germany,X,Automotive,9.9
554,LOLA Madrid,,Creative Agency,Spain,,Food,9.8
554,PHD Singapore,,Media Agency,Singapore,,Alcoholic Drinks,9.8
554,BDDP,,Creative Agency,France,X,Household & Domestic,9.8
554,Buzzman,,Creative Agency,France,X,Media & Publishing,9.8
554,M&C Saatchi GAD,,Creative Agency,France,X,Retail,9.8
554,psLIVE Paris,,Digital/Specialist Agency,France,,Household & Domestic,9.8
554,BBDO Mexico City,,Creative Agency,Mexico,,"Alcoholic Drinks, Financial Services, Soft Drinks",9.8
554,Nómades Mexico,,Creative Agency,Mexico,X,Alcoholic Drinks,9.8
562,Loducca São Paulo,,Creative Agency,Brazil,,"Leisure & Entertainment, Telecoms & Utilities",9.7
562,Asombro Extremo,,Digital/Specialist Agency,Argentina,X,Soft Drinks,9.7
562,DAVID The Agency Buenos Aires,,Creative Agency,Argentina,,"Food, Soft Drinks",9.7
562,Havas Worldwide Buenos Aires,,Creative Agency,Argentina,,Technology & Electronics,9.7
562,Human,,Creative Agency,Argentina,X,Soft Drinks,9.7
562,Indie,,Creative Agency,Argentina,X,Retail,9.7
562,Publicis Buenos Aires,,Creative Agency,Argentina,,"Automotive, Household & Domestic",9.7
562,TBWA\Buenos Aires,,Creative Agency,Argentina,,"Non-profit, public sector & education",9.7
570,Somo London,,Digital/Specialist Agency,UK,X,Retail,9.6
570,Cheil Worldwide Gurgaon,,Creative Agency,India,X,"Non-profit, public sector & education",9.6
570,Publicis Bogotá,,Creative Agency,Colombia,,Automotive,9.6
570,Y&R Bogotá,,Creative Agency,Colombia,,Retail,9.6
570,Agencia Subercaseaux,,Creative Agency,Chile,X,Retail,9.6
570,DDB Santiago,,Creative Agency,Chile,,Media & Publishing,9.6
570,Doblegiro,,Creative Agency,Chile,X,Retail,9.6
570,Geometry Global Santiago,,Digital/Specialist Agency,Chile,,"Non-profit, public sector & education",9.6
570,Los Quiltros,,Creative Agency,Chile,X,Automotive,9.6
570,Modo,,Digital/Specialist Agency,Chile,X,"Clothing & Accessories, Soft Drinks",9.6
570,RedOn,,Digital/Specialist Agency,Chile,X,Soft Drinks,9.6
570,MBM,,Media Agency,New Zealand,X,"Non-profit, public sector & education",9.6
570,Brand LAB,,Digital/Specialist Agency,Peru,X,Business & Industrial,9.6
570,Carne,,Creative Agency,Peru,,Business & Industrial,9.6
570,Fahrenheit DDB Lima,,Creative Agency,Peru,,Financial Services,9.6
570,Momentum Lima,,Digital/Specialist Agency,Peru,,"Non-profit, public sector & education",9.6
570,Oglivy & Mather Lima,,Creative Agency,Peru,,"Non-profit, public sector & education",9.6
570,Pragma DDB Lima,,Creative Agency,Peru,,Food,9.6
570,Wunderman Lima,,Digital/Specialist Agency,Peru,,Financial Services,9.6
570,BBDO Berlin,,Creative Agency,Germany,,Automotive,9.6
570,Central,,Creative Agency,Ecuador,X,Financial Services,9.6
