Rank,Agency Name,City,Agency Type,Agency Location,Independent?,Product Category,Points
84,Geometry Global Dubai,,Digital/Specialist Agency,United Arab Emirates,,"Non-profit, public sector & education, Soft Drinks, Toiletries & Cosmetics",35.9
85,Güzel Sanatlar Saatchi & Saatchi,,Creative Agency,Turkey,,"Financial Services, Food, Household & Domestic, Soft Drinks, Telecoms & Utilities",35.4
86,Mindshare New York,,Media Agency,USA,,"Automotive, Food, Household & Domestic, Pharma & Healthcare",35.2
87,Saatchi & Saatchi Auckland,,Creative Agency,New Zealand,,"Alcoholic Drinks, Financial Services",35.1
88,Memac Ogilvy & Mather Dubai,,Creative Agency,United Arab Emirates,,"Non-profit, public sector & education, Pharma & Healthcare, Soft Drinks",34.2
89,UM Sydney,,Media Agency,Australia,,"Alcoholic Drinks, Soft Drinks",34.0
90,Y&R Budapest,,Creative Agency,Hungary,,"Automotive, Leisure & Entertainment, Media & Publishing, Telecoms & Utilities",33.6
91,ACG Advertising Agency,,Creative Agency,Hungary,X,"Alcoholic Drinks, Automotive, Financial Services, Non-profit, public sector & education, Retail",33.5
92,Wunderman London,,Digital/Specialist Agency,UK,,"Media & Publishing, Non-profit, public sector & education",33.4
93,Publicis New York,,Creative Agency,USA,,"Non-profit, public sector & education, Retail",33.3
93,MSL New York,,Digital/Specialist Agency,USA,,"Retail, Toiletries & Cosmetics",33.3
95,Republik,,Creative Agency,New Zealand,X,Technology & Electronics,33.0
96,OMD Auckland,,Media Agency,New Zealand,,"Non-profit, public sector & education",32.9
97,DDB California,,Creative Agency,USA,,Food,32.8
97,Impact BBDO Dubai,,Creative Agency,United Arab Emirates,,"Non-profit, public sector & education, Soft Drinks",32.8
99,Team Red Istanbul,,Creative Agency,Turkey,,Telecoms & Utilities,32.6
99,R/GA New York,,Digital/Specialist Agency,USA,,"Automotive, Leisure & Entertainment, Non-profit, public sector & education, Pharma & Healthcare",32.6
101,Ogilvy & Mather Mexico City,,Creative Agency,Mexico,,"Non-profit, public sector & education, Soft Drinks",32.5
102,BBDO Buenos Aires,,Creative Agency,Argentina,,"Alcoholic Drinks, Business & Industrial, Clothing & Accessories, Financial Services, Household & Domestic, Leisure & Entertainment, Soft Drinks, Telecoms & Utilities",32.3
102,Ogilvy & Mather Buenos Aires,,Creative Agency,Argentina,,"Alcoholic Drinks, Financial Services, Retail, Toiletries & Cosmetics",32.3
104,McCann Santiago,,Creative Agency,Chile,,"Financial Services, Soft Drinks, Telecoms & Utilities, Toiletries & Cosmetics",32.0
104,FCB Auckland,,Creative Agency,New Zealand,,"Non-profit, public sector & education, Retail, Technology & Electronics",32.0
104,Publicis Asociados,,Creative Agency,Peru,,"Alcoholic Drinks, Food, Household & Domestic, Retail",32.0
107,Ogilvy & Mather Berlin,,Creative Agency,Germany,,Soft Drinks,31.9
107,thjnk Hamburg,,Creative Agency,Germany,X,"Automotive, Financial Services",31.9
109,Grey Düsseldorf,,Creative Agency,Germany,,"Household & Domestic, Retail",31.6
110,Mindshare Dubai,,Media Agency,United Arab Emirates,,"Automotive, Financial Services, Pharma & Healthcare, Telecoms & Utilities",31.3
111,Instinct,,Creative Agency,Russia,,"Clothing & Accessories, Retail",31.2
112,DigitasLBI Chicago,,Digital/Specialist Agency,USA,,Household & Domestic,31.0
113,Tabasco,,Creative Agency,Ukraine,X,"Non-profit, public sector & education, Retail",30.5
113,THINK McCann,,Creative Agency,Ukraine,,"Alcoholic Drinks, Automotive, Food",30.5
113,Ariadna Bogotá,,Digital/Specialist Agency,Colombia,X,"Telecoms & Utilities, Transport & Tourism",30.5
116,Adler Chomsky & Grey,,Creative Agency,Israel,,"Automotive, Business & Industrial, Clothing & Accessories, Food, Household & Domestic, Leisure & Entertainment, Non-profit, public sector & education, Telecoms & Utilities, Toiletries & Cosmetics",30.4
116,McCann Tel Aviv,,Creative Agency,Israel,,"Business & Industrial, Financial Services, Food, Household & Domestic, Leisure & Entertainment, Retail",30.4
116,Baumann Ber Rivnay Saatchi & Saatchi,,Creative Agency,Israel,,"Automotive, Food, Leisure & Entertainment, Non-profit, public sector & education, Toiletries & Cosmetics",30.4
116,Imago,,Creative Agency,Croatia,X,"Business & Industrial, Soft Drinks, Telecoms & Utilities",30.4
120,Sistole,,Digital/Specialist Agency,Colombia,,"Financial Services, Transport & Tourism",30.3
121,Touché! PHD,,Media Agency,Canada,,"Food, Retail",30.2
122,Les Gaulois,,Creative Agency,France,,"Business & Industrial, Household & Domestic, Transport & Tourism",29.9
122,MediaCom Oslo,,Media Agency,Norway,,Retail,29.9
124,Saatchi & Saatchi London,,Creative Agency,UK,,"Financial Services, Food",29.8
125,Manning Gottlieb OMD,,Media Agency,UK,,"Technology & Electronics, Transport & Tourism",29.6
125,MEC New York,,Media Agency,USA,,"Leisure & Entertainment, Media & Publishing",29.6
125,CAA Marketing,,Creative Agency,USA,X,"Media & Publishing, Retail",29.6
125,McCann Madrid,,Creative Agency,Spain,,"Food, Retail",29.6
129,JWT Riyadh,,Creative Agency,Saudi Arabia,,"Business & Industrial, Retail, Telecoms & Utilities",29.2
130,Blue Hive Buenos Aires,,Creative Agency,Argentina,,Automotive,29.1
130,Grabarz & Partner,,Creative Agency,Germany,X,"Non-profit, public sector & education, Retail",29.1
132,Puzzability,,Digital/Specialist Agency,USA,X,"Non-profit, public sector & education",29.0
133,Isobar Shanghai,,Digital/Specialist Agency,China (Mainland),,Soft Drinks,28.5
134,TBWA\Kuala Lumpur,,Creative Agency,Malaysia,,"Household & Domestic, Non-profit, public sector & education, Retail",28.3
134,Grey İstanbul,,Creative Agency,Turkey,,"Household & Domestic, Non-profit, public sector & education, Toiletries & Cosmetics",28.3
136,BBH New York,,Creative Agency,USA,,Leisure & Entertainment,28.2
137,TBWA\Digital Arts Network Singapore,,Digital/Specialist Agency,Singapore,,Financial Services,28.1
138,Wunderman Phantasia,,Digital/Specialist Agency,Peru,,"Alcoholic Drinks, Soft Drinks, Telecoms & Utilities",28.0
139,Ogilvy & Mather Taipei,,Creative Agency,Taiwan,,"Retail, Telecoms & Utilities",27.9
140,Soho Square Mumbai,,Creative Agency,India,,"Business & Industrial, Non-profit, public sector & education",27.7
141,Brain,,Creative Agency,Poland,X,"Business & Industrial, Financial Services, Retail",27.5
141,MEC Warsaw,,Media Agency,Poland,,"Alcoholic Drinks, Business & Industrial, Food, Retail",27.5
143,Saatchi & Saatchi New York,,Creative Agency,USA,,"Household & Domestic, Retail",26.6
143,PHD Mumbai,,Media Agency,India,,Household & Domestic,26.6
145,Arc London,,Digital/Specialist Agency,UK,,"Non-profit, public sector & education, Retail, Toiletries & Cosmetics",26.4
146,UncleGrey,,Creative Agency,Denmark,,Household & Domestic,26.3
147,Publicis Conseil,,Creative Agency,France,,"Automotive, Non-profit, public sector & education",26.1
148,GGH MullenLowe,,Creative Agency,Germany,,"Non-profit, public sector & education",25.8
149,Cake New York,,Creative Agency,USA,,"Household & Domestic, Toiletries & Cosmetics",25.7
149,DDB Bogotá,,Creative Agency,Colombia,,"Alcoholic Drinks, Financial Services, Retail",25.7
151,4am Saatchi & Saatchi,,Creative Agency,Guatemala,,Telecoms & Utilities,25.6
151,el taier/Tribu DDB,,Creative Agency,Guatemala,,"Alcoholic Drinks, Financial Services",25.6
151,Publicis Impetu,,Creative Agency,Uruguay,,"Clothing & Accessories, Leisure & Entertainment, Media & Publishing, Telecoms & Utilities",25.6
151,Y&R Auckland,,Creative Agency,New Zealand,,"Automotive, Toiletries & Cosmetics",25.6
155,OMD Dubai,,Media Agency,United Arab Emirates,,"Household & Domestic, Soft Drinks, Technology & Electronics, Toiletries & Cosmetics",25.5
156,DDB Hamburg,,Creative Agency,Germany,,Telecoms & Utilities,25.3
156,Leo Burnett Manila,,Creative Agency,Philippines,,Household & Domestic,25.3
156,Tribal Worldwide Shanghai,,Digital/Specialist Agency,China (Mainland),,Retail,25.3
156,Zulu Alpha Kilo,,Creative Agency,Canada,X,"Alcoholic Drinks, Non-profit, public sector & education",25.3
156,Geometry Global Hong Kong,,Digital/Specialist Agency,Hong Kong,,"Alcoholic Drinks, Pharma & Healthcare, Transport & Tourism",25.3
161,UM New York,,Media Agency,USA,,"Automotive, Telecoms & Utilities",25.0
162,M2M Sydney,,Media Agency,Australia,,Retail,24.9
162,MediaCom Shanghai,,Media Agency,China (Mainland),,Toiletries & Cosmetics,24.9
164,DDB Warsaw,,Creative Agency,Poland,,"Alcoholic Drinks, Financial Services, Transport & Tourism",24.5
165,Beijing Dentsu,,Creative Agency,China (Mainland),,Leisure & Entertainment,24.4
165,Adventa Lowe,,Creative Agency,Ukraine,,"Soft Drinks, Telecoms & Utilities",24.4
165,OMD Chicago,,Media Agency,USA,,"Automotive, Pharma & Healthcare, Retail",24.4
168,Pristop,,Creative Agency,Slovenia,X,"Food, Retail, Soft Drinks",24.3
169,Clemenger BBDO Sydney,,Creative Agency,Australia,,"Household & Domestic, Transport & Tourism",24.1
170,Doe-Anderson,,Creative Agency,USA,X,"Alcoholic Drinks, Non-profit, public sector & education",24.0
171,101 London,,Creative Agency,UK,X,Retail,23.8
171,Havas Worldwide Mumbai,,Creative Agency,India,,"Non-profit, public sector & education",23.8
173,DigitasLBi San Francisco,,Digital/Specialist Agency,USA,,Retail,23.7
173,TRO London,,Digital/Specialist Agency,UK,X,"Automotive, Soft Drinks",23.7
173,JWT Cairo,,Creative Agency,Egypt,,Telecoms & Utilities,23.7
173,Colangelo,,Digital/Specialist Agency,USA,,"Alcoholic Drinks, Retail",23.7
173,Geometry Global Chicago,,Digital/Specialist Agency,USA,,Food,23.7
173,Ogilvy & Mather Hong Kong,,Creative Agency,Hong Kong,,"Clothing & Accessories, Non-profit, public sector & education",23.7
179,MRM//McCann Princeton,,Digital/Specialist Agency,USA,,"Pharma & Healthcare, Telecoms & Utilities",23.3
179,OgilvyOne Beijing,,Digital/Specialist Agency,China (Mainland),,"Automotive, Transport & Tourism",23.3
179,Proximity Barcelona,,Digital/Specialist Agency,Spain,,"Automotive, Household & Domestic",23.3
179,OMD Budapest,,Media Agency,Hungary,,"Automotive, Food, Retail",23.3
183,Whybin\TBWA Sydney,,Creative Agency,Australia,,"Financial Services, Food",23.2
184,"Brand Agency, The",,Creative Agency,Australia,X,"Non-profit, public sector & education",23.0
185,BETC Paris,,Creative Agency,France,,"Automotive, Clothing & Accessories",22.8
185,We Are Social London,,Digital/Specialist Agency,UK,,"Clothing & Accessories, Financial Services",22.8
187,SCPF Barcelona,,Creative Agency,Spain,,"Alcoholic Drinks, Business & Industrial, Clothing & Accessories, Financial Services",22.7
187,Lowe Roche,,Creative Agency,Canada,,"Financial Services, Media & Publishing, Non-profit, public sector & education",22.7
189,Madre Buenos Aires,,Creative Agency,Argentina,X,"Alcoholic Drinks, Food",22.6
189,Starcom Mediavest Group Lima,,Media Agency,Peru,,"Financial Services, Food, Household & Domestic, Toiletries & Cosmetics",22.6
191,Deep Focus London,,Digital/Specialist Agency,UK,X,"Non-profit, public sector & education",22.5
192,Leo Burnett Bogotá,,Creative Agency,Colombia,,"Household & Domestic, Retail, Telecoms & Utilities",22.4
192,OMD Santiago,,Media Agency,Chile,,"Financial Services, Media & Publishing, Soft Drinks",22.4
192,Leche MDB,,Creative Agency,Chile,X,Financial Services,22.4
192,JWT Auckland,,Creative Agency,New Zealand,,"Alcoholic Drinks, Retail",22.4
192,McCann Lima,,Creative Agency,Peru,,"Soft Drinks, Telecoms & Utilities",22.4
192,Jotabequ Grey,,Creative Agency,Costa Rica,,"Alcoholic Drinks, Automotive",22.4
192,Tribu DDB Costa Rica,,Digital/Specialist Agency,Costa Rica,,"Automotive, Household & Domestic",22.4
199,MRM Meteorite,,Digital/Specialist Agency,UK,,"Automotive, Media & Publishing, Technology & Electronics",22.2
199,TBWA\London,,Creative Agency,UK,,Retail,22.2
199,BBH Singapore,,Creative Agency,Singapore,,"Financial Services, Retail",22.2
202,PHD Budapest,,Media Agency,Hungary,,"Telecoms & Utilities, Toiletries & Cosmetics",22.1
202,Mosaic Chicago,,Digital/Specialist Agency,USA,X,Alcoholic Drinks,22.1
204,Deutsch Los Angeles,,Creative Agency,USA,,"Automotive, Retail",22.0
204,Happy People Project,,Creative Agency,Turkey,X,"Business & Industrial, Food, Technology & Electronics",22.0
206,WCRS London,,Creative Agency,UK,X,"Non-profit, public sector & education",21.9
206,Impact BBDO Cairo,,Creative Agency,Egypt,,"Food, Soft Drinks",21.9
208,BBDO Moscow,,Creative Agency,Russia,,"Food, Technology & Electronics, Telecoms & Utilities",21.8
209,Carmichael Lynch,,Creative Agency,USA,,"Automotive, Food",21.7
210,MediaCom Warsaw,,Media Agency,Poland,,"Food, Pharma & Healthcare, Retail, Telecoms & Utilities",21.4
210,WIEN NORD,,Creative Agency,Austria,X,"Automotive, Non-profit, public sector & education",21.4
212,GMP Advertising,,Creative Agency,Romania,X,"Alcoholic Drinks, Telecoms & Utilities",21.3
212,Publicis Bucharest,,Creative Agency,Romania,,"Financial Services, Retail, Telecoms & Utilities",21.3
212,Ogilvy & Mather Toronto,,Creative Agency,Canada,,"Financial Services, Food, Non-profit, public sector & education",21.3
215,Publicis Dublin,,Creative Agency,Ireland,,"Alcoholic Drinks, Food",21.1
215,LIDA,,Digital/Specialist Agency,UK,X,"Automotive, Non-profit, public sector & education, Retail, Telecoms & Utilities",21.1
215,Proximity London,,Digital/Specialist Agency,UK,,"Financial Services, Media & Publishing, Non-profit, public sector & education",21.1
218,TAXI Montreal,,Creative Agency,Canada,,"Food, Retail",20.9
218,Mindshare Kuala Lumpur,,Media Agency,Malaysia,,"Food, Soft Drinks, Telecoms & Utilities, Toiletries & Cosmetics",20.9
220,Stein IAS,,Creative Agency,UK,X,"Business & Industrial, Telecoms & Utilities",20.7
221,OMD Singapore,,Media Agency,Singapore,,"Non-profit, public sector & education, Retail",20.5
222,Starcom Mediavest Group Sydney,,Media Agency,Australia,,Telecoms & Utilities,20.3
222,Leo Burnett Solutions,,Creative Agency,Sri Lanka,,Media & Publishing,20.3
224,TBWA\HAKUHODO,,Creative Agency,Japan,,Alcoholic Drinks,20.2
224,thjnk Berlin,,Creative Agency,Germany,X,Automotive,20.2
226,Geometry Global Kuala Lumpur,,Digital/Specialist Agency,Malaysia,,"Household & Domestic, Non-profit, public sector & education, Soft Drinks",20.0
227,Anomaly New York,,Creative Agency,USA,,"Alcoholic Drinks, Clothing & Accessories",19.7
227,PHD Hong Kong,,Media Agency,Hong Kong,,"Financial Services, Retail",19.7
229,MullenLowe Singapore,,Creative Agency,Singapore,,Household & Domestic,19.6
229,Proximity BBDO Paris,,Digital/Specialist Agency,France,,"Retail, Transport & Tourism",19.6
229,Leo Burnett Tailor Made,,Creative Agency,Brazil,,"Non-profit, public sector & education",19.6
232,Leo Burnett Mexico City,,Creative Agency,Mexico,,"Automotive, Retail",19.5
232,Only If,,Creative Agency,Mexico,X,Soft Drinks,19.5
232,TERAN\TBWA,,Creative Agency,Mexico,,"Automotive, Non-profit, public sector & education, Transport & Tourism",19.5
235,Grey Buenos Aires,,Creative Agency,Argentina,,"Household & Domestic, Pharma & Healthcare",19.4
235,Ponce,,Creative Agency,Argentina,,"Alcoholic Drinks, Telecoms & Utilities",19.4
235,El Almacén,,Creative Agency,Argentina,X,"Leisure & Entertainment, Soft Drinks",19.4
238,Bohemia,,Creative Agency,Australia,X,Pharma & Healthcare,19.3
238,Carat New York,,Media Agency,USA,,"Financial Services, Leisure & Entertainment",19.3
238,Contract Advertising,,Creative Agency,India,X,"Business & Industrial, Food",19.3
241,McCann Bogotá,,Creative Agency,Colombia,,"Automotive, Non-profit, public sector & education",19.2
241,Prolam Young & Rubicam,,Creative Agency,Chile,,Telecoms & Utilities,19.2
241,Brand Building,,Creative Agency,Ecuador,X,"Retail, Soft Drinks",19.2
241,McCann Quito,,Creative Agency,Ecuador,,"Alcoholic Drinks, Non-profit, public sector & education",19.2
241,La Tres Havas,,Creative Agency,Costa Rica,,"Household & Domestic, Media & Publishing",19.2
241,Publimark Lowe,,Creative Agency,Costa Rica,,"Automotive, Business & Industrial, Food",19.2
241,Y&R Montevideo,,Creative Agency,Uruguay,,"Alcoholic Drinks, Food, Soft Drinks, Transport & Tourism",19.2
248,MediaCom New York,,Media Agency,USA,,"Automotive, Business & Industrial, Pharma & Healthcare",19.0
248,OMD Copenhagen,,Media Agency,Denmark,,"Retail, Telecoms & Utilities",19.0
248,Starcom Mediavest Group Santiago,,Media Agency,Chile,,"Retail, Soft Drinks, Telecoms & Utilities",19.0
248,MEC London,,Media Agency,UK,,"Financial Services, Non-profit, public sector & education, Transport & Tourism",19.0
248,Rapp London,,Digital/Specialist Agency,UK,,"Media & Publishing, Non-profit, public sector & education, Pharma & Healthcare, Retail",19.0
248,Catapault Marketing,,Digital/Specialist Agency,USA,X,Food,19.0
248,Source Norwalk,,Digital/Specialist Agency,USA,,"Media & Publishing, Soft Drinks",19.0
248,TPN,,Digital/Specialist Agency,USA,,"Food, Household & Domestic",19.0
256,McCann Melbourne,,Creative Agency,Australia,,"Financial Services, Toiletries & Cosmetics, Transport & Tourism",18.9
257,Rafineri,,Creative Agency,Turkey,X,"Food, Retail, Transport & Tourism",18.8
257,Publicis Singapore,,Creative Agency,Singapore,,"Financial Services, Transport & Tourism",18.8
259,"Brooklyn Brothers, The",,Creative Agency,USA,X,Media & Publishing,18.6
259,CDMiConnect,,Digital/Specialist Agency,USA,X,Pharma & Healthcare,18.6
259,FCB Garfinkel,,Creative Agency,USA,,"Non-profit, public sector & education",18.6
259,Fleishman-Hillard New York,,Digital/Specialist Agency,USA,,"Non-profit, public sector & education, Technology & Electronics",18.6
259,JWT New York,,Creative Agency,USA,,"Non-profit, public sector & education",18.6
