Rank,Brand,Product Category,Points,,
429,Ford Trucks,Automotive,6.0,,
429,Enpara.com,Financial Services,6.0,,
429,Koton,Clothing & Accessories,6.0,,
429,Magnum,Food,6.0,,
429,Koç Holding,Business & Industrial,6.0,,
429,Balparmak,Food,6.0,,
429,Peros,Household & Domestic,6.0,,
429,Lvivske,Alcoholic Drinks,6.0,,
429,PLUSPLUS,Media & Publishing,6.0,,
429,ICHNYA,Food,6.0,,
429,Квас Село і люди,Soft Drinks,6.0,,
429,Kurazh Bazar,"Non-profit, public sector & education",6.0,,
429,Żubrówka,Alcoholic Drinks,6.0,,
429,Rozetka,Retail,6.0,,
429,Telenet,Telecoms & Utilities,6.0,,
429,Jupiler,Alcoholic Drinks,6.0,,
429,Statutární město Brno,"Non-profit, public sector & education",6.0,,
429,Albert,Retail,6.0,,
429,Gambrinus,Alcoholic Drinks,6.0,,
429,Lubiderm,Toiletries & Cosmetics,6.0,,
429,Huevos Gallina Feliz,Food,6.0,,
429,Play-Doh,Leisure & Entertainment,6.0,,
429,Asociación porkcolombia,"Non-profit, public sector & education",6.0,,
429,Corona,Household & Domestic,6.0,,
429,Crispetas,Food,6.0,,
429,Mobil,Business & Industrial,6.0,,
429,Cine Colombia,Leisure & Entertainment,6.0,,
429,Aguila,Alcoholic Drinks,6.0,,
429,Depaul,"Non-profit, public sector & education",6.0,,
429,Banco Bci,Financial Services,6.0,,
429,Gasco,Business & Industrial,6.0,,
429,Instituto Nacional del Cáncer,"Non-profit, public sector & education",6.0,,
429,Novanight,Pharma & Healthcare,6.0,,
429,WWF,"Non-profit, public sector & education",6.0,,
429,Easy Credit,Financial Services,6.0,,
429,Society for the Prevention of Cruelty to Animals,"Non-profit, public sector & education",6.0,,
429,Shaukat Khanum Memorial Cancer Hospital and Research Centre,"Non-profit, public sector & education",6.0,,
429,Aao TB Mitao,"Non-profit, public sector & education",6.0,,
429,GoodGoodies,Food,6.0,,
429,Peak Freans Cake Up,Food,6.0,,
429,Vigyél Haza Alapítvány,"Non-profit, public sector & education",6.0,,
429,Magyar Ökumenikus Segélyszervezet,"Non-profit, public sector & education",6.0,,
429,Országos Mentőszolgálat Alapítványt,"Non-profit, public sector & education",6.0,,
429,Cofidis,Financial Services,6.0,,
429,Kaufland,Retail,6.0,,
429,IRSA,Business & Industrial,6.0,,
429,Government of Buenos Aires,"Non-profit, public sector & education",6.0,,
429,KiwiRail,Transport & Tourism,6.0,,
429,WorkSafe,"Non-profit, public sector & education",6.0,,
