Rank,Agency Name,City,Agency Type,Agency Location,Independent?,Product Category,Points
742,DAMM & BIERBAUM,Frankfurt,Creative Agency,Germany,X,Business & Industrial,4.5
742,Das Hochhaus,Cologne,Creative Agency,Germany,X,Leisure & Entertainment,4.5
742,FEUEREIFER für Kommunikation,Frankfurt,Creative Agency,Germany,X,Pharma & Healthcare,4.5
742,Fluent,Hamburg,Digital/Specialist Agency,Germany,X,Food,4.5
742,Fuel@Publicis Media,Düsseldorf,Media Agency,Germany,,Automotive,4.5
742,MediaCom,Berlin,Media Agency,Germany,,Soft Drinks,4.5
742,Ogilvy,Berlin,Creative Agency,Germany,,Soft Drinks,4.5
742,OMD,Munich,Media Agency,Germany,,Retail,4.5
742,RTS Rieger Team Werbeagentur,Stuttgart,Digital/Specialist Agency,Germany,,Business & Industrial,4.5
742,Scholz & Friends,Berlin,Creative Agency,Germany,,"Non-profit, public sector & education",4.5
742,Scholz & Volkmer,Berlin,Creative Agency,Germany,X,Soft Drinks,4.5
742,Serviceplan Health & Life,Munich,Creative Agency,Germany,X,Pharma & Healthcare,4.5
742,Serviceplan Strategy,Frankfurt,Creative Agency,Germany,X,Pharma & Healthcare,4.5
742,Serviceplan Strategy,Munich,Creative Agency,Germany,X,Pharma & Healthcare,4.5
742,Tacsy,Berlin,Digital/Specialist Agency,Germany,X,"Non-profit, public sector & education",4.5
742,WEFRA Mediaplus,Frankfurt,Digital/Specialist Agency,Germany,X,Pharma & Healthcare,4.5
742,Actis Wunderman,Moscow,Digital/Specialist Agency,Russia,,Financial Services,4.5
742,Ailove,Moscow,Digital/Specialist Agency,Russia,X,Retail,4.5
742,Contrapunto,Moscow,Creative Agency,Russia,,"Automotive, Retail",4.5
742,Deltaplan,Moscow,Creative Agency,Russia,X,Pharma & Healthcare,4.5
742,JAMI,Moscow,Digital/Specialist Agency,Russia,X,Technology & Electronics,4.5
742,Ketchum,Moscow,Digital/Specialist Agency,Russia,,Technology & Electronics,4.5
742,POSSIBLE,Moscow,Creative Agency,Russia,,"Food, Telecoms & Utilities",4.5
742,Smartica,Moscow,Digital/Specialist Agency,Russia,X,Soft Drinks,4.5
742,SODA,Moscow,Creative Agency,Russia,X,Pharma & Healthcare,4.5
742,Uniqa ce,Moscow,Creative Agency,Russia,X,Alcoholic Drinks,4.5
770,BETC,São Paulo,Creative Agency,Brazil,,Toiletries & Cosmetics,4.4
770,CP+B,São Paulo,Creative Agency,Brazil,,Alcoholic Drinks,4.4
770,One Digital,São Paulo,Digital/Specialist Agency,Brazil,X,"Non-profit, public sector & education",4.4
770,TBWA\FULLSTOP,Jeddah,Creative Agency,Saudi Arabia,,Automotive,4.4
770,Akademetre,Istanbul,Creative Agency,Turkey,X,Clothing & Accessories,4.4
770,Landor,Istanbul,Creative Agency,Turkey,,Clothing & Accessories,4.4
770,Medya Evi,Istanbul,Media Agency,Turkey,X,Clothing & Accessories,4.4
770,Isobar,Moscow,Digital/Specialist Agency,Russia,,Telecoms & Utilities,4.4
770,Mindshare,Moscow,Media Agency,Russia,,"Telecoms & Utilities, Toiletries & Cosmetics",4.4
770,7 Agency,Cairo,Digital/Specialist Agency,Egypt,X,Soft Drinks,4.4
770,Code8 Digital,Dubai,Digital/Specialist Agency,United Arab Emirates,X,Toiletries & Cosmetics,4.4
770,Grey,Dubai,Creative Agency,United Arab Emirates,,Pharma & Healthcare,4.4
770,Impact BBDO,Cairo,Creative Agency,Egypt,,Financial Services,4.4
770,Initiative,Dubai,Media Agency,United Arab Emirates,,Automotive,4.4
770,J. Walter Thompson,Amman,Creative Agency,Jordan,,Automotive,4.4
770,J. Walter Thompson,Dubai,Creative Agency,United Arab Emirates,,Financial Services,4.4
770,OMD,Cairo,Media Agency,Egypt,,Soft Drinks,4.4
770,Spark Foundry,Dubai,Media Agency,United Arab Emirates,,Food,4.4
770,tph DDB,Riyadh,Creative Agency,Saudi Arabia,,Transport & Tourism,4.4
770,Xelement,Riyadh,Digital/Specialist Agency,Saudi Arabia,X,Media & Publishing,4.4
790,Anatome,Paris,Creative Agency,France,X,Financial Services,4.3
790,Havas Worldwide,Paris,Creative Agency,France,,Media & Publishing,4.3
790,Lauma Communication,Paris,Media Agency,France,X,Financial Services,4.3
790,Madame Bovary,Paris,Creative Agency,France,X,Financial Services,4.3
790,Roik,Paris,Media Agency,France,X,Retail,4.3
790,WNP,Paris,Creative Agency,France,X,Food,4.3
790,Cramer-Krasselt,Milwaukee,Digital/Specialist Agency,USA,X,"Non-profit, public sector & education",4.3
790,Revolution Digital,New York,Digital/Specialist Agency,USA,X,Pharma & Healthcare,4.3
790,TraceyLocke,New York,Creative Agency,USA,X,Pharma & Healthcare,4.3
790,MSLGroup,Dubai,Digital/Specialist Agency,United Arab Emirates,,"Telecoms & Utilities, Toiletries & Cosmetics",4.3
790,Visual Factory,Seoul,Creative Agency,South Korea,X,Clothing & Accessories,4.3
801,Bashful,Sydney,Creative Agency,Australia,X,Transport & Tourism,4.2
801,DDB,Mexico City,Creative Agency,Mexico,,Food,4.2
801,Eureka,Mexico City,Digital/Specialist Agency,Mexico,X,Alcoholic Drinks,4.2
801,Ferrer Comunicaciones,Mexico City,Creative Agency,Mexico,X,Automotive,4.2
801,Ganem Group,Mexico City,Creative Agency,Mexico,X,Business & Industrial,4.2
801,Leo Burnett,Mexico City,Creative Agency,Mexico,,Alcoholic Drinks,4.2
801,Maíz Azul,Mexico City,Creative Agency,Mexico,X,Food,4.2
801,Spark Foundry,Mexico City,Media Agency,Mexico,,Food,4.2
801,Almacén,Santa Fe,Creative Agency,Argentina,X,Automotive,4.2
801,Arena Media,Buenos Aires,Media Agency,Argentina,,Automotive,4.2
801,Havas Media,Buenos Aires,Media Agency,Argentina,,Media & Publishing,4.2
801,ICOLIC,Buenos Aires,Creative Agency,Argentina,X,Automotive,4.2
801,Initiative,Buenos Aires,Media Agency,Argentina,,Media & Publishing,4.2
801,Kepel&Mata,Buenos Aires,Creative Agency,Argentina,X,Soft Drinks,4.2
801,Quiroga Media,Buenos Aires,Media Agency,Argentina,X,Automotive,4.2
801,Reprise,Buenos Aires,Media Agency,Argentina,,Media & Publishing,4.2
817,Apella,Gdynia,Creative Agency,Poland,X,Leisure & Entertainment,4.1
817,Arena Media,Warsaw,Media Agency,Poland,,Retail,4.1
817,Bluerank,Łódź,Digital/Specialist Agency,Poland,X,Transport & Tourism,4.1
817,Brain,Warsaw,Creative Agency,Poland,X,Financial Services,4.1
817,Clos Brothers,Warsaw,Creative Agency,Poland,X,Automotive,4.1
817,Fullsix Media,Warsaw,Media Agency,Poland,,Transport & Tourism,4.1
817,GONG,Warsaw,Digital/Specialist Agency,Poland,X,Financial Services,4.1
817,GPD Agency,Warsaw,Digital/Specialist Agency,Poland,X,Retail,4.1
817,Havas Media,Warsaw,Media Agency,Poland,,Household & Domestic,4.1
817,K2 Media,Warsaw,Media Agency,Poland,X,Retail,4.1
817,Performics,Warsaw,Digital/Specialist Agency,Poland,,Retail,4.1
817,Scholz & Friends,Warsaw,Creative Agency,Poland,,Automotive,4.1
817,The&Partnership,Warsaw,Digital/Specialist Agency,Poland,,Automotive,4.1
817,Cosmos,Istanbul,Digital/Specialist Agency,Turkey,X,Food,4.1
817,Havas Worldwide,Istanbul,Creative Agency,Turkey,,Automotive,4.1
817,Hype,Istanbul,Creative Agency,Turkey,X,Transport & Tourism,4.1
817,Propaganda,Istanbul,Creative Agency,Turkey,X,"Food, Retail",4.1
817,Rabarba,Istanbul,Creative Agency,Turkey,X,Financial Services,4.1
817,Saatchi & Saatchi,Istanbul,Creative Agency,Turkey,,Toiletries & Cosmetics,4.1
817,Sesli Harfler,Istanbul,Creative Agency,Turkey,,Toiletries & Cosmetics,4.1
817,Starcom,Istanbul,Media Agency,Turkey,,Toiletries & Cosmetics,4.1
817,Vizeum,Istanbul,Media Agency,Turkey,,Transport & Tourism,4.1
817,Achtung! Mcgarrybowen,Amsterdam,Creative Agency,Netherlands,,Automotive,4.1
817,Etcetera,Amsterdam,Creative Agency,Netherlands,,"Non-profit, public sector & education",4.1
817,Indie,Amsterdam,Creative Agency,Netherlands,X,Telecoms & Utilities,4.1
817,iProspect,Amsterdam,Digital/Specialist Agency,Netherlands,,Telecoms & Utilities,4.1
817,N=5,Amsterdam,Creative Agency,Netherlands,X,Financial Services,4.1
817,Selmore,Amsterdam,Creative Agency,Netherlands,X,"Automotive, Financial Services",4.1
817,"Demner, Merlicek & Bergmann",Vienna,Creative Agency,Austria,X,"Food, Non-profit, public sector & education",4.1
817,Media 1,Vienna,Media Agency,Austria,X,"Food, Non-profit, public sector & education",4.1
817,MediaCom,Vienna,Media Agency,Austria,,"Business & Industrial, Transport & Tourism",4.1
817,Mindshare,Vienna,Media Agency,Austria,,Financial Services,4.1
817,Springer & Jacoby,Vienna,Creative Agency,Austria,X,Financial Services,4.1
817,UM PanMedia,Vienna,Media Agency,Austria,,"Non-profit, public sector & education",4.1
817,Virtual Identity,Vienna,Digital/Specialist Agency,Austria,X,Automotive,4.1
817,WIRZ,Vienna,Creative Agency,Austria,,Food,4.1
817,Happiness Brussels,Brussels,Creative Agency,Belgium,,"Non-profit, public sector & education",4.1
817,mortierbrigade,Brussels,Creative Agency,Belgium,X,"Financial Services, Telecoms & Utilities",4.1
817,Fairy Tailors,Prague,Creative Agency,Czech Republic,X,Leisure & Entertainment,4.1
817,TRIAD,Prague,Creative Agency,Czech Republic,X,Alcoholic Drinks,4.1
817,Wunderman,Prague,Digital/Specialist Agency,Czech Republic,,"Business & Industrial, Retail",4.1
817,Zaraguza,Prague,Digital/Specialist Agency,Czech Republic,X,Automotive,4.1
859,DIEVO,Kiev,Digital/Specialist Agency,Ukraine,X,Toiletries & Cosmetics,4.0
859,Digital Choo Marketing Agency,Kiev,Digital/Specialist Agency,Ukraine,X,Leisure & Entertainment,4.0
859,Hashtag,Kiev,Digital/Specialist Agency,Ukraine,X,Toiletries & Cosmetics,4.0
859,ISD Group,Kiev,Digital/Specialist Agency,Ukraine,X,Toiletries & Cosmetics,4.0
859,Isobar,Kiev,Digital/Specialist Agency,Ukraine,,"Household & Domestic, Toiletries & Cosmetics",4.0
859,MokCo,Kiev,Digital/Specialist Agency,Ukraine,X,Financial Services,4.0
859,OSDirect,Kiev,Digital/Specialist Agency,Ukraine,X,Toiletries & Cosmetics,4.0
859,PlusOne,Kiev,Creative Agency,Ukraine,X,"Non-profit, public sector & education",4.0
859,TBWA\Ukraine,Kiev,Creative Agency,Ukraine,,Retail,4.0
859,UAMASTER,Kiev,Digital/Specialist Agency,Ukraine,X,Financial Services,4.0
859,Web-Promo,Kiev,Digital/Specialist Agency,Ukraine,X,Financial Services,4.0
859,Ariadna,Bogotá,Digital/Specialist Agency,Colombia,X,Transport & Tourism,4.0
859,Beat,Bogotá,Creative Agency,Colombia,,Transport & Tourism,4.0
859,Findasense,Bogotá,Creative Agency,Colombia,X,Soft Drinks,4.0
859,Starcom,Bogotá,Media Agency,Colombia,,Soft Drinks,4.0
859,Briones y Asociados,Santiago,Media Agency,Chile,X,Pharma & Healthcare,4.0
859,Raya,Santiago,Digital/Specialist Agency,Chile,X,Food,4.0
859,UM,Santiago,Media Agency,Chile,,Financial Services,4.0
859,Walkers,Santiago,Creative Agency,Chile,X,"Non-profit, public sector & education",4.0
859,Asatsu-DK,Singapore,Creative Agency,Singapore,,"Non-profit, public sector & education",4.0
859,Graffiti BBDO,Sofia,Creative Agency,Bulgaria,,Financial Services,4.0
859,IQ Media,Sofia,Media Agency,Bulgaria,X,Food,4.0
859,KNOWAY,Sofia,Digital/Specialist Agency,Bulgaria,X,Telecoms & Utilities,4.0
859,PHD,Sofia,Media Agency,Bulgaria,,Food,4.0
859,reforma,Sofia,Creative Agency,Bulgaria,X,Food,4.0
859,The Smarts,Sofia,Creative Agency,Bulgaria,X,Food,4.0
859,Xplora,Sofia,Digital/Specialist Agency,Bulgaria,X,Food,4.0
859,Admine,Athens,Creative Agency,Greece,X,Tobacco,4.0
859,MediaCom,Budapest,Media Agency,Hungary,,Pharma & Healthcare,4.0
859,Mito,Budapest,Digital/Specialist Agency,Hungary,X,Telecoms & Utilities,4.0
859,Progressive Reklámügynökség,Budapest,Creative Agency,Hungary,X,Pharma & Healthcare,4.0
859,Wavemaker,Budapest,Media Agency,Hungary,,Telecoms & Utilities,4.0
859,GSL Promotus,Wellington,Creative Agency,New Zealand,X,"Non-profit, public sector & education",4.0
859,TBWA\Auckland,Auckland,Creative Agency,New Zealand,,Financial Services,4.0
859,TBWA\Helsinki,Helsinki,Creative Agency,Finland,,Toiletries & Cosmetics,4.0
859,ToinenPHD,Helsinki,Media Agency,Finland,,Toiletries & Cosmetics,4.0
859,BBDO,Santiago,Creative Agency,Chile,,Household & Domestic,4.0
859,Carne Prime Advertising House,Lima,Creative Agency,Peru,,Media & Publishing,4.0
859,Havas Media,Lima,Media Agency,Peru,,Telecoms & Utilities,4.0
859,MullenLowe,Lima,Creative Agency,Peru,,Household & Domestic,4.0
859,PHD,Lima,Media Agency,Peru,,Financial Services,4.0
859,Top Media,Lima,Media Agency,Peru,X,Household & Domestic,4.0
859,True,Lima,Creative Agency,Peru,X,Telecoms & Utilities,4.0
859,Youpanqui BBDO,Lima,Creative Agency,Peru,,Telecoms & Utilities,4.0
859,215 McCann,San Francisco,Creative Agency,USA,,Leisure & Entertainment,4.0
859,Carat,San Francisco,Media Agency,USA,,Leisure & Entertainment,4.0
859,Deutsch,Los Angeles,Creative Agency,USA,,Retail,4.0
859,Devries,New York,Creative Agency,USA,X,Toiletries & Cosmetics,4.0
859,Digitas,Los Angeles,Digital/Specialist Agency,USA,,Retail,4.0
859,Edelman,Los Angeles,Digital/Specialist Agency,USA,X,Retail,4.0
859,Golin,New York,Media Agency,USA,,Soft Drinks,4.0
859,GSD&M,Austin,Creative Agency,USA,,"Non-profit, public sector & education",4.0
859,mcgarrybowen,Chicago,Creative Agency,USA,,Food,4.0
859,McKinney,New York,Creative Agency,USA,X,Retail,4.0
859,Mekanism,San Francisco,Creative Agency,USA,X,Financial Services,4.0
859,MKTG,New York,Media Agency,USA,,Household & Domestic,4.0
859,Motive,New York,Creative Agency,USA,X,Soft Drinks,4.0
859,POSSIBLE,Seattle,Creative Agency,USA,,"Non-profit, public sector & education",4.0
859,R/GA,Chicago,Digital/Specialist Agency,USA,,Technology & Electronics,4.0
859,R/GA,New York,Digital/Specialist Agency,USA,,Soft Drinks,4.0
859,Saatchi & Saatchi,New York,Creative Agency,USA,,Household & Domestic,4.0
859,Spark Foundry,New York,Media Agency,USA,,Retail,4.0
859,The Weather Company,New York,Digital/Specialist Agency,USA,X,Pharma & Healthcare,4.0
859,Tribal Worldwide,New York,Digital/Specialist Agency,USA,,Pharma & Healthcare,4.0
859,Wasserman,New York,Digital/Specialist Agency,USA,X,Retail,4.0
859,Next Advertising,Bucharest,Creative Agency,Romania,X,Financial Services,4.0
859,Three,Bucharest,Creative Agency,Romania,X,Financial Services,4.0
859,Manch,Tel Aviv,Creative Agency,Israel,X,"Automotive, Retail",4.0
859,Paradais DDB,Quito,Creative Agency,Ecuador,,Soft Drinks,4.0
859,J. Walter Thompson,Montevideo,Creative Agency,Uruguay,,"Retail, Soft Drinks",4.0
859,Key Publicidad,Montevideo,Creative Agency,Uruguay,X,Food,4.0
859,Wavemaker,Montevideo,Media Agency,Uruguay,,Transport & Tourism,4.0
859,Wild Fi,Montevideo,Digital/Specialist Agency,Uruguay,X,Alcoholic Drinks,4.0
859,Y&R,Montevideo,Creative Agency,Uruguay,,Transport & Tourism,4.0
933,The Line,Buenos Aires,Creative Agency,Argentina,X,Soft Drinks,3.9
933,Brand Studio,Shanghai,Media Agency,China (Mainland),X,Food,3.9
933,Redder Advertising,Ho Chi Minh City,Creative Agency,Vietnam,X,Retail,3.9
933,TBWA\Santiago Mangada Puno,Makati,Creative Agency,Philippines,,Toiletries & Cosmetics,3.9
937,DEC BBDO,Barcelona,Creative Agency,Spain,,Transport & Tourism,3.8
937,Ogilvy,London,Creative Agency,UK,,Toiletries & Cosmetics,3.8
937,Proximity BBDO,Paris,Digital/Specialist Agency,France,,Toiletries & Cosmetics,3.8
937,MG Media,Istanbul,Media Agency,Turkey,X,"Food, Retail",3.8
941,Initiative,Lima,Media Agency,Peru,,Toiletries & Cosmetics,3.6
941,BBDO,Bangkok,Creative Agency,Thailand,,"Non-profit, public sector & education",3.6
941,Leo Burnett,Ho Chi Minh City,Creative Agency,Vietnam,,Toiletries & Cosmetics,3.6
941,MSLGroup,Ho Chi Minh City,Digital/Specialist Agency,Vietnam,,Toiletries & Cosmetics,3.6
941,MullenLowe,Boston,Creative Agency,USA,,Transport & Tourism,3.6
941,Proximity,Barcelona,Digital/Specialist Agency,Spain,,Automotive,3.6
941,Saatchi & Saatchi,Singapore,Creative Agency,Singapore,,Toiletries & Cosmetics,3.6
941,Saatchi & Saatchi,London,Creative Agency,UK,,Telecoms & Utilities,3.6
941,Saatchi & Saatchi,Ho Chi Minh City,Creative Agency,Vietnam,,Toiletries & Cosmetics,3.6
941,Taproot,Mumbai,Creative Agency,India,,Clothing & Accessories,3.6
941,Weber Shandwick,New York,Digital/Specialist Agency,USA,,Pharma & Healthcare,3.6
941,Forward Media,Santiago,Media Agency,Chile,,Telecoms & Utilities,3.6
953,Duda Polska,Warsaw,Creative Agency,Poland,X,Retail,3.4
953,Huta 19 im. Joachima Fersengelda,Warsaw,Creative Agency,Poland,X,Retail,3.4
953,Isobar,Warsaw,Digital/Specialist Agency,Poland,,Retail,3.4
953,Schbang Digital Solutions,Mumbai,Media Agency,India,X,Pharma & Healthcare,3.4
953,ABT,Istanbul,Digital/Specialist Agency,Turkey,X,Business & Industrial,3.4
953,Forward Media,Lima,Media Agency,Peru,,Telecoms & Utilities,3.4
953,Tribal 121,Lima,Digital/Specialist Agency,Peru,,Telecoms & Utilities,3.4
960,Sherpa42,São Paulo,Creative Agency,Brazil,X,Food,3.2
960,TeMMa,Moscow,Creative Agency,Russia,X,Household & Domestic,3.2
960,Mosaic,Moscow,Digital/Specialist Agency,Russia,X,Telecoms & Utilities,3.2
960,Sistole,Bogotá,Digital/Specialist Agency,Colombia,,"Business & Industrial, Financial Services",3.2
964,Asombo Extremo - The Amazement Agency,Florida,Digital/Specialist Agency,USA,X,Leisure & Entertainment,3.1
964,Mediaplus,Munich,Media Agency,Germany,X,Retail,3.1
964,Starcom,Jeddah,Media Agency,Saudi Arabia,,Automotive,3.1
964,PTR Digital,Warsaw,Digital/Specialist Agency,Poland,X,Household & Domestic,3.1
964,Impact Communications,New Delhi,Digital/Specialist Agency,India,X,Household & Domestic,3.1
964,Ogilvy,Bangalore,Creative Agency,India,,Telecoms & Utilities,3.1
970,Imaj,Istanbul,Creative Agency,Turkey,X,Toiletries & Cosmetics,2.9
970,Kollektif,Taksim,Digital/Specialist Agency,Turkey,X,Household & Domestic,2.9
970,Sinefekt,Istanbul,Creative Agency,Turkey,X,Toiletries & Cosmetics,2.9
970,All Channels Communication,Sofia,Digital/Specialist Agency,Bulgaria,X,Retail,2.9
970,Initiative,Sofia,Media Agency,Bulgaria,,Alcoholic Drinks,2.9
970,BBDO,Guatemala City,Creative Agency,Guatemala,,Soft Drinks,2.9
976,Mindshare,Montevideo,Media Agency,Uruguay,,Soft Drinks,2.7
977,Carat,Buenos Aires,Media Agency,Argentina,,Automotive,2.6
977,Carat,Bogotá,Media Agency,Colombia,,Automotive,2.6
977,Commonwealth//McCann,Bogotá,Creative Agency,Colombia,,Automotive,2.6
977,MRM//McCann,Buenos Aires,Digital/Specialist Agency,Argentina,,Automotive,2.6
977,TOC Associates,Lima,Digital/Specialist Agency,Peru,X,Financial Services,2.6
982,Magna,Cairo,Media Agency,Egypt,,Toiletries & Cosmetics,2.4
982,Bread,Santiago,Digital/Specialist Agency,Chile,X,Financial Services,2.4
984,King James,Cape Town,Creative Agency,South Africa,X,Financial Services,2.3
984,Contract Advertising,Mumbai,Creative Agency,India,,Automotive,2.3
984,DDB Mudra Group,New Delhi,Creative Agency,India,,Toiletries & Cosmetics,2.3
984,Dyuti,Chennai,Media Agency,India,X,Business & Industrial,2.3
984,Happy mcgarrybowen,Bangalore,Creative Agency,India,,Technology & Electronics,2.3
984,Mirum,Mumbai,Digital/Specialist Agency,India,,Financial Services,2.3
984,Rediffusion,Mumbai,Creative Agency,India,X,Automotive,2.3
984,The 120 Media Collective,Mumbai,Digital/Specialist Agency,India,X,Automotive,2.3
984,EN BLOC,Cologne,Creative Agency,Germany,X,Telecoms & Utilities,2.3
984,Kolle Rebbe,Hamburg,Creative Agency,Germany,,"Non-profit, public sector & education",2.3
984,Leagas Delaney,Hamburg,Creative Agency,Germany,X,Food,2.3
984,McCann,Frankfurt,Creative Agency,Germany,,"Non-profit, public sector & education",2.3
984,MRM//McCann,Frankfurt,Digital/Specialist Agency,Germany,,"Non-profit, public sector & education",2.3
984,OMD,Düsseldorf,Media Agency,Germany,,Food,2.3
984,Palmer Hargreaves,Cologne,Creative Agency,Germany,X,Telecoms & Utilities,2.3
984,Publicis Pixelpark,Cologne,Digital/Specialist Agency,Germany,,Telecoms & Utilities,2.3
984,Saatchi & Saatchi,Düsseldorf,Creative Agency,Germany,,Telecoms & Utilities,2.3
984,thjnk,Düsseldorf,Creative Agency,Germany,,Soft Drinks,2.3
1002,Brand Up,Moscow,Creative Agency,Russia,X,Retail,2.2
1002,Code of Trade,Moscow,Media Agency,Russia,,Transport & Tourism,2.2
1002,Creata,Moscow,Creative Agency,Russia,X,Retail,2.2
1002,Dentsu X,Moscow,Digital/Specialist Agency,Russia,,Financial Services,2.2
1002,DPG,Moscow,Creative Agency,Russia,X,"Non-profit, public sector & education",2.2
1002,E:MG,Moscow,Creative Agency,Russia,X,"Non-profit, public sector & education",2.2
1002,ICON,Moscow,Creative Agency,Russia,X,Toiletries & Cosmetics,2.2
1002,Media Direction Group,Moscow,Media Agency,Russia,,Transport & Tourism,2.2
1002,Ogilvy,Moscow,Creative Agency,Russia,,Toiletries & Cosmetics,2.2
1002,oneFactor,Moscow,Digital/Specialist Agency,Russia,X,Transport & Tourism,2.2
1002,Smetana,Moscow,Creative Agency,Russia,X,Financial Services,2.2
1002,Wavemaker,Moscow,Media Agency,Russia,,Toiletries & Cosmetics,2.2
1002,FCB,São Paulo,Creative Agency,Brazil,,Food,2.2
1002,Mutato,São Paulo,Creative Agency,Brazil,X,Toiletries & Cosmetics,2.2
1002,NBS,Rio de Janeiro,Creative Agency,Brazil,,Business & Industrial,2.2
1002,R/GA,São Paulo,Digital/Specialist Agency,Brazil,,Financial Services,2.2
1002,Santa Clara,São Paulo,Creative Agency,Brazil,X,Pharma & Healthcare,2.2
1002,Wunderman,São Paulo,Digital/Specialist Agency,Brazil,,Telecoms & Utilities,2.2
1002,Y&R,São Paulo,Creative Agency,Brazil,,Telecoms & Utilities,2.2
1002,Cheil Worldwide,Dubai,Creative Agency,United Arab Emirates,X,Technology & Electronics,2.2
1002,FP7/McCann Istanbul,Istanbul,Creative Agency,Turkey,,Technology & Electronics,2.2
1002,MSLGroup,Beirut,Digital/Specialist Agency,Lebanon,,Retail,2.2
1002,Publicis,Beirut,Creative Agency,Lebanon,,Retail,2.2
1002,Climat Media Agency,Paris,Media Agency,France,X,Business & Industrial,2.2
1002,Fabernovel,Paris,Digital/Specialist Agency,France,X,Clothing & Accessories,2.2
1002,Gyro,Paris,Creative Agency,France,,Technology & Electronics,2.2
1002,Les grOs mOts,Paris,Creative Agency,France,X,Business & Industrial,2.2
1002,MediaCom,Paris,Media Agency,France,,Food,2.2
1030,1-10Holdings,Kyoto,Digital/Specialist Agency,Japan,X,Financial Services,2.1
1030,Campbell Ewald,Los Angeles,Creative Agency,USA,,Financial Services,2.1
1030,Casanova//McCann,Los Angeles,Creative Agency,USA,,Financial Services,2.1
1030,Current Marketing,Chicago,Creative Agency,USA,,"Non-profit, public sector & education",2.1
1030,GroupeConnect,Massachusetts,Digital/Specialist Agency,USA,,Financial Services,2.1
1030,Harte Hanks,New York,Digital/Specialist Agency,USA,X,Financial Services,2.1
1030,Hill Holiday,New York,Creative Agency,USA,,Financial Services,2.1
1030,Intertrend,California,Creative Agency,USA,X,Financial Services,2.1
1030,Lagrant Communications,Los Angeles,Creative Agency,USA,X,Financial Services,2.1
1030,TPN,New York,Digital/Specialist Agency,USA,X,Financial Services,2.1
1030,TYO,Tokyo,Creative Agency,Japan,X,Financial Services,2.1
1030,Innocean Worldwide,Seoul,Creative Agency,South Korea,X,Automotive,2.1
1030,Phoenix Communications,Seoul,Creative Agency,South Korea,X,Pharma & Healthcare,2.1
1030,J. Walter Thompson,Melbourne,Creative Agency,Australia,,Food,2.1
1030,Alvarado Molina,Mexico City,Creative Agency,Mexico,X,"Non-profit, public sector & education",2.1
1030,Bahía Digital,Mexico City,Digital/Specialist Agency,Mexico,X,Financial Services,2.1
1030,Beker/Socialand,Mexico City,Creative Agency,Mexico,X,"Non-profit, public sector & education",2.1
1030,Effective Media,Mexico City,Media Agency,Mexico,X,Soft Drinks,2.1
1030,FCB,Mexico City,Creative Agency,Mexico,,Toiletries & Cosmetics,2.1
1030,Idee,Mexico City,Creative Agency,Mexico,X,Food,2.1
1030,Ogilvy,Mexico City,Creative Agency,Mexico,,Soft Drinks,2.1
1030,Publicis,Mexico City,Creative Agency,Mexico,,Food,2.1
1030,Pulpo Creatividad,Pachuca,Digital/Specialist Agency,Mexico,X,Financial Services,2.1
1030,Starcom,Mexico City,Media Agency,Mexico,,Food,2.1
1030,Don,Buenos Aires,Creative Agency,Argentina,X,Telecoms & Utilities,2.1
1030,Leo Burnett,Buenos Aires,Creative Agency,Argentina,,Financial Services,2.1
1030,Naya Medios,Buenos Aires,Media Agency,Argentina,X,Telecoms & Utilities,2.1
1030,Impact BBDO,Dubai,Creative Agency,United Arab Emirates,,Food,2.1
1030,The Classic Partnership Advertising Dubai,Dubai,Creative Agency,United Arab Emirates,,Pharma & Healthcare,2.1
1030,121PR,Warsaw,Digital/Specialist Agency,Poland,X,Toiletries & Cosmetics,2.1
1030,Golden Submarine,Warsaw,Creative Agency,Poland,X,Alcoholic Drinks,2.1
1030,LiquidThread,Warsaw,Digital/Specialist Agency,Poland,,Soft Drinks,2.1
1030,Media Group,Warsaw,Media Agency,Poland,X,Pharma & Healthcare,2.1
1030,Nanovo,Warsaw,Digital/Specialist Agency,Poland,X,Retail,2.1
1030,The Digitals,Warsaw,Digital/Specialist Agency,Poland,X,Financial Services,2.1
1030,Y&R,Warsaw,Creative Agency,Poland,,"Non-profit, public sector & education",2.1
1030,Cheil Worldwide,Istanbul,Creative Agency,Turkey,X,Retail,2.1
1030,Goodworks,Istanbul,Creative Agency,Turkey,X,Household & Domestic,2.1
1030,GTB,Istanbul,Creative Agency,Turkey,,Automotive,2.1
1030,Kalita Araştırma,Istanbul,Creative Agency,Turkey,X,Food,2.1
1030,Lobby,Istanbul,Digital/Specialist Agency,Turkey,X,Household & Domestic,2.1
1030,Magiclick,Istanbul,Digital/Specialist Agency,Turkey,X,Toiletries & Cosmetics,2.1
1030,Skala Medya,Istanbul,Media Agency,Turkey,X,Media & Publishing,2.1
1030,Speed Medya,Istanbul,Media Agency,Turkey,X,Retail,2.1
1030,Tick Tock Boom,Istanbul,Digital/Specialist Agency,Turkey,X,Automotive,2.1
1030,Time Integrated Communications Planning,Istanbul,Media Agency,Turkey,X,Retail,2.1
1030,Zer,Istanbul,Creative Agency,Turkey,X,Automotive,2.1
1030,A Bigger Circle,Amsterdam,Digital/Specialist Agency,Netherlands,X,Business & Industrial,2.1
1030,Cheil Worldwide,Amsterdam,Creative Agency,Netherlands,X,Technology & Electronics,2.1
