Rank,Agency Name,City,Agency Type,Agency Location,Independent?,Product Category,Points
1030,Dawn,Amsterdam,Creative Agency,Netherlands,X,Financial Services,2.1
1030,De Issuemakers,Amstelveen,Creative Agency,Netherlands,X,Business & Industrial,2.1
1030,Fresh Fruit Digital,Eindhoven,Digital/Specialist Agency,Netherlands,,Automotive,2.1
1030,Grey,Amsterdam,Creative Agency,Netherlands,,Business & Industrial,2.1
1030,Hagens PR,Amsterdam,Digital/Specialist Agency,Netherlands,X,Financial Services,2.1
1030,Jalt,Amsterdam,Digital/Specialist Agency,Netherlands,X,Financial Services,2.1
1030,Joe Public,Amsterdam,Creative Agency,Netherlands,X,Financial Services,2.1
1030,Mindshare,Amsterdam,Media Agency,Netherlands,,Financial Services,2.1
1030,Skybox,Amsterdam,Digital/Specialist Agency,Netherlands,X,Business & Industrial,2.1
1030,Vizeum,Amsterdam,Media Agency,Netherlands,,Financial Services,2.1
1030,XXS,Amsterdam,Creative Agency,Netherlands,X,Financial Services,2.1
1030,ZIGT MediaBureau,Hoofddorp,Media Agency,Netherlands,X,Financial Services,2.1
1030,BBDO,Kuala Lumpur,Creative Agency,Malaysia,,"Non-profit, public sector & education",2.1
1030,J. Walter Thompson,Petaling Jaya,Creative Agency,Malaysia,,Food,2.1
1030,Leo Burnett,Kuala Lumpur,Creative Agency,Malaysia,,Retail,2.1
1030,Mindshare,Kuala Lumpur,Media Agency,Malaysia,,Soft Drinks,2.1
1030,Ogilvy,Petaling Jaya,Creative Agency,Malaysia,,Soft Drinks,2.1
1096,AboutMedia,Vienna,Digital/Specialist Agency,Austria,X,Automotive,2.0
1096,Havas Media,Vienna,Media Agency,Austria,,Automotive,2.0
1096,OmniMedia,Vienna,Media Agency,Austria,,Leisure & Entertainment,2.0
1096,BBDO,Brussels,Creative Agency,Belgium,,Pharma & Healthcare,2.0
1096,Dallas Antwerp,Antwerp,Creative Agency,Belgium,X,Alcoholic Drinks,2.0
1096,darwin BBDO,Machelen,Creative Agency,Belgium,,Soft Drinks,2.0
1096,DDB,Brussels,Creative Agency,Belgium,,Financial Services,2.0
1096,Digipolcans,Brussels,Digital/Specialist Agency,Belgium,X,Telecoms & Utilities,2.0
1096,FamousGrey,Brussels,Creative Agency,Belgium,,Automotive,2.0
1096,LDV United,Antwerp,Creative Agency,Belgium,,Food,2.0
1096,Pivott,Vilvoorde,Creative Agency,Belgium,X,Telecoms & Utilities,2.0
1096,Zenith,Brussels,Media Agency,Belgium,,Pharma & Healthcare,2.0
1096,Farner Consulting,Zurich,Creative Agency,Switzerland,X,Leisure & Entertainment,2.0
1096,FCB,Zurich,Creative Agency,Switzerland,,Financial Services,2.0
1096,Ogilvy,Zurich,Creative Agency,Switzerland,,Soft Drinks,2.0
1096,Process,Zurich,Creative Agency,Switzerland,X,Retail,2.0
1096,Virtue,Zurich,Creative Agency,Switzerland,,Retail,2.0
1096,Y&R,Zurich,Creative Agency,Switzerland,,Retail,2.0
1096,Brain One,Prague,Creative Agency,Czech Republic,X,Business & Industrial,2.0
1096,Kaspen/Jung von Matt,Prague,Creative Agency,Czech Republic,X,Soft Drinks,2.0
1096,Leo Burnett,Prague,Creative Agency,Czech Republic,,Financial Services,2.0
1096,Momentum,Prague,Digital/Specialist Agency,Czech Republic,,Food,2.0
1096,Aimbulance,Kiev,Creative Agency,Ukraine,X,Financial Services,2.0
1096,AR.TEAM,Minsk,Digital/Specialist Agency,Belarus,X,Food,2.0
1096,Be-It Agency,Kiev,Creative Agency,Ukraine,X,Financial Services,2.0
1096,Blue 449,Kiev,Media Agency,Ukraine,,Food,2.0
1096,Dentsu,Kiev,Creative Agency,Ukraine,,Toiletries & Cosmetics,2.0
1096,Dentsu Media,Kiev,Media Agency,Ukraine,,Leisure & Entertainment,2.0
1096,Havas Digital,Kiev,Digital/Specialist Agency,Ukraine,,Food,2.0
1096,Havas Worldwide,Kiev,Creative Agency,Ukraine,,Financial Services,2.0
1096,Publicis,Kiev,Creative Agency,Ukraine,,Food,2.0
1096,Saatchi & Saatchi,Kiev,Creative Agency,Ukraine,,Retail,2.0
1096,SIGMA,Kiev,Digital/Specialist Agency,Ukraine,X,Financial Services,2.0
1096,Tribal Worldwide,Kiev,Digital/Specialist Agency,Ukraine,,Automotive,2.0
1096,TWIGA Digital,Kiev,Digital/Specialist Agency,Ukraine,X,Retail,2.0
1096,Vizeum,Kiev,Media Agency,Ukraine,,Automotive,2.0
1096,VMLY&R,Kiev,Creative Agency,Ukraine,,Food,2.0
1096,Leo Burnett,Bogotá,Creative Agency,Colombia,,Alcoholic Drinks,2.0
1096,MediaCom,Bogotá,Media Agency,Colombia,,Food,2.0
1096,Netsonic TV,Madrid,Media Agency,Spain,X,Toiletries & Cosmetics,2.0
1096,TBWA\Colombia,Bogotá,Creative Agency,Colombia,,Toiletries & Cosmetics,2.0
1096,Azerta,Santiago,Creative Agency,Chile,X,"Non-profit, public sector & education",2.0
1096,Concéntrico,Santiago,Media Agency,Chile,X,Business & Industrial,2.0
1096,Espinaca,Santiago,Creative Agency,Chile,X,"Non-profit, public sector & education",2.0
1096,Kinder,Santiago,Creative Agency,Chile,X,Retail,2.0
1096,MRM//McCann,Santiago,Digital/Specialist Agency,Chile,,"Non-profit, public sector & education",2.0
1096,Porta,Santiago,Creative Agency,Chile,X,"Non-profit, public sector & education",2.0
1096,Promoplan,Santiago,Creative Agency,Chile,X,Telecoms & Utilities,2.0
1096,R/GA,Santiago,Digital/Specialist Agency,Chile,,Retail,2.0
1096,Swim,Santiago,Media Agency,Chile,,Retail,2.0
1096,Entropia,Kuala Lumpur,Digital/Specialist Agency,Malaysia,X,Soft Drinks,2.0
1096,Havas Media,Singapore,Media Agency,Singapore,,Soft Drinks,2.0
1096,Havas Worldwide,Singapore,Creative Agency,Singapore,,Financial Services,2.0
1096,Dentsu,Sofia,Creative Agency,Bulgaria,,Alcoholic Drinks,2.0
1096,Nitram,Sofia,Creative Agency,Bulgaria,X,Alcoholic Drinks,2.0
1096,Cream,Athens,Creative Agency,Greece,X,Financial Services,2.0
1096,Wavemaker,Athens,Media Agency,Greece,,Financial Services,2.0
1096,Bistro Reklámügynökség,Budapest,Creative Agency,Hungary,X,Alcoholic Drinks,2.0
1096,Mindshare,Budapest,Media Agency,Hungary,,Retail,2.0
1096,PanMedia Western,Budapest,Media Agency,Hungary,,"Non-profit, public sector & education",2.0
1096,FCB,Auckland,Creative Agency,New Zealand,,Telecoms & Utilities,2.0
1096,DDB,Helsinki,Creative Agency,Finland,,Retail,2.0
1096,Drum Communications,Helsinki,Media Agency,Finland,,Business & Industrial,2.0
1096,OMD,Helsinki,Media Agency,Finland,,Retail,2.0
1096,No2,Lima,Digital/Specialist Agency,Peru,X,Food,2.0
1096,TBWA\Peru,Lima,Creative Agency,Peru,,Financial Services,2.0
1096,Yellow,Lima,Creative Agency,Peru,X,Food,2.0
1096,Octagon,New York,Creative Agency,USA,,Retail,2.0
1096,GMP Advertising,Bucharest,Creative Agency,Romania,X,Financial Services,2.0
1096,Graffiti BBDO,Bucharest,Creative Agency,Romania,,Retail,2.0
1096,Kubris Interactive,Bucharest,Digital/Specialist Agency,Romania,X,Alcoholic Drinks,2.0
1096,Great Digital Partners,Tel Aviv,Digital/Specialist Agency,Israel,X,Business & Industrial,2.0
1096,Publicis,Quito,Creative Agency,Ecuador,,Telecoms & Utilities,2.0
1096,Publicitas Saatchi & Saatchi,Quito,Creative Agency,Ecuador,,Alcoholic Drinks,2.0
1096,DoubleDigit,San José,Digital/Specialist Agency,Costa Rica,X,Soft Drinks,2.0
1096,La Tres,San José,Creative Agency,Costa Rica,X,"Non-profit, public sector & education",2.0
1096,Porter Novelli,San José,Digital/Specialist Agency,Costa Rica,,Media & Publishing,2.0
1096,The Hook Marketing Coaching,San José,Digital/Specialist Agency,Costa Rica,X,"Non-profit, public sector & education",2.0
1096,404,Zagreb,Creative Agency,Croatia,X,Telecoms & Utilities,2.0
1096,Brigada,Zagreb,Creative Agency,Croatia,,Financial Services,2.0
1096,Media Polis,Zagreb,Media Agency,Croatia,X,Telecoms & Utilities,2.0
1096,Pro Media Group,Zagreb,Media Agency,Croatia,X,Telecoms & Utilities,2.0
1096,Publicis,Zagreb,Creative Agency,Croatia,,Alcoholic Drinks,2.0
1096,Birome,Montevideo,Creative Agency,Uruguay,X,Alcoholic Drinks,2.0
1096,CeroNegativo,Montevideo,Digital/Specialist Agency,Uruguay,X,Alcoholic Drinks,2.0
1096,FCB,Montevideo,Creative Agency,Uruguay,,Retail,2.0
1096,Initiative,Montevideo,Media Agency,Uruguay,,Soft Drinks,2.0
1096,PHD,Montevideo,Media Agency,Uruguay,,Alcoholic Drinks,2.0
1096,Semark,Montevideo,Creative Agency,Uruguay,X,Alcoholic Drinks,2.0
1096,UNIK,Montevideo,Digital/Specialist Agency,Uruguay,X,Financial Services,2.0
1186,TCC Retail Marketing,Warsaw,Digital/Specialist Agency,Poland,X,Retail,1.7
1186,OMD,Istanbul,Media Agency,Turkey,,Food,1.7
1188,RAPP,São Paulo,Digital/Specialist Agency,Brazil,,Soft Drinks,1.6
1188,W3Haus,São Paulo,Creative Agency,Brazil,X,Toiletries & Cosmetics,1.6
1190,Cereyan Medya,Istanbul,Media Agency,Turkey,X,Clothing & Accessories,1.5
1190,Desibel,Istanbul,Creative Agency,Turkey,X,Clothing & Accessories,1.5
1190,Krombera,Istanbul,Digital/Specialist Agency,Turkey,X,Financial Services,1.5
1193,Digital Bond,Santiago,Digital/Specialist Agency,Chile,X,Retail,1.2
1193,Redon,Santiago,Digital/Specialist Agency,Chile,X,Media & Publishing,1.2
1195,Media Direction Programmatic,Moscow,Digital/Specialist Agency,Russia,,Transport & Tourism,1.1
1196,Muse,Istanbul,Creative Agency,Turkey,X,Food,1.0
1196,Memo2,Amsterdam,Digital/Specialist Agency,Netherlands,X,Business & Industrial,1.0
1196,Adsapience,Kiev,Creative Agency,Ukraine,X,Financial Services,1.0
1196,McCann,Budapest,Creative Agency,Hungary,,Soft Drinks,1.0
1200,WYP Brand Solutions,Mumbai,Media Agency,India,X,Retail,.8
1201,Señor López,Bogotá,Creative Agency,Colombia,,Household & Domestic,.6
1202,Mediawise,Bogotá,Creative Agency,Colombia,X,Business & Industrial,.3
,,,,,,,
© WARC 2021. Please refer to https://warc.com/rankings/effective-100/methodology for further information,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
