Rank,Agency Name,City,Agency Type,Agency Location,Independent?,Product Category,Points
253,MRM Meteorite,,Digital/Specialist Agency,UK,,"Leisure & Entertainment, Retail",21.1
256,Momentum Prague,,Digital/Specialist Agency,Czech Republic,,"Automotive, Non-profit, public sector & education, Transport & Tourism",21.0
256,Edelman Atlanta,,Digital/Specialist Agency,USA,X,Retail,21.0
256,Leo Burnett İstanbul,,Creative Agency,Turkey,,"Automotive, Toiletries & Cosmetics",21.0
256,McCann İstanbul,,Creative Agency,Turkey,,"Financial Services, Retail, Telecoms & Utilities, Toiletries & Cosmetics",21.0
256,TBWA\NEBOKO,,Creative Agency,Netherlands,,"Alcoholic Drinks, Food, Retail",21.0
261,UM PanMedia,,Media Agency,Austria,,"Food, Retail",20.9
261,Rothco,,Creative Agency,Ireland,X,"Alcoholic Drinks, Financial Services, Food, Retail",20.9
261,Wirz Werbung Zürich,,Digital/Specialist Agency,Switzerland,,"Automotive, Non-profit, public sector & education, Retail",20.9
261,MEC Budapest,,Media Agency,Hungary,,Telecoms & Utilities,20.9
261,BBDO Kiev,,Creative Agency,Ukraine,,"Soft Drinks, Telecoms & Utilities",20.9
266,Media Investment,,Media Agency,Romania,X,"Alcoholic Drinks, Telecoms & Utilities",20.8
267,MullenLowe Singapore,,Creative Agency,Singapore,,"Household & Domestic, Toiletries & Cosmetics",20.7
267,Marketing Arm,,Digital/Specialist Agency,USA,,"Food, Pharma & Healthcare, Toiletries & Cosmetics",20.7
269,Arena Media Madrid,,Media Agency,Spain,,"Alcoholic Drinks, Food, Retail, Telecoms & Utilities",20.6
269,Mindshare London,,Media Agency,UK,,"Automotive, Telecoms & Utilities, Toiletries & Cosmetics",20.6
271,Jung von Matt AG,,Creative Agency,Germany,X,Retail,20.5
272,JWT New York,,Creative Agency,USA,,"Non-profit, public sector & education, Pharma & Healthcare",20.4
273,Starcom London,,Media Agency,USA,,Toiletries & Cosmetics,20.3
274,Pablo,,Creative Agency,UK,X,"Non-profit, public sector & education",20.2
274,Geometry Global Singapore,,Digital/Specialist Agency,Singapore,,Leisure & Entertainment,20.2
276,Publicis Impetu,,Creative Agency,Uruguay,,"Financial Services, Non-profit, public sector & education, Telecoms & Utilities",20.1
276,Y&R Uruguay,,Creative Agency,Uruguay,,"Food, Leisure & Entertainment, Non-profit, public sector & education, Soft Drinks, Transport & Tourism",20.1
278,FRED & FARID Paris,,Digital/Specialist Agency,France,X,"Financial Services, Media & Publishing, Technology & Electronics",19.9
278,OMD Paris,,Media Agency,France,,"Automotive, Food, Retail, Technology & Electronics",19.9
280,OgilvyOne Singapore,,Digital/Specialist Agency,Singapore,,"Retail, Telecoms & Utilities",19.8
280,TMW Unlimited,,Creative Agency,UK,,"Alcoholic Drinks, Non-profit, public sector & education, Toiletries & Cosmetics",19.8
280,AMP Agency,,Creative Agency,USA,X,Toiletries & Cosmetics,19.8
280,Leo Burnett/Arc Worldwide Chicago,,Digital/Specialist Agency,USA,,"Pharma & Healthcare, Toiletries & Cosmetics",19.8
280,McGarryBowen New York,,Creative Agency,USA,,Financial Services,19.8
280,Periscope,,Creative Agency,USA,X,Retail,19.8
280,Quirk Creative,,Creative Agency,USA,X,Financial Services,19.8
287,MEC London,,Media Agency,UK,,"Financial Services, Food, Non-profit, public sector & education, Pharma & Healthcare",19.7
287,Weber Shandwick New York,,Digital/Specialist Agency,USA,,"Business & Industrial, Food, Non-profit, public sector & education",19.7
289,RAYA,,Digital/Specialist Agency,Chile,X,"Automotive, Retail, Soft Drinks",19.6
290,PHD Dublin,,Media Agency,Ireland,,"Food, Transport & Tourism",19.5
290,Carmichael Lynch,,Creative Agency,USA,,Automotive,19.5
290,Citizen Relations,,Digital/Specialist Agency,USA,,"Household & Domestic, Toiletries & Cosmetics",19.5
293,Dentsu Tokyo,,Creative Agency,Japan,,"Soft Drinks, Telecoms & Utilities",19.4
293,Hjaltelin Stahl,,Creative Agency,Denmark,X,"Non-profit, public sector & education, Pharma & Healthcare",19.4
293,Unite,,Digital/Specialist Agency,Russia,,Retail,19.4
296,KBS New York,,Creative Agency,USA,X,Automotive,19.2
297,RKCR/Y&R,,Creative Agency,UK,,"Non-profit, public sector & education",19.1
297,TBWA\London,,Creative Agency,UK,,Retail,19.1
297,Ogilvy & Mather Toronto,,Creative Agency,Canada,,"Food, Soft Drinks",19.1
300,Arthur London,,Creative Agency,UK,X,"Non-profit, public sector & education",19.0
300,Havas helia,,Digital/Specialist Agency,UK,,"Retail, Toiletries & Cosmetics, Transport & Tourism",19.0
302,WCRS London,,Creative Agency,UK,X,"Financial Services, Non-profit, public sector & education",18.9
302,Isobar Shanghai,,Digital/Specialist Agency,China (Mainland),,Food,18.9
302,Inspire Advertising Taipei,,Creative Agency,Taiwan,X,"Financial Services, Pharma & Healthcare",18.9
302,BBDO Guatemala,,Creative Agency,Guatemala,,"Food, Retail",18.9
302,FCB Media Auckland,,Media Agency,New Zealand,,"Leisure & Entertainment, Non-profit, public sector & education",18.9
307,OMD Dubai,,Media Agency,United Arab Emirates,,"Household & Domestic, Retail",18.7
307,C-Section,,Creative Agency,Turkey,X,"Household & Domestic, Telecoms & Utilities",18.7
309,Arnold Worldwide,,Creative Agency,USA,,"Clothing & Accessories, Telecoms & Utilities",18.6
309,BBDO San Francisco,,Creative Agency,USA,,"Food, Household & Domestic",18.6
309,IN Marketing Services,,Digital/Specialist Agency,USA,X,Household & Domestic,18.6
309,Lunchbox,,Digital/Specialist Agency,USA,,"Food, Toiletries & Cosmetics",18.6
309,McCann Detroit,,Creative Agency,USA,,Transport & Tourism,18.6
309,Saatchi & Saatchi New York,,Creative Agency,USA,,Retail,18.6
309,Taylor Strategy New York,,Digital/Specialist Agency,USA,X,Financial Services,18.6
309,The Martin Agency New York,,Creative Agency,USA,X,Financial Services,18.6
309,TBWA\Korea,,Creative Agency,South Korea,,"Business & Industrial, Toiletries & Cosmetics",18.6
318,Mediaplus,,Media Agency,Germany,,"Business & Industrial, Retail, Technology & Electronics",18.5
318,TBWA\Hakuhodo,,Creative Agency,Japan,,"Automotive, Retail",18.5
320,Initiative Kuala Lumpur,,Media Agency,Malaysia,,Telecoms & Utilities,18.4
320,DDB&tribal,,Creative Agency,Poland,,"Business & Industrial, Non-profit, public sector & education, Retail",18.4
322,Leo Burnett Madrid,,Creative Agency,Spain,,"Food, Non-profit, public sector & education",18.3
322,Ogilvy & Mather Colombia,,Creative Agency,Colombia,,"Financial Services, Retail",18.3
322,BBH Singapore,,Creative Agency,Singapore,,Financial Services,18.3
322,Isobar Budapest,,Digital/Specialist Agency,Hungary,,"Technology & Electronics, Telecoms & Utilities",18.3
326,Kinograf,,Creative Agency,Ukraine,X,Alcoholic Drinks,18.2
326,Ogilvy & Mather Kiev,,Creative Agency,Ukraine,,"Food, Retail",18.2
326,Yehoshua\TBWA,,Creative Agency,Israel,,Food,18.2
329,Geometry Global Hong Kong,,Digital/Specialist Agency,Hong Kong,,"Alcoholic Drinks, Non-profit, public sector & education",17.9
329,Geometry Global Kuala Lumpur,,Digital/Specialist Agency,Malaysia,,"Alcoholic Drinks, Financial Services, Household & Domestic",17.9
331,MediaCom Mexico City,,Media Agency,Mexico,,"Leisure & Entertainment, Soft Drinks",17.7
331,Red Fuse Communications,,Creative Agency,USA,X,Household & Domestic,17.7
333,Havas Worldwide Gurisa,,Creative Agency,Uruguay,,"Alcoholic Drinks, Household & Domestic, Non-profit, public sector & education, Retail",17.6
333,Punto Ogilvy & Mather,,Creative Agency,Uruguay,,"Financial Services, Non-profit, public sector & education, Retail",17.6
333,TBWA\Singapore,,Creative Agency,Singapore,,"Non-profit, public sector & education",17.6
336,BBDO Shanghai,,Creative Agency,China (Mainland),,"Financial Services, Toiletries & Cosmetics",17.1
337,Mindshare Kuala Lumpur,,Media Agency,Malaysia,,"Financial Services, Retail, Soft Drinks, Telecoms & Utilities",17.0
337,CLM BBDO,,Creative Agency,France,,"Automotive, Retail",17.0
337,Vizeum Paris,,Media Agency,France,,"Food, Media & Publishing",17.0
340,Grey Melbourne,,Creative Agency,Australia,,"Non-profit, public sector & education",16.9
341,Cundari Toronto,,Creative Agency,Canada,X,"Automotive, Non-profit, public sector & education",16.8
342,Contract Advertising,,Creative Agency,India,X,"Automotive, Pharma & Healthcare",16.7
343,OMD Cairo,,Media Agency,Egypt,,Soft Drinks,16.6
343,I&S BBDO Tokyo,,Creative Agency,Japan,,"Food, Transport & Tourism",16.6
345,Leo Burnett Manila,,Creative Agency,Philippines,,Retail,16.5
346,MediaCom Copenhagen,,Media Agency,Denmark,,"Financial Services, Retail",16.4
346,Ogilvy & Mather Paris,,Creative Agency,USA,,"Soft Drinks, Toiletries & Cosmetics",16.4
346,INDIE,,Creative Agency,Argentina,X,"Alcoholic Drinks, Retail, Telecoms & Utilities",16.4
349,Zaraguza Bratislava,,Digital/Specialist Agency,Slovakia,X,Soft Drinks,16.2
349,JWT Auckland,,Creative Agency,New Zealand,,"Alcoholic Drinks, Retail",16.2
351,Carat London,,Media Agency,UK,,"Automotive, Financial Services, Non-profit, public sector & education",16.1
351,Dstillery,,Digital/Specialist Agency,USA,X,Food,16.1
351,Marketing Evolution,,Digital/Specialist Agency,USA,X,Media & Publishing,16.1
351,TMP Worldwide New York,,Digital/Specialist Agency,USA,X,Business & Industrial,16.1
351,WE Communications,,Digital/Specialist Agency,USA,X,Automotive,16.1
351,OMD Copenhagen,,Media Agency,Denmark,,Clothing & Accessories,16.1
351,"Wibroe, Duckert & Partners",,Creative Agency,Denmark,X,"Alcoholic Drinks, Clothing & Accessories",16.1
351,DAVID The Agency Sao Paulo,,Creative Agency,Brazil,,Retail,16.1
351,Momentum Sao Paulo,,Digital/Specialist Agency,Brazil,,Automotive,16.1
360,"*S,C,P,F…",,Creative Agency,Spain,,"Business & Industrial, Clothing & Accessories, Financial Services",16.0
360,M&C Saatchi Stockholm,,Creative Agency,Sweden,X,"Alcoholic Drinks, Telecoms & Utilities, Transport & Tourism",16.0
360,MRM Bucharest,,Digital/Specialist Agency,Romania,,"Non-profit, public sector & education, Retail, Telecoms & Utilities",16.0
360,BBDO Moscow,,Creative Agency,Russia,,"Food, Retail, Telecoms & Utilities",16.0
360,Contrapunto BBDO Moscow,,Creative Agency,Russia,,"Business & Industrial, Telecoms & Utilities",16.0
360,Sístole,,Digital/Specialist Agency,Colombia,,"Financial Services, Soft Drinks, Transport & Tourism",16.0
366,Horizon Media,,Media Agency,USA,X,"Financial Services, Food",15.9
366,Havas Worldwide Dublin,,Creative Agency,Ireland,,"Alcoholic Drinks, Soft Drinks",15.9
366,The Social Partners,,Digital/Specialist Agency,UK,X,Household & Domestic,15.9
369,BBDO Mexico City,,Creative Agency,Mexico,,"Food, Household & Domestic, Soft Drinks",15.8
369,Grey Mexico,,Creative Agency,Mexico,,"Alcoholic Drinks, Media & Publishing",15.8
369,DDB Sydney,,Creative Agency,Australia,,"Financial Services, Retail",15.8
369,Beijing Digital Technology Company,,Digital/Specialist Agency,China (Mainland),X,Automotive,15.8
369,Dentsu One,,Creative Agency,Taiwan,,"Food, Technology & Electronics, Transport & Tourism",15.8
369,Leo Burnett Shanghai,,Creative Agency,China (Mainland),,Soft Drinks,15.8
369,Publicis Guangzhou,,Creative Agency,China (Mainland),,"Non-profit, public sector & education",15.8
369,Trio Isobar,,Digital/Specialist Agency,China (Mainland),,Food,15.8
369,Cheil Beijing,,Creative Agency,China (Mainland),X,"Non-profit, public sector & education, Retail",15.8
369,Showpony Advertising,,Creative Agency,Australia,X,"Non-profit, public sector & education",15.8
379,VML Warsaw,,Digital/Specialist Agency,Poland,,"Food, Retail, Soft Drinks, Telecoms & Utilities",15.7
379,Starcom Istanbul,,Media Agency,Turkey,,"Household & Domestic, Retail, Toiletries & Cosmetics",15.7
379,Alice BBDO,,Creative Agency,Turkey,,"Automotive, Food, Soft Drinks",15.7
379,Rafineri,,Creative Agency,Turkey,X,"Business & Industrial, Food, Retail",15.7
379,"Demner, Merlicek & Bergmann",,Creative Agency,Austria,X,Food,15.7
379,WIRZ,,Creative Agency,Austria,,"Alcoholic Drinks, Food",15.7
379,Ogilvy & Mather Dublin,,Creative Agency,Ireland,,"Financial Services, Household & Domestic, Soft Drinks",15.7
379,DDB Bogotá,,Creative Agency,Colombia,,"Alcoholic Drinks, Financial Services",15.7
379,Geometry Global Bogotá,,Digital/Specialist Agency,Colombia,,"Alcoholic Drinks, Business & Industrial, Non-profit, public sector & education",15.7
379,Ogilvy & Mather Singapore,,Creative Agency,Singapore,,Household & Domestic,15.7
379,Lion Communications,,Creative Agency,Czech Republic,,"Telecoms & Utilities, Toiletries & Cosmetics",15.7
390,Team Red Budapest,,Creative Agency,Hungary,,Telecoms & Utilities,15.6
390,Mindshare Budapest,,Media Agency,Hungary,,"Household & Domestic, Pharma & Healthcare",15.6
390,Springer & Jacoby,,Creative Agency,Hungary,X,"Financial Services, Transport & Tourism",15.6
390,Qreachers,,Media Agency,Ukraine,X,"Non-profit, public sector & education, Pharma & Healthcare",15.6
390,Smartica/Skykillers,,Digital/Specialist Agency,Ukraine,X,"Non-profit, public sector & education, Pharma & Healthcare",15.6
390,Fahrenheit DDB Lima,,Creative Agency,Peru,,"Non-profit, public sector & education, Retail, Telecoms & Utilities",15.6
390,JWT Lima,,Creative Agency,Peru,,Food,15.6
390,GMP Advertising,,Creative Agency,Romania,X,"Alcoholic Drinks, Leisure & Entertainment, Telecoms & Utilities",15.6
390,Baumann Ber Rivnay,,Creative Agency,Israel,,"Food, Pharma & Healthcare",15.6
390,BBDO Zagreb,,Creative Agency,Croatia,,"Financial Services, Telecoms & Utilities",15.6
390,JWT Riyadh,,Creative Agency,Saudi Arabia,,Retail,15.6
390,JWT Jeddah,,Creative Agency,Saudi Arabia,,Telecoms & Utilities,15.6
390,DigitasLBi Boston,,Digital/Specialist Agency,USA,,Retail,15.6
390,MediaCom Philippines,,Media Agency,Philippines,,Toiletries & Cosmetics,15.6
390,OMD Stockholm,,Media Agency,Sweden,,Clothing & Accessories,15.6
390,OMD Sydney,,Media Agency,Australia,,Transport & Tourism,15.6
390,Starcom Oslo,,Media Agency,Norway,,Automotive,15.6
390,UM Frankfurt,,Media Agency,Germany,,Retail,15.6
390,Wunderman Phantasia,,Digital/Specialist Agency,Peru,,Alcoholic Drinks,15.6
409,Barrows,,Digital/Specialist Agency,USA,,Toiletries & Cosmetics,15.5
409,"Martin Agency, The",,Creative Agency,USA,,Retail,15.5
409,Mindshare Chicago,,Media Agency,USA,,"Household & Domestic, Toiletries & Cosmetics",15.5
409,OneKreate,,Digital/Specialist Agency,USA,X,Retail,15.5
409,Shopper2Buyer,,Media Agency,USA,,Toiletries & Cosmetics,15.5
414,JWT Bogotá,,Creative Agency,Colombia,,"Food, Non-profit, public sector & education, Soft Drinks",15.4
415,Ariadna Bogotá,,Digital/Specialist Agency,Colombia,X,"Food, Non-profit, public sector & education, Telecoms & Utilities",15.3
415,Publicitas Saatchi & Saatchi,,Creative Agency,Ecuador,,"Non-profit, public sector & education",15.3
417,Jack Morton Worldwide,,Digital/Specialist Agency,USA,,"Automotive, Media & Publishing",15.2
418,Grey Manila,,Creative Agency,Philippines,,Household & Domestic,15.1
418,MediaCom Singapore,,Media Agency,Singapore,,Household & Domestic,15.1
418,MediaCom Oslo,,Media Agency,Norway,,Automotive,15.1
418,Vizeum,,Media Agency,Singapore,,Media & Publishing,15.1
418,Wunderman Singapore,,Digital/Specialist Agency,Singapore,,Household & Domestic,15.1
418,UncleGrey,,Creative Agency,Denmark,,Household & Domestic,15.1
418,MediaCom Istanbul,,Media Agency,Turkey,,"Automotive, Business & Industrial, Financial Services, Household & Domestic, Toiletries & Cosmetics",15.1
425,DDB Shanghai,,Creative Agency,China (Mainland),,Financial Services,14.9
425,Havas Riverorchid Cambodia,,Creative Agency,Cambodia,,Toiletries & Cosmetics,14.9
425,JWT Manila,,Creative Agency,Philippines,,Food,14.9
428,"AWESTRUCK Marketing Group, LLC",,Creative Agency,USA,X,Media & Publishing,14.8
428,Concept One,,Digital/Specialist Agency,USA,X,Toiletries & Cosmetics,14.8
428,Geometry Global Chicago,,Digital/Specialist Agency,USA,,Food,14.8
428,The Food Group,,Creative Agency,USA,,Food,14.8
428,The Integer Group London,,Digital/Specialist Agency,UK,,"Food, Soft Drinks",14.8
428,The Integer Group London,,Digital/Specialist Agency,UK,,Soft Drinks,14.8
428,TPN Retail,,Digital/Specialist Agency,USA,X,Toiletries & Cosmetics,14.8
428,LIDA,,Digital/Specialist Agency,UK,X,"Retail, Telecoms & Utilities",14.8
428,Weber Shandwick London,,Digital/Specialist Agency,UK,,"Automotive, Non-profit, public sector & education",14.8
437,Special Group,,Creative Agency,New Zealand,X,"Soft Drinks, Telecoms & Utilities",14.7
437,Forsman & Bodenfors Gothenburg,,Creative Agency,Sweden,X,"Retail, Telecoms & Utilities, Toiletries & Cosmetics",14.7
437,P4 Ogilvy & Mather,,Creative Agency,Panama,,Media & Publishing,14.7
437,Starcom Taipei,,Media Agency,Taiwan,,"Retail, Soft Drinks",14.7
441,Big Monocle,,Creative Agency,USA,X,Business & Industrial,14.6
441,Director,,Digital/Specialist Agency,Denmark,X,Financial Services,14.6
441,Grupo OM,,Digital/Specialist Agency,Brazil,X,"Non-profit, public sector & education",14.6
441,Kenscio Digital Marketing Pvt. Ltd.,,Digital/Specialist Agency,India,X,Financial Services,14.6
441,MRM//McCann New Delhi,,Digital/Specialist Agency,India,,Transport & Tourism,14.6
441,MRM//McCann Stockholm,,Digital/Specialist Agency,Sweden,,Telecoms & Utilities,14.6
441,MTKG Australia,,Digital/Specialist Agency,Australia,,Alcoholic Drinks,14.6
441,OgilvyOne Mumbai,,Digital/Specialist Agency,India,,Financial Services,14.6
441,Rapp Los Angeles,,Digital/Specialist Agency,USA,,Automotive,14.6
441,Sense London,,Creative Agency,UK,X,"Household & Domestic, Media & Publishing",14.6
441,Super Push,,Digital/Specialist Agency,Israel,,Transport & Tourism,14.6
441,TDI Group Russia,,Creative Agency,Russia,X,Leisure & Entertainment,14.6
441,Zinc,,Digital/Specialist Agency,Australia,X,Alcoholic Drinks,14.6
454,OMG,,Media Agency,Chile,,"Retail, Telecoms & Utilities",14.5
455,Forward Media,,Digital/Specialist Agency,UK,,Telecoms & Utilities,14.4
455,DDB Group,,Creative Agency,Germany,,"Leisure & Entertainment, Telecoms & Utilities",14.4
457,Digital Bond,,Digital/Specialist Agency,Chile,X,"Household & Domestic, Telecoms & Utilities, Toiletries & Cosmetics",14.3
458,Proximity Barcelona,,Digital/Specialist Agency,Spain,,"Automotive, Media & Publishing",14.2
458,Fleishman Hillard Chicago,,Digital/Specialist Agency,USA,,Soft Drinks,14.2
458,R/GA Accelerator,,Digital/Specialist Agency,USA,,Technology & Electronics,14.2
458,Wieden + Kennedy New York,,Creative Agency,USA,X,Clothing & Accessories,14.2
462,BBDO Beijing,,Creative Agency,China (Mainland),,Food,14.0
462,enormousBrands,,Creative Agency,India,X,Retail,14.0
462,MullenLowe Shanghai,,Creative Agency,China (Mainland),,Clothing & Accessories,14.0
462,A NINETEEN FILMS OPC PRIVATE LIMITED,,Digital/Specialist Agency,India,X,"Non-profit, public sector & education",14.0
462,Medulla Communications,,Digital/Specialist Agency,India,X,"Non-profit, public sector & education",14.0
462,Milestone Brandcom,,Digital/Specialist Agency,India,,Telecoms & Utilities,14.0
462,Mindshare Mumbai,,Media Agency,India,,"Food, Soft Drinks",14.0
462,Taproot India,,Creative Agency,India,,Telecoms & Utilities,14.0
462,Tekzenit Hyderabad,,Digital/Specialist Agency,India,X,Telecoms & Utilities,14.0
471,Ogilvy & Mather Costa Rica,,Creative Agency,Costa Rica,,"Financial Services, Food",13.7
472,Havas Worldwide Hong Kong,,Creative Agency,Hong Kong,,"Non-profit, public sector & education",13.6
472,Proximity Hong Kong,,Digital/Specialist Agency,Hong Kong,,Food,13.6
472,Kemmler Kemmler,,Creative Agency,Germany,X,Retail,13.6
472,WPP Team Huawei,,Creative Agency,China (Mainland),,Technology & Electronics,13.6
476,Razorfish New York,,Digital/Specialist Agency,USA,,"Media & Publishing, Pharma & Healthcare",13.5
476,T3,,Creative Agency,USA,X,"Food, Telecoms & Utilities",13.5
476,OMD Auckland,,Media Agency,New Zealand,,"Non-profit, public sector & education",13.5
476,Bold Ogilvy & Mather,,Creative Agency,Greece,,"Food, Telecoms & Utilities",13.5
476,McCann Athens,,Creative Agency,Greece,,"Financial Services, Food",13.5
481,People Initiative,,Media Agency,Turkey,,"Automotive, Food",13.4
481,BBDO Santiago,,Creative Agency,Chile,,"Food, Retail, Soft Drinks",13.4
483,JWT San José,,Creative Agency,Costa Rica,,"Leisure & Entertainment, Non-profit, public sector & education",13.3
483,Friends Moscow,,Creative Agency,Russia,,Business & Industrial,13.3
483,Mindshare Moscow,,Media Agency,Russia,,"Automotive, Toiletries & Cosmetics",13.3
483,Ogilvy & Mather Moscow,,Creative Agency,Russia,,"Automotive, Toiletries & Cosmetics",13.3
483,Anomaly Toronto,,Creative Agency,Canada,,"Alcoholic Drinks, Food",13.3
483,twofifteenmccann,,Creative Agency,USA,,Leisure & Entertainment,13.3
483,UM Seoul,,Media Agency,South Korea,,Soft Drinks,13.3
490,OMD Ireland,,Media Agency,Ireland,,"Household & Domestic, Soft Drinks, Telecoms & Utilities",13.2
490,AIR,,Creative Agency,Belgium,X,Transport & Tourism,13.2
490,Endeavour Digital Marketing,,Digital/Specialist Agency,Italy,X,Automotive,13.2
490,Geometry Global Prague,,Digital/Specialist Agency,Czech Republic,,Retail,13.2
490,Ketchum Public Relations Milan,,Digital/Specialist Agency,Italy,,"Clothing & Accessories, Soft Drinks",13.2
490,Serviceplan Benelux,,Creative Agency,Belgium,X,Media & Publishing,13.2
490,Space,,Creative Agency,UK,X,Retail,13.2
490,Greenhouse,,Media Agency,UK,,Financial Services,13.2
490,Leo Burnett Buenos Aires,,Creative Agency,Argentina,,Financial Services,13.2
490,Arena Media Mexico City,,Media Agency,Mexico,,Food,13.2
490,Extrategia,,Digital/Specialist Agency,Mexico,X,Alcoholic Drinks,13.2
490,Llorente & Cuenca,,Digital/Specialist Agency,Mexico,X,Food,13.2
502,TBWA\Kuala Lumpur,,Creative Agency,Malaysia,,"Telecoms & Utilities, Toiletries & Cosmetics",13.1
502,Saatchi & Saatchi Warsaw,,Creative Agency,Poland,,"Alcoholic Drinks, Automotive, Financial Services, Toiletries & Cosmetics",13.1
502,Happy People Project,,Creative Agency,Turkey,X,"Financial Services, Technology & Electronics, Telecoms & Utilities, Toiletries & Cosmetics",13.1
502,PHD Vienna,,Media Agency,Austria,,Food,13.1
502,WIEN NORD,,Creative Agency,Austria,X,"Automotive, Non-profit, public sector & education",13.1
502,UNIQUE,,Creative Agency,Austria,X,Retail,13.1
502,Contexta,,Creative Agency,Switzerland,X,"Food, Transport & Tourism",13.1
502,Jung von Matt/Limmat,,Creative Agency,Switzerland,X,Transport & Tourism,13.1
510,PHD Santiago,,Media Agency,Chile,,"Automotive, Media & Publishing",13.0
510,Prolam Young & Rubicam,,Creative Agency,Chile,,"Financial Services, Retail, Telecoms & Utilities",13.0
510,Y&R Paris,,Creative Agency,France,,Food,13.0
510,Ogilvy & Mather Prague,,Creative Agency,Czech Republic,,"Financial Services, Non-profit, public sector & education, Retail",13.0
510,FCB Budapest,,Creative Agency,Hungary,,Toiletries & Cosmetics,13.0
510,GFMO,,Creative Agency,Hungary,X,Toiletries & Cosmetics,13.0
510,Human Dialog,,Creative Agency,Hungary,X,"Non-profit, public sector & education",13.0
510,Havas Media Kiev,,Media Agency,Ukraine,,Alcoholic Drinks,13.0
510,Newage,,Digital/Specialist Agency,Ukraine,X,Alcoholic Drinks,13.0
510,Postmen DA,,Digital/Specialist Agency,Ukraine,X,Transport & Tourism,13.0
510,UM Romania,,Media Agency,Romania,,"Retail, Soft Drinks, Telecoms & Utilities",13.0
510,Leo Burnett & Target,,Creative Agency,Romania,,Telecoms & Utilities,13.0
510,Zenith Romania,,Media Agency,Romania,,"Alcoholic Drinks, Retail",13.0
510,Gitam BBDO,,Creative Agency,Israel,,"Retail, Telecoms & Utilities",13.0
510,McCann Quito,,Creative Agency,Ecuador,,"Food, Household & Domestic",13.0
510,Percrea,,Digital/Specialist Agency,Ecuador,X,Retail,13.0
510,interaction,,Digital/Specialist Agency,Costa Rica,X,Retail,13.0
510,Madison DDB,,Creative Agency,Costa Rica,,Soft Drinks,13.0
510,Havas Media New York,,Media Agency,USA,,Food,13.0
510,Havas Worldwide Chicago,,Creative Agency,USA,,"Household & Domestic, Retail",13.0
510,Ignition by Razorfish,,Digital/Specialist Agency,USA,,Automotive,13.0
510,Serviceplan New York,,Creative Agency,USA,X,Automotive,13.0
510,plan.net,,Digital/Specialist Agency,Germany,X,"Business & Industrial, Retail",13.0
510,Tencent,,Digital/Specialist Agency,China (Mainland),X,"Retail, Toiletries & Cosmetics",13.0
534,OgilvyOne Manila,,Digital/Specialist Agency,Philippines,,"Soft Drinks, Toiletries & Cosmetics",12.8
535,Kitcatt Nohr,,Digital/Specialist Agency,UK,,"Non-profit, public sector & education",12.7
535,WDMP,,Digital/Specialist Agency,UK,X,"Financial Services, Transport & Tourism",12.7
537,McCann Warsaw,,Creative Agency,Poland,,"Pharma & Healthcare, Soft Drinks",12.6
537,MEC Dubai,,Media Agency,United Arab Emirates,,Food,12.6
537,Havas Worldwide Taipei,,Creative Agency,Taiwan,,Technology & Electronics,12.6
537,United Advertising,,Creative Agency,Taiwan,X,"Automotive, Financial Services",12.6
537,INGO,,Creative Agency,Sweden,,"Retail, Transport & Tourism",12.6
537,Momentum Madrid,,Digital/Specialist Agency,Spain,,Food,12.6
537,Mindshare Dublin,,Media Agency,Ireland,,"Business & Industrial, Non-profit, public sector & education, Soft Drinks, Telecoms & Utilities",12.6
544,BBDO Singapore,,Creative Agency,Singapore,,Alcoholic Drinks,12.5
544,CommonWealth/McCANN Dubai,,Creative Agency,United Arab Emirates,,Automotive,12.5
544,McCann India,,Creative Agency,India,,"Food, Toiletries & Cosmetics",12.5
544,Boogy,,Digital/Specialist Agency,Turkey,X,"Food, Leisure & Entertainment, Non-profit, public sector & education",12.5
548,Duncan Channon,,Creative Agency,USA,X,"Non-profit, public sector & education",12.4
548,Haworth,,Media Agency,USA,X,Retail,12.4
548,Hudson Rouge,,Creative Agency,USA,,Automotive,12.4
548,Juniper Park\TBWA,,Creative Agency,Canada,,"Non-profit, public sector & education",12.4
548,Ketchum Chicago,,Digital/Specialist Agency,USA,,Household & Domestic,12.4
548,McCann Minneapolis,,Creative Agency,USA,,Financial Services,12.4
548,RPA,,Creative Agency,USA,X,Media & Publishing,12.4
548,Saatchi & Saatchi X Cincinnati,,Creative Agency,USA,,Toiletries & Cosmetics,12.4
548,StellarEngine,,Digital/Specialist Agency,USA,X,Food,12.4
548,Tribal Worldwide Chicago,,Digital/Specialist Agency,USA,,Pharma & Healthcare,12.4
548,VSA Partners New York,,Creative Agency,USA,X,Household & Domestic,12.4
548,Wunderman Health,,Digital/Specialist Agency,USA,,Pharma & Healthcare,12.4
560,Starcom Bucharest,,Media Agency,Romania,,"Alcoholic Drinks, Soft Drinks",12.2
561,Orchestra,,Creative Agency,Denmark,X,"Business & Industrial, Non-profit, public sector & education",12.0
561,McCann PR Bucharest,,Digital/Specialist Agency,Romania,,"Non-profit, public sector & education",12.0
561,JWT Vietnam,,Creative Agency,Vietnam,,"Food, Retail",12.0
564,MRM//McCann Singapore,,Digital/Specialist Agency,Singapore,,Food,11.9
564,Artegence,,Digital/Specialist Agency,Poland,X,Telecoms & Utilities,11.9
564,Grandes Kochonos,,Creative Agency,Poland,X,Telecoms & Utilities,11.9
