Rank,Agency Name,City,Agency Type,Agency Location,Independent?,Product Category,Points
71,"Barnes, Catmur & Friends",,Creative Agency,New Zealand,,"Alcoholic Drinks, Retail",43.5
72,Ensemble Worldwide,,Creative Agency,Malaysia,,"Retail, Soft Drinks, Telecoms & Utilities",43.2
73,Ogilvy & Mather Hong Kong,,Creative Agency,Hong Kong,,"Clothing & Accessories, Non-profit, public sector & education, Retail, Telecoms & Utilities",42.9
74,Republik,,Creative Agency,New Zealand,X,"Business & Industrial, Non-profit, public sector & education",42.8
75,MediaCom London,,Media Agency,UK,,"Financial Services, Media & Publishing, Non-profit, public sector & education, Retail",42.0
76,McCann Worldgroup India,,Creative Agency,India,,"Food, Non-profit, public sector & education, Pharma & Healthcare, Soft Drinks, Telecoms & Utilities, Toiletries & Cosmetics",41.4
77,BBDO Buenos Aires,,Creative Agency,Argentina,,"Alcoholic Drinks, Business & Industrial, Financial Services, Food, Leisure & Entertainment, Non-profit, public sector & education, Soft Drinks",41.1
78,Heat,,Creative Agency,USA,X,Leisure & Entertainment,41.0
79,Serviceplan,,Creative Agency,Germany,X,"Automotive, Retail",40.9
80,McCann Bogotá,,Creative Agency,Colombia,,"Financial Services, Non-profit, public sector & education",40.8
81,Ogilvy & Mather Taipei,,Creative Agency,Taiwan,,"Financial Services, Food, Retail, Soft Drinks, Telecoms & Utilities, Transport & Tourism",40.5
82,BBH London,,Creative Agency,UK,,"Media & Publishing, Retail",40.3
83,thjnk Hamburg,,Creative Agency,Germany,X,Retail,40.1
84,Starcom Warsaw,,Media Agency,Poland,,"Alcoholic Drinks, Financial Services, Food, Leisure & Entertainment, Technology & Electronics",39.4
85,McCann Prague,,Creative Agency,Czech Republic,,"Automotive, Financial Services, Food, Telecoms & Utilities, Transport & Tourism",39.3
85,DigitasLBi San Francisco,,Digital/Specialist Agency,USA,,Retail,39.3
87,Engine London,,Creative Agency,UK,X,"Financial Services, Non-profit, public sector & education",39.1
87,Madre Buenos Aires,,Creative Agency,Argentina,X,"Food, Transport & Tourism",39.1
89,BBDO Brussels,,Creative Agency,Belgium,,"Media & Publishing, Non-profit, public sector & education, Retail",38.8
90,Ogilvy & Mather São Paulo,,Creative Agency,Brazil,,"Leisure & Entertainment, Non-profit, public sector & education, Toiletries & Cosmetics",38.0
91,Saatchi & Saatchi London,,Creative Agency,UK,,"Financial Services, Food",37.6
92,McCann Lima,,Creative Agency,Peru,,"Leisure & Entertainment, Non-profit, public sector & education, Pharma & Healthcare, Retail, Soft Drinks, Telecoms & Utilities",37.3
93,"Goodby, Silverstein & Partners",,Creative Agency,USA,,"Non-profit, public sector & education, Soft Drinks, Telecoms & Utilities",37.1
94,OgilvyOne London,,Digital/Specialist Agency,UK,,"Media & Publishing, Non-profit, public sector & education, Technology & Electronics",37.0
95,"Venables, Bell & Partners",,Creative Agency,USA,X,Retail,36.9
96,MediaCom Warsaw,,Media Agency,Poland,,"Business & Industrial, Food, Soft Drinks, Telecoms & Utilities, Toiletries & Cosmetics",36.7
97,JWT Cairo,,Creative Agency,Egypt,,"Telecoms & Utilities, Transport & Tourism",36.5
98,Touché! PHD,,Media Agency,Canada,,"Automotive, Retail",36.4
99,Grey Buenos Aires,,Creative Agency,Argentina,,"Household & Domestic, Media & Publishing, Pharma & Healthcare",36.3
99,Buzzman,,Creative Agency,France,X,"Media & Publishing, Retail",36.3
101,DigitasLBI Chicago,,Digital/Specialist Agency,USA,,"Alcoholic Drinks, Household & Domestic",36.2
102,MSL New York,,Digital/Specialist Agency,USA,,"Food, Toiletries & Cosmetics",35.8
103,Olson Engage Chicago,,Digital/Specialist Agency,USA,X,Food,35.4
104,OgilvyOne Athens,,Digital/Specialist Agency,Greece,,"Alcoholic Drinks, Food, Transport & Tourism",34.7
105,JWT London,,Creative Agency,UK,,"Financial Services, Soft Drinks",34.5
106,Grabarz & Partner,,Creative Agency,Germany,X,"Non-profit, public sector & education, Retail",34.2
106,HEIMAT,,Creative Agency,Germany,,Retail,34.2
108,action,,Creative Agency,Russia,X,"Business & Industrial, Soft Drinks",34.0
109,Wieden + Kennedy London,,Creative Agency,UK,X,Telecoms & Utilities,33.8
110,DDB Chicago,,Creative Agency,USA,,"Non-profit, public sector & education, Retail",33.7
110,VML New York,,Digital/Specialist Agency,USA,,"Household & Domestic, Transport & Tourism",33.7
112,Energy BBDO,,Creative Agency,USA,,Food,33.2
113,Ogilvy PR Istanbul,,Digital/Specialist Agency,Turkey,,"Business & Industrial, Food, Telecoms & Utilities",32.5
114,Starcom Dubai,,Media Agency,United Arab Emirates,,"Financial Services, Household & Domestic, Retail, Technology & Electronics, Telecoms & Utilities",32.4
115,Wunderman Seattle,,Digital/Specialist Agency,USA,,Leisure & Entertainment,32.1
116,Boys and Girls,,Creative Agency,Ireland,X,"Business & Industrial, Financial Services, Non-profit, public sector & education, Telecoms & Utilities",32.0
117,Grey Toronto,,Creative Agency,Canada,,"Food, Non-profit, public sector & education",31.9
117,Leo Burnett Mumbai,,Creative Agency,India,,"Automotive, Financial Services",31.9
117,OMD Guatemala,,Media Agency,Guatemala,,"Food, Retail",31.9
117,23red,,Creative Agency,UK,X,"Non-profit, public sector & education",31.9
121,DDB Vancouver,,Creative Agency,Canada,,"Leisure & Entertainment, Transport & Tourism",31.8
122,Moxie,,Digital/Specialist Agency,USA,,Telecoms & Utilities,31.6
122,Geometry Global Chicago,,Digital/Specialist Agency,USA,,"Food, Telecoms & Utilities, Toiletries & Cosmetics",31.6
122,Hylink,,Digital/Specialist Agency,China (Mainland),X,"Automotive, Financial Services, Retail, Soft Drinks",31.6
125,Y&R İstanbul,,Creative Agency,Turkey,,"Clothing & Accessories, Household & Domestic, Retail, Soft Drinks",31.5
126,Y&R Auckland,,Creative Agency,New Zealand,,Automotive,31.4
127,thjnk Berlin,,Creative Agency,Germany,X,"Automotive, Retail",31.3
128,Carat Paris,,Media Agency,France,,"Food, Media & Publishing, Non-profit, public sector & education",31.2
128,Impact BBDO Dubai,,Creative Agency,United Arab Emirates,,"Financial Services, Food, Leisure & Entertainment",31.2
128,FP7/CAI,,Creative Agency,Egypt,,"Non-profit, public sector & education, Pharma & Healthcare, Soft Drinks, Telecoms & Utilities",31.2
131,PHD New York,,Media Agency,USA,,"Clothing & Accessories, Household & Domestic, Retail, Technology & Electronics",31.0
131,Area 23,,Digital/Specialist Agency,USA,,"Non-profit, public sector & education",31.0
131,Grow,,Digital/Specialist Agency,USA,X,Leisure & Entertainment,31.0
131,Arc Chicago,,Digital/Specialist Agency,USA,,"Alcoholic Drinks, Pharma & Healthcare, Toiletries & Cosmetics",31.0
131,Publicis New York,,Creative Agency,USA,,"Food, Non-profit, public sector & education",31.0
136,McCann London,,Creative Agency,UK,,"Financial Services, Toiletries & Cosmetics",30.8
137,MEC New York,,Media Agency,USA,,"Business & Industrial, Clothing & Accessories, Media & Publishing",30.7
137,Traffik,,Digital/Specialist Agency,Australia,X,"Retail, Technology & Electronics",30.7
139,Plasenta,,Digital/Specialist Agency,Turkey,,"Automotive, Food, Household & Domestic, Retail, Soft Drinks, Telecoms & Utilities",30.6
139,Team One Los Angeles,,Creative Agency,USA,,"Automotive, Soft Drinks",30.6
141,FCB Mayo Lima,,Creative Agency,Peru,,"Alcoholic Drinks, Financial Services, Non-profit, public sector & education",30.4
141,MullenLowe London,,Creative Agency,UK,,"Non-profit, public sector & education",30.4
141,REP/GREY,,Creative Agency,Colombia,,"Food, Household & Domestic, Soft Drinks, Telecoms & Utilities",30.4
144,OMD Shanghai,,Media Agency,China (Mainland),,Financial Services,30.3
145,Ogilvy & Mather Buenos Aires,,Creative Agency,Argentina,,"Financial Services, Household & Domestic, Media & Publishing, Pharma & Healthcare, Retail",30.0
146,TBWA\İstanbul,,Creative Agency,Turkey,,"Automotive, Business & Industrial, Financial Services, Food, Retail, Telecoms & Utilities",29.8
146,DPZ&T São Paulo,,Creative Agency,Brazil,,"Financial Services, Food, Retail",29.8
148,Geometry Global Auckland,,Digital/Specialist Agency,New Zealand,,Food,29.6
149,ADK Taipei,,Creative Agency,Taiwan,X,Food,29.5
150,Geometry Global Toronto,,Digital/Specialist Agency,Canada,,"Household & Domestic, Pharma & Healthcare",29.1
150,Marvelous,,Creative Agency,Russia,X,"Leisure & Entertainment, Non-profit, public sector & education",29.1
152,Ogilvy & Mather Beijing,,Creative Agency,China (Mainland),,"Business & Industrial, Clothing & Accessories, Food, Transport & Tourism",29.0
153,Jung von Matt Hamburg,,Creative Agency,Germany,X,"Media & Publishing, Retail, Technology & Electronics, Telecoms & Utilities",28.8
154,TAXI 2,,Creative Agency,Canada,,"Food, Retail",28.7
154,101 London,,Creative Agency,UK,X,"Non-profit, public sector & education",28.7
154,McCann Santiago,,Creative Agency,Chile,,"Financial Services, Food, Retail, Soft Drinks, Telecoms & Utilities",28.7
154,Whybin\TBWA Melbourne,,Creative Agency,Australia,,Financial Services,28.7
158,UM Kuala Lumpur,,Media Agency,Malaysia,,"Retail, Telecoms & Utilities",28.6
159,Geometry Global New York,,Digital/Specialist Agency,USA,,"Food, Household & Domestic, Pharma & Healthcare, Toiletries & Cosmetics",28.5
160,Epsilon,,Digital/Specialist Agency,USA,X,"Financial Services, Pharma & Healthcare, Retail",28.4
160,Publicis Dubai,,Creative Agency,United Arab Emirates,,"Automotive, Food, Soft Drinks",28.4
160,Proximity BBDO Paris,,Digital/Specialist Agency,France,,"Automotive, Food, Retail, Toiletries & Cosmetics",28.4
160,Leo Burnett London,,Creative Agency,UK,,"Non-profit, public sector & education, Toiletries & Cosmetics",28.4
164,JWT Beirut,,Creative Agency,Lebanon,,"Retail, Telecoms & Utilities",28.1
164,Media Direction OMD,,Media Agency,Ukraine,,"Alcoholic Drinks, Food, Retail",28.1
166,"Ogilvy & Mather Group, India",,Creative Agency,India,,"Food, Household & Domestic, Media & Publishing, Non-profit, public sector & education, Pharma & Healthcare, Soft Drinks, Telecoms & Utilities, Transport & Tourism",27.9
167,AGAMA Digital,,Digital/Specialist Agency,Ukraine,X,"Alcoholic Drinks, Business & Industrial",27.4
168,JWT Buenos Aires,,Creative Agency,Argentina,,"Leisure & Entertainment, Soft Drinks",27.3
169,ZenithOptimedia London,,Media Agency,UK,,"Alcoholic Drinks, Financial Services, Food",27.2
169,Phoenix Creative Co.,,Digital/Specialist Agency,USA,,Food,27.2
171,Hoshva PR,,Digital/Specialist Agency,Ukraine,X,"Non-profit, public sector & education, Toiletries & Cosmetics",27.0
172,Ogilvy & Mather Kuala Lumpur,,Creative Agency,Malaysia,,"Soft Drinks, Telecoms & Utilities, Toiletries & Cosmetics",26.6
173,HS Ad Seoul,,Creative Agency,South Korea,X,"Household & Domestic, Leisure & Entertainment, Non-profit, public sector & education, Technology & Electronics",26.5
174,Guns or Knives,,Creative Agency,Ireland,X,"Alcoholic Drinks, Business & Industrial",26.4
174,Y&R Buenos Aires,,Creative Agency,Argentina,,"Food, Non-profit, public sector & education, Retail, Soft Drinks",26.4
174,Flock linked by Isobar,,Creative Agency,Mexico,,"Alcoholic Drinks, Food",26.4
174,ZenithOptimedia New York,,Media Agency,USA,,"Household & Domestic, Media & Publishing",26.4
178,Publicis Singapore,,Creative Agency,Singapore,,Transport & Tourism,26.3
179,Alametifarika,,Creative Agency,Turkey,X,"Automotive, Food",26.2
179,BLAB,,Creative Agency,Turkey,X,"Household & Domestic, Retail, Soft Drinks",26.2
179,MullenLowe İstanbul,,Creative Agency,Turkey,,"Food, Retail, Telecoms & Utilities, Transport & Tourism",26.2
179,Güzel Sanatlar Saatchi & Saatchi,,Creative Agency,Turkey,,"Food, Household & Domestic, Soft Drinks, Telecoms & Utilities",26.2
179,GPD Advertising,,Creative Agency,Poland,X,"Financial Services, Retail",26.2
184,Publicis Santiago,,Creative Agency,Chile,,"Food, Telecoms & Utilities",26.1
184,Dittborn y Unzueta,,Creative Agency,Chile,X,"Food, Media & Publishing, Retail, Soft Drinks",26.1
184,Uniomedia,,Digital/Specialist Agency,Hungary,X,"Household & Domestic, Pharma & Healthcare, Telecoms & Utilities",26.1
184,Y&R Budapest,,Creative Agency,Hungary,,"Automotive, Food, Non-profit, public sector & education, Telecoms & Utilities, Transport & Tourism",26.1
184,ACG Advertising Agency,,Creative Agency,Hungary,X,"Alcoholic Drinks, Non-profit, public sector & education, Pharma & Healthcare, Retail, Telecoms & Utilities",26.1
184,THINK McCann,,Creative Agency,Ukraine,,"Alcoholic Drinks, Financial Services, Toiletries & Cosmetics",26.1
184,Saatchi & Saatchi Sofia,,Creative Agency,Bulgaria,,"Alcoholic Drinks, Household & Domestic, Non-profit, public sector & education, Retail",26.1
184,Publicis Asociados,,Creative Agency,Peru,,"Alcoholic Drinks, Food, Soft Drinks",26.1
192,McCann Worldgroup Romania,,Creative Agency,Romania,,"Alcoholic Drinks, Retail, Soft Drinks, Telecoms & Utilities",26.0
192,"Adler, Chomsky and Warshavsky GREY",,Creative Agency,Israel,,"Automotive, Food, Leisure & Entertainment, Non-profit, public sector & education",26.0
192,McCann Tel Aviv,,Creative Agency,Israel,,"Financial Services, Food, Media & Publishing, Retail",26.0
192,Reuveni-Pridan IPG,,Creative Agency,Israel,,"Automotive, Financial Services, Non-profit, public sector & education, Retail",26.0
196,Geometry Global New York,,Digital/Specialist Agency,USA,,"Alcoholic Drinks, Household & Domestic, Pharma & Healthcare",25.9
197,GGH MullenLowe Hamburg,,Creative Agency,Germany,,"Non-profit, public sector & education",25.6
198,MediaCom Tel Aviv,,Media Agency,Israel,,Toiletries & Cosmetics,25.5
199,PHD Mumbai,,Media Agency,India,,Household & Domestic,25.3
200,McCann Madrid,,Creative Agency,Spain,,"Alcoholic Drinks, Food, Retail, Soft Drinks",25.2
201,Y&R New York,,Creative Agency,USA,,"Business & Industrial, Food, Pharma & Healthcare, Technology & Electronics",25.1
201,DDB Mudra,,Creative Agency,India,,"Business & Industrial, Leisure & Entertainment, Non-profit, public sector & education, Toiletries & Cosmetics",25.1
203,DDB Auckland,,Creative Agency,New Zealand,,"Automotive, Non-profit, public sector & education, Soft Drinks, Telecoms & Utilities",25.0
203,TBWA\RAAD,,Creative Agency,United Arab Emirates,,"Automotive, Household & Domestic, Retail",25.0
203,Starcom Santiago,,Media Agency,Chile,,"Food, Retail, Soft Drinks",25.0
203,CircusMarketing Buenos Aires,,Creative Agency,Argentina,X,"Alcoholic Drinks, Leisure & Entertainment, Media & Publishing",25.0
207,Match Marketing Group,,Creative Agency,USA,X,"Clothing & Accessories, Financial Services",24.9
208,R/GA London,,Digital/Specialist Agency,UK,,"Business & Industrial, Telecoms & Utilities",24.8
208,"Terri & Sandy Solution, The",,Creative Agency,USA,X,"Food, Non-profit, public sector & education",24.8
208,Carat Budapest,,Media Agency,Hungary,,"Automotive, Food, Pharma & Healthcare",24.8
208,JWT São Paulo,,Creative Agency,Brazil,,"Food, Non-profit, public sector & education, Soft Drinks",24.8
212,Crispin Porter & Bogusky Los Angeles,,Creative Agency,USA,,Financial Services,24.7
212,BBDO Guerrero,,Creative Agency,Philippines,,"Financial Services, Transport & Tourism",24.7
212,The Marketing Arm Dallas,,Digital/Specialist Agency,USA,X,"Automotive, Leisure & Entertainment, Retail",24.7
215,MullenLowe SSP3,,Creative Agency,Colombia,,"Leisure & Entertainment, Non-profit, public sector & education, Toiletries & Cosmetics",24.6
216,McKinney,,Creative Agency,USA,X,"Household & Domestic, Technology & Electronics",24.4
216,Mercado McCann,,Creative Agency,Argentina,,"Financial Services, Media & Publishing",24.4
218,Affinity ID,,Digital/Specialist Agency,New Zealand,X,Retail,24.3
218,Allenby Concept House,,Creative Agency,Israel,X,Soft Drinks,24.3
218,Diamond Integrated Marketing,,Digital/Specialist Agency,Canada,X,Financial Services,24.3
218,Grass Roots,,Digital/Specialist Agency,UK,X,Financial Services,24.3
222,Robert/Boisen & Like-Minded,,Creative Agency,Denmark,X,Transport & Tourism,24.0
222,Mindshare Beijing,,Media Agency,China (Mainland),,"Food, Soft Drinks, Toiletries & Cosmetics",24.0
224,MediaCom Düsseldorf,,Media Agency,Germany,,"Automotive, Leisure & Entertainment, Telecoms & Utilities",23.7
225,Wunderman Prague,,Digital/Specialist Agency,Czech Republic,,"Automotive, Pharma & Healthcare, Telecoms & Utilities",23.6
225,Lubię to,,Digital/Specialist Agency,Poland,,"Alcoholic Drinks, Financial Services, Household & Domestic, Telecoms & Utilities, Toiletries & Cosmetics",23.6
227,Publicis Zurich,,Creative Agency,Switzerland,,"Financial Services, Non-profit, public sector & education, Telecoms & Utilities, Transport & Tourism",23.5
227,Leo Burnett Bogotá,,Creative Agency,Colombia,,"Alcoholic Drinks, Financial Services, Food, Retail",23.5
229,Publicis Bucharest,,Creative Agency,Romania,,"Automotive, Retail, Telecoms & Utilities",23.4
230,Proximity Bogotá,,Digital/Specialist Agency,Colombia,,"Financial Services, Non-profit, public sector & education, Soft Drinks, Toiletries & Cosmetics",23.3
231,The Monkeys,,Creative Agency,Australia,X,"Food, Pharma & Healthcare",23.2
232,DDFH+B,,Creative Agency,Ireland,,"Household & Domestic, Non-profit, public sector & education, Retail, Telecoms & Utilities, Transport & Tourism",23.0
232,Anomaly New York,,Creative Agency,USA,,"Clothing & Accessories, Non-profit, public sector & education",23.0
234,Initiative Cairo,,Media Agency,Egypt,,"Automotive, Media & Publishing, Soft Drinks, Telecoms & Utilities",22.7
234,"Brooklyn Brothers, The",,Creative Agency,USA,X,Transport & Tourism,22.7
234,Islenska,,Creative Agency,Iceland,X,Transport & Tourism,22.7
237,McCann Bucharest,,Creative Agency,Romania,,"Non-profit, public sector & education, Retail, Telecoms & Utilities",22.6
238,MullenLowe Boston,,Creative Agency,USA,,"Media & Publishing, Transport & Tourism",22.4
239,Leo Burnett Kuala Lumpur,,Creative Agency,Malaysia,,"Alcoholic Drinks, Financial Services, Telecoms & Utilities, Toiletries & Cosmetics",22.3
239,UM New York,,Media Agency,USA,,"Automotive, Business & Industrial, Media & Publishing, Non-profit, public sector & education",22.3
241,Memac Ogilvy & Mather Dubai,,Creative Agency,United Arab Emirates,,Soft Drinks,22.1
242,Leo Burnett Beirut,,Creative Agency,Lebanon,,"Non-profit, public sector & education, Toiletries & Cosmetics",21.9
242,MSL Group Middle East Beirut,,Digital/Specialist Agency,Lebanon,,"Non-profit, public sector & education, Toiletries & Cosmetics",21.9
244,Carne,,Creative Agency,Peru,,Business & Industrial,21.8
244,VML Australia,,Digital/Specialist Agency,Australia,,Clothing & Accessories,21.8
246,DDB Hong Kong,,Creative Agency,Hong Kong,,"Food, Retail",21.7
246,Brand Networks,,Digital/Specialist Agency,USA,X,"Financial Services, Retail",21.7
248,FCB Auckland,,Creative Agency,New Zealand,,"Leisure & Entertainment, Non-profit, public sector & education, Retail",21.5
249,Starcom Sydney,,Media Agency,Australia,,"Financial Services, Telecoms & Utilities",21.3
249,PP+K,,Creative Agency,USA,X,Transport & Tourism,21.3
251,McCann HumanCare,,Creative Agency,USA,,"Pharma & Healthcare, Toiletries & Cosmetics",21.2
251,JWT Sydney,,Creative Agency,Australia,,"Non-profit, public sector & education",21.2
253,DAVID The Agency Buenos Aires,,Creative Agency,Argentina,,"Non-profit, public sector & education, Retail, Technology & Electronics",21.1
253,TERAN\TBWA,,Creative Agency,Mexico,,"Automotive, Financial Services, Transport & Tourism",21.1
