Rank,Agency Name,City,Agency Type,Agency Location,Independent?,Product Category,Points
18,AlmapBBDO,São Paulo,Creative Agency,Brazil,,"Alcoholic Drinks, Automotive, Clothing & Accessories, Food, Household & Domestic, Soft Drinks, Technology & Electronics, Toiletries & Cosmetics, Transport & Tourism",86.0
19,Ketchum,Chicago,Digital/Specialist Agency,USA,,Technology & Electronics,84.6
20,Energy BBDO,Chicago,Creative Agency,USA,,"Food, Non-profit, public sector & education, Retail",83.6
21,MullenLowe Lintas Group,Mumbai,Creative Agency,India,,"Household & Domestic, Toiletries & Cosmetics",81.7
22,Y&R,Auckland,Creative Agency,New Zealand,,Retail,80.7
23,Leo Burnett/Arc Worldwide,Chicago,Digital/Specialist Agency,USA,,"Leisure & Entertainment, Pharma & Healthcare, Soft Drinks, Technology & Electronics, Toiletries & Cosmetics",79.9
24,Dentsu,Tokyo,Creative Agency,Japan,,"Automotive, Food, Non-profit, public sector & education, Soft Drinks, Telecoms & Utilities, Transport & Tourism",79.5
25,Spark Foundry,Chicago,Media Agency,USA,,Leisure & Entertainment,77.9
26,PHD,Shanghai,Media Agency,China (Mainland),,"Food, Pharma & Healthcare",76.4
27,Ogilvy & Mather,Mumbai,Creative Agency,India,,"Automotive, Household & Domestic, Non-profit, public sector & education, Telecoms & Utilities",76.3
28,TBWA\Chiat\Day,Los Angeles,Creative Agency,USA,,"Soft Drinks, Transport & Tourism",74.4
29,BMF,Sydney,Creative Agency,Australia,,"Financial Services, Leisure & Entertainment, Non-profit, public sector & education, Retail",73.4
30,FP7/DXB,Dubai,Creative Agency,United Arab Emirates,,"Financial Services, Food, Household & Domestic, Media & Publishing, Retail, Transport & Tourism",70.9
31,BBDO,San Francisco,Creative Agency,USA,,Leisure & Entertainment,70.0
32,MullenLowe,London,Creative Agency,UK,,"Food, Household & Domestic, Non-profit, public sector & education",69.2
33,Gallegos United,Los Angeles,Creative Agency,USA,X,"Soft Drinks, Telecoms & Utilities",68.8
34,HEIMAT,Berlin,Creative Agency,Germany,,"Non-profit, public sector & education, Retail",66.9
35,Manning Gottlieb OMD,London,Media Agency,UK,,"Financial Services, Retail",65.5
36,UM,New York,Media Agency,USA,,"Business & Industrial, Food, Non-profit, public sector & education, Telecoms & Utilities",64.9
37,MullenLowe,Boston,Creative Agency,USA,,"Retail, Transport & Tourism",63.5
38,Zulu Alpha Kilo,Toronto,Creative Agency,Canada,X,"Automotive, Business & Industrial, Financial Services, Leisure & Entertainment, Non-profit, public sector & education",62.7
39,DAVID,Buenos Aires,Creative Agency,Argentina,,"Non-profit, public sector & education, Retail",61.7
40,BBDO,Moscow,Creative Agency,Russia,,"Financial Services, Household & Domestic, Retail, Telecoms & Utilities",57.3
41,McCann,Lima,Creative Agency,Peru,,"Financial Services, Household & Domestic, Non-profit, public sector & education, Retail, Soft Drinks, Telecoms & Utilities, Toiletries & Cosmetics",57.2
41,Sancho BBDO,Bogotá,Creative Agency,Colombia,,"Business & Industrial, Non-profit, public sector & education, Soft Drinks, Technology & Electronics, Telecoms & Utilities, Toiletries & Cosmetics, Transport & Tourism",57.2
43,Starcom,London,Media Agency,UK,,"Technology & Electronics, Toiletries & Cosmetics",54.8
44,Weber Shandwick,New York,Digital/Specialist Agency,USA,,"Business & Industrial, Food, Pharma & Healthcare, Telecoms & Utilities",54.4
45,Leo Burnett,Toronto,Creative Agency,Canada,,"Financial Services, Food, Household & Domestic, Non-profit, public sector & education, Retail, Telecoms & Utilities",54.3
46,MullenLowe Mediahub,Boston,Media Agency,USA,,Transport & Tourism,53.2
47,MullenLowe SSP3,Bogotá,Creative Agency,Colombia,,"Non-profit, public sector & education, Toiletries & Cosmetics",52.2
48,72andSunny,Los Angeles,Creative Agency,USA,,"Alcoholic Drinks, Non-profit, public sector & education, Retail",51.8
49,J. Walter Thompson,São Paulo,Creative Agency,Brazil,,"Alcoholic Drinks, Business & Industrial, Non-profit, public sector & education, Soft Drinks, Technology & Electronics, Toiletries & Cosmetics",51.7
50,Team Unilever Shopper,New York,Digital/Specialist Agency,USA,,Toiletries & Cosmetics,51.1
50,Blue 449,London,Media Agency,UK,,"Retail, Transport & Tourism",51.1
52,Leo Burnett,Chicago,Creative Agency,USA,,Leisure & Entertainment,50.0
53,MediaCom,Chicago,Media Agency,USA,,Food,49.2
54,Edelman,New York,Digital/Specialist Agency,USA,X,"Alcoholic Drinks, Toiletries & Cosmetics",48.9
54,OMD,Bogotá,Media Agency,Colombia,,"Non-profit, public sector & education, Pharma & Healthcare, Soft Drinks, Technology & Electronics, Telecoms & Utilities, Toiletries & Cosmetics, Transport & Tourism",48.9
56,R/GA,London,Digital/Specialist Agency,UK,,"Leisure & Entertainment, Telecoms & Utilities",48.4
56,PHD,New York,Media Agency,USA,,"Media & Publishing, Technology & Electronics, Toiletries & Cosmetics",48.4
58,Grey,London,Creative Agency,UK,,"Leisure & Entertainment, Non-profit, public sector & education, Soft Drinks, Transport & Tourism",47.4
59,Spark Foundry,New York,Media Agency,USA,,"Alcoholic Drinks, Retail",46.8
59,Saatchi & Saatchi,London,Creative Agency,UK,,"Telecoms & Utilities, Transport & Tourism",46.8
61,"Brooklyn Brothers, The",London,Creative Agency,UK,X,Transport & Tourism,46.7
62,TBWA\Santiago Mangada Puno,Makati City,Creative Agency,Philippines,,"Non-profit, public sector & education",45.9
63,FCB Inferno,London,Creative Agency,UK,,"Non-profit, public sector & education",45.0
64,Wavemaker,London,Media Agency,UK,,"Financial Services, Non-profit, public sector & education, Technology & Electronics",44.8
65,R/GA,New York,Digital/Specialist Agency,USA,,"Clothing & Accessories, Non-profit, public sector & education, Technology & Electronics",44.5
65,Wavemaker,Warsaw,Media Agency,Poland,,"Food, Media & Publishing, Retail, Telecoms & Utilities",44.5
67,Mindshare,Toronto,Media Agency,Canada,,"Pharma & Healthcare, Toiletries & Cosmetics",44.3
67,Ogilvy & Mather,Toronto,Creative Agency,Canada,,"Pharma & Healthcare, Toiletries & Cosmetics",44.3
69,MediaCom,London,Media Agency,UK,,"Leisure & Entertainment, Media & Publishing, Pharma & Healthcare, Soft Drinks, Toiletries & Cosmetics",43.4
70,OMD,Los Angeles,Media Agency,USA,,Soft Drinks,42.4
71,McCann,Bogotá,Creative Agency,Colombia,,"Financial Services, Non-profit, public sector & education, Technology & Electronics, Telecoms & Utilities",42.3
71,McCann,Melbourne,Creative Agency,Australia,,"Household & Domestic, Non-profit, public sector & education",42.3
71,PHD,London,Media Agency,UK,,"Food, Pharma & Healthcare",42.3
74,J. Walter Thompson,Bogotá,Creative Agency,Colombia,,"Financial Services, Non-profit, public sector & education",42.1
75,FP7/CAI,Cairo,Creative Agency,Egypt,,"Food, Pharma & Healthcare, Soft Drinks, Telecoms & Utilities, Toiletries & Cosmetics",41.8
76,Forsman & Bodenfors,Gothenburg,Creative Agency,Sweden,X,"Pharma & Healthcare, Toiletries & Cosmetics, Transport & Tourism",41.6
77,OMD,Kiev,Media Agency,Ukraine,,"Alcoholic Drinks, Food, Retail",41.3
78,Ogilvy & Mather,Singapore,Creative Agency,Singapore,,"Business & Industrial, Soft Drinks, Technology & Electronics, Telecoms & Utilities, Toiletries & Cosmetics",41.0
79,MSLGroup,New York,Digital/Specialist Agency,USA,,Toiletries & Cosmetics,40.3
80,Momentum,Prague,Digital/Specialist Agency,Czech Republic,,"Alcoholic Drinks, Financial Services, Food, Technology & Electronics",39.9
81,MullenLowe,Singapore,Creative Agency,Singapore,,Toiletries & Cosmetics,39.5
81,OMD,New York,Media Agency,USA,,"Food, Pharma & Healthcare, Soft Drinks",39.5
83,Impact BBDO,Cairo,Creative Agency,Egypt,,"Food, Telecoms & Utilities",39.2
84,UncleGrey,Copenhagen,Creative Agency,Denmark,,"Household & Domestic, Retail",39.0
84,Havas Media,Paris,Media Agency,France,,"Automotive, Leisure & Entertainment, Retail, Soft Drinks",39.0
86,WMcCann,São Paulo,Creative Agency,Brazil,,"Financial Services, Food",38.7
87,MRM//McCann,New York,Digital/Specialist Agency,USA,,"Non-profit, public sector & education, Pharma & Healthcare, Telecoms & Utilities",38.4
87,MediaCom,Warsaw,Media Agency,Poland,,"Automotive, Pharma & Healthcare, Soft Drinks, Telecoms & Utilities",38.4
89,The Marketing Arm,Dallas,Digital/Specialist Agency,USA,,"Automotive, Food",37.9
90,"Monkeys, The",Sydney,Creative Agency,Australia,X,Food,37.6
90,Dentsu Jayme Syfu,Manila,Creative Agency,Philippines,,"Household & Domestic, Non-profit, public sector & education, Toiletries & Cosmetics",37.6
92,Chemistry Interaction,Auckland,Creative Agency,New Zealand,X,"Business & Industrial, Financial Services, Transport & Tourism",37.3
93,Mother,London,Creative Agency,UK,X,"Alcoholic Drinks, Financial Services, Retail",36.9
94,OgilvyOne,London,Digital/Specialist Agency,UK,,"Business & Industrial, Non-profit, public sector & education, Technology & Electronics",36.1
95,Catapult,Bentonville,Digital/Specialist Agency,USA,X,"Food, Technology & Electronics",36.0
96,TBWA,Singapore,Creative Agency,Singapore,,Toiletries & Cosmetics,35.8
97,Saatchi & Saatchi,Warsaw,Creative Agency,Poland,,"Non-profit, public sector & education, Pharma & Healthcare, Retail, Technology & Electronics",35.6
98,"Goodby, Silverstein & Partners",San Francisco,Creative Agency,USA,,"Food, Non-profit, public sector & education, Telecoms & Utilities",35.5
99,Publicis One,Bucharest,Creative Agency,Romania,,"Alcoholic Drinks, Automotive, Leisure & Entertainment, Non-profit, public sector & education, Pharma & Healthcare, Retail, Toiletries & Cosmetics",35.4
100,Gruppo Roncaglia,Rome,Creative Agency,Italy,X,"Automotive, Retail",35.2
101,Proximity,Barcelona,Digital/Specialist Agency,Spain,,Automotive,35.0
102,Neo@Ogilvy,New York,Digital/Specialist Agency,USA,,"Business & Industrial, Non-profit, public sector & education",34.5
103,BBH,Shanghai,Creative Agency,China (Mainland),,"Alcoholic Drinks, Automotive",34.3
103,FleishmanHillard,New York,Digital/Specialist Agency,USA,,"Household & Domestic, Pharma & Healthcare, Retail, Soft Drinks",34.3
105,Saatchi & Saatchi,Sydney,Creative Agency,Australia,,Automotive,34.2
106,DDB Mudra Group,Mumbai,Creative Agency,India,,"Business & Industrial, Leisure & Entertainment, Retail",34.1
106,Leo Burnett,Mumbai,Creative Agency,India,,Automotive,34.1
108,Mindshare,London,Media Agency,UK,,"Food, Non-profit, public sector & education",34.0
109,McCann,Manchester,Creative Agency,UK,,Retail,33.6
110,Starcom,Lima,Media Agency,Peru,,"Business & Industrial, Food, Media & Publishing, Retail, Soft Drinks",33.5
111,Grey,São Paulo,Creative Agency,Brazil,,"Business & Industrial, Non-profit, public sector & education, Toiletries & Cosmetics",33.4
112,Ogilvy & Mather,London,Creative Agency,UK,,"Pharma & Healthcare, Toiletries & Cosmetics",33.2
113,Impact BBDO,Dubai,Creative Agency,United Arab Emirates,,"Financial Services, Food, Leisure & Entertainment, Non-profit, public sector & education, Soft Drinks",33.1
114,Cossette,Toronto,Creative Agency,Canada,,"Food, Non-profit, public sector & education",32.4
114,Havas Worldwide,New York,Creative Agency,USA,,Alcoholic Drinks,32.4
114,Engine,London,Creative Agency,UK,X,"Financial Services, Non-profit, public sector & education, Telecoms & Utilities",32.4
117,MediaCom,Mumbai,Media Agency,India,,Toiletries & Cosmetics,32.1
118,Happy People Project,Istanbul,Creative Agency,Turkey,X,"Automotive, Business & Industrial, Food, Household & Domestic, Technology & Electronics",31.9
118,FP7/BEY,Beirut,Creative Agency,Lebanon,,"Financial Services, Media & Publishing",31.9
120,Mindshare,New York,Media Agency,USA,,"Financial Services, Toiletries & Cosmetics",31.4
121,Affinity,Sydney,Digital/Specialist Agency,Australia,X,Pharma & Healthcare,31.1
122,Ogilvy & Mather,Bogotá,Creative Agency,Colombia,,"Pharma & Healthcare, Retail, Soft Drinks",30.8
123,Interaction,San Pedro,Digital/Specialist Agency,Costa Rica,X,"Automotive, Business & Industrial, Retail",30.7
123,Code and Theory,San Francisco,Creative Agency,USA,X,Retail,30.7
123,Current,Chicago,Digital/Specialist Agency,USA,,Household & Domestic,30.7
123,DAVID,Miami,Creative Agency,USA,,Retail,30.7
123,Geometry Global,New York,Digital/Specialist Agency,USA,,"Food, Toiletries & Cosmetics",30.7
123,Ketchum,Los Angeles,Digital/Specialist Agency,USA,,"Non-profit, public sector & education",30.7
123,Media Assembly,Los Angeles,Media Agency,USA,,"Non-profit, public sector & education",30.7
123,TracyLocke,Wilton,Digital/Specialist Agency,USA,,Soft Drinks,30.7
123,VaynerMedia,New York,Digital/Specialist Agency,USA,X,"Soft Drinks, Toiletries & Cosmetics",30.7
132,BBDO,Buenos Aires,Creative Agency,Argentina,,"Alcoholic Drinks, Business & Industrial, Clothing & Accessories, Food, Non-profit, public sector & education, Soft Drinks",30.5
132,DDB,Berlin,Creative Agency,Germany,,"Non-profit, public sector & education, Telecoms & Utilities",30.5
132,plan.net,Munich,Digital/Specialist Agency,Germany,X,"Non-profit, public sector & education, Pharma & Healthcare, Technology & Electronics",30.5
135,Shackleton,Madrid,Creative Agency,Spain,X,"Financial Services, Media & Publishing",30.3
135,DDB,Bogotá,Creative Agency,Colombia,,Alcoholic Drinks,30.3
137,Hasan & Partners,Helsinki,Creative Agency,Finland,X,"Food, Non-profit, public sector & education, Retail",30.0
138,Abby Priest,Stockholm,Creative Agency,Sweden,X,Business & Industrial,29.8
138,TLG India,Mumbai,Creative Agency,India,X,Automotive,29.8
140,Plasenta,Istanbul,Digital/Specialist Agency,Turkey,,"Food, Retail, Soft Drinks, Telecoms & Utilities",29.5
141,BBDO,Toronto,Creative Agency,Canada,,"Food, Telecoms & Utilities",29.0
141,Y&R,Istanbul,Creative Agency,Turkey,,"Financial Services, Household & Domestic, Retail, Telecoms & Utilities",29.0
141,Publicis,Istanbul,Creative Agency,Turkey,,"Business & Industrial, Financial Services, Soft Drinks",29.0
141,TBWA,Istanbul,Creative Agency,Turkey,,"Business & Industrial, Food, Household & Domestic, Non-profit, public sector & education, Retail, Telecoms & Utilities",29.0
145,"Marketing Store, The",Chicago,Digital/Specialist Agency,USA,X,Telecoms & Utilities,28.8
145,Nomades,Mexico City,Creative Agency,Mexico,X,Alcoholic Drinks,28.8
147,Arc Worldwide,Chicago,Digital/Specialist Agency,USA,,"Alcoholic Drinks, Technology & Electronics",28.4
148,101 London,London,Creative Agency,UK,,"Media & Publishing, Non-profit, public sector & education",28.2
149,DDB,Auckland,Creative Agency,New Zealand,,"Business & Industrial, Financial Services, Leisure & Entertainment, Retail, Soft Drinks, Technology & Electronics",28.0
149,FCB,Auckland,Creative Agency,New Zealand,,"Automotive, Leisure & Entertainment, Non-profit, public sector & education, Transport & Tourism",28.0
151,Moxie,Atlanta,Digital/Specialist Agency,USA,,"Non-profit, public sector & education, Retail",27.9
152,HS Ad,Seoul,Creative Agency,South Korea,,"Household & Domestic, Technology & Electronics, Transport & Tourism",27.7
153,Wieden + Kennedy,Portland,Creative Agency,USA,X,"Financial Services, Retail, Technology & Electronics",27.6
154,Mother,Buenos Aires,Creative Agency,Argentina,X,"Alcoholic Drinks, Food, Transport & Tourism",27.5
155,Starcom,Warsaw,Media Agency,Poland,,"Business & Industrial, Financial Services, Leisure & Entertainment, Media & Publishing, Non-profit, public sector & education",27.4
155,UM,Kuala Lumpur,Media Agency,Malaysia,,Retail,27.4
157,ACG Reklamugynokseg,Budapest,Creative Agency,Hungary,X,"Alcoholic Drinks, Business & Industrial, Non-profit, public sector & education, Pharma & Healthcare, Retail, Telecoms & Utilities",27.3
157,OMD,Santiago,Media Agency,Chile,,"Automotive, Business & Industrial, Financial Services, Food, Retail",27.3
157,Prolam Young & Rubicam,Santiago,Creative Agency,Chile,,"Financial Services, Retail, Telecoms & Utilities",27.3
160,Rockets Growth R&D,Kiev,Digital/Specialist Agency,Ukraine,X,"Alcoholic Drinks, Food",27.2
160,Banda agency,Kiev,Creative Agency,Ukraine,X,"Food, Leisure & Entertainment, Technology & Electronics",27.2
160,Noble Graphics,Sofia,Creative Agency,Bulgaria,X,"Alcoholic Drinks, Media & Publishing, Soft Drinks",27.2
160,Circus Grey,Lima,Creative Agency,Peru,,"Financial Services, Food, Retail",27.2
160,Adler Chomsky & Warshavsky Gray,Tel Aviv,Creative Agency,Israel,,"Business & Industrial, Financial Services, Food, Non-profit, public sector & education, Technology & Electronics, Telecoms & Utilities",27.2
160,McCann,Tel Aviv,Creative Agency,Israel,,"Alcoholic Drinks, Financial Services, Food, Non-profit, public sector & education, Pharma & Healthcare, Technology & Electronics, Telecoms & Utilities, Toiletries & Cosmetics",27.2
160,GMP Advertising,Bucharest,Creative Agency,Romania,X,"Food, Non-profit, public sector & education, Retail",27.2
160,McCann,Bucharest,Creative Agency,Romania,,"Food, Leisure & Entertainment, Retail, Telecoms & Utilities",27.2
160,Publicis Impetu,Montevideo,Creative Agency,Uruguay,,"Automotive, Financial Services, Food, Technology & Electronics, Telecoms & Utilities",27.2
160,Maruri Grey,Guayaquil,Creative Agency,Ecuador,,"Alcoholic Drinks, Food, Household & Domestic",27.2
170,Kindred,London,Creative Agency,UK,X,"Leisure & Entertainment, Media & Publishing",27.0
171,Wavemaker,New York,Media Agency,USA,,"Media & Publishing, Retail",26.7
171,SapientRazorfish,Boston,Digital/Specialist Agency,USA,,"Business & Industrial, Media & Publishing, Transport & Tourism",26.7
173,Arnold Worldwide,Boston,Creative Agency,USA,,"Alcoholic Drinks, Non-profit, public sector & education",26.5
174,MG Media,Istanbul,Media Agency,Turkey,X,"Food, Technology & Electronics",26.1
174,Open Media,Istanbul,Digital/Specialist Agency,Turkey,X,"Business & Industrial, Technology & Electronics",26.1
176,These Days Y&R,Antwerp,Creative Agency,Belgium,,"Household & Domestic, Non-profit, public sector & education",25.9
177,J. Walter Thompson,Beirut,Creative Agency,Lebanon,,Retail,25.7
178,OMD,Dubai,Media Agency,United Arab Emirates,,"Soft Drinks, Telecoms & Utilities",25.5
178,TBWA|RAAD,Dubai,Creative Agency,United Arab Emirates,,"Automotive, Media & Publishing, Telecoms & Utilities",25.5
180,Y&R,São Paulo,Creative Agency,Brazil,,"Alcoholic Drinks, Household & Domestic",25.4
181,Geometry Global,Bogotá,Digital/Specialist Agency,Colombia,,"Alcoholic Drinks, Pharma & Healthcare",25.3
181,J. Walter Thompson,Moscow,Creative Agency,Russia,,"Food, Toiletries & Cosmetics",25.3
181,Leo Burnett,Mexico City,Creative Agency,Mexico,,"Alcoholic Drinks, Non-profit, public sector & education",25.3
184,Zenith,Paris,Media Agency,France,,"Soft Drinks, Toiletries & Cosmetics",25.0
185,Tribal Worldwide,New York,Digital/Specialist Agency,USA,,Pharma & Healthcare,24.9
186,Proximity,Shanghai,Digital/Specialist Agency,China (Mainland),,"Financial Services, Food",24.8
186,Grey,Melbourne,Creative Agency,Australia,,Technology & Electronics,24.8
186,I&S BBDO,Tokyo,Creative Agency,Japan,,Transport & Tourism,24.8
186,KOO-KI,Tokyo,Digital/Specialist Agency,Japan,X,Transport & Tourism,24.8
186,Y&R,Buenos Aires,Creative Agency,Argentina,,"Business & Industrial, Food, Media & Publishing, Retail",24.8
191,Wavemaker,Mumbai,Media Agency,India,,"Technology & Electronics, Toiletries & Cosmetics",24.7
191,VML,Warsaw,Digital/Specialist Agency,Poland,,"Non-profit, public sector & education, Soft Drinks, Telecoms & Utilities, Toiletries & Cosmetics",24.7
191,Spark Foundry,Warsaw,Media Agency,Poland,,"Alcoholic Drinks, Financial Services, Food, Retail",24.7
191,Isobar,Kuala Lumpur,Digital/Specialist Agency,Malaysia,,Retail,24.7
191,Society,Kuala Lumpur,Digital/Specialist Agency,Malaysia,X,Retail,24.7
196,Islenska,Reykjavík,Creative Agency,Iceland,X,Transport & Tourism,24.6
197,Wavemaker,Budapest,Media Agency,Hungary,,Telecoms & Utilities,24.5
197,Y&R,Budapest,Creative Agency,Hungary,,"Financial Services, Retail, Telecoms & Utilities, Toiletries & Cosmetics",24.5
197,McCann,Prague,Creative Agency,Czech Republic,,"Alcoholic Drinks, Telecoms & Utilities, Toiletries & Cosmetics",24.5
197,MediaCom,New York,Media Agency,USA,,"Food, Household & Domestic",24.5
197,Postmen DA,Kiev,Digital/Specialist Agency,Ukraine,X,"Business & Industrial, Non-profit, public sector & education",24.5
197,Indepencia Creativa,Lima,Creative Agency,Peru,X,"Media & Publishing, Soft Drinks",24.5
197,Y&R,Lima,Creative Agency,Peru,,"Alcoholic Drinks, Telecoms & Utilities",24.5
197,Jones Knowles Ritchie,New York,Creative Agency,USA,X,Alcoholic Drinks,24.5
197,Ogilvy & Mather,Berlin,Creative Agency,Germany,,"Non-profit, public sector & education",24.5
197,Garnier BBDO,San Jose,Creative Agency,Costa Rica,,"Alcoholic Drinks, Retail",24.5
197,Publicis One,Ljubljana,Creative Agency,Slovenia,,"Automotive, Food, Retail",24.5
197,UM,Zagreb,Media Agency,Croatia,,"Alcoholic Drinks, Soft Drinks",24.5
209,Mercado McCann,Buenos Aires,Creative Agency,Argentina,,"Financial Services, Media & Publishing",24.4
210,BBH,New York,Creative Agency,USA,,Toiletries & Cosmetics,24.3
211,Carat,London,Media Agency,UK,,"Alcoholic Drinks, Pharma & Healthcare",24.2
212,J. Walter Thompson,Cairo,Creative Agency,Egypt,,"Business & Industrial, Food, Technology & Electronics, Telecoms & Utilities, Transport & Tourism",24.1
212,Wunderman,Santiago,Digital/Specialist Agency,Chile,,"Financial Services, Telecoms & Utilities",24.1
214,Fahrenheit DDB Lima,Lima,Creative Agency,Peru,,"Business & Industrial, Food, Non-profit, public sector & education, Telecoms & Utilities",24.0
215,Clemenger BBDO,Sydney,Creative Agency,Australia,,"Alcoholic Drinks, Food",23.8
215,Edelman,London,Digital/Specialist Agency,UK,X,Food,23.8
217,Forward,Santiago,Media Agency,Chile,,Telecoms & Utilities,23.6
218,Anomaly,London,Creative Agency,UK,,"Non-profit, public sector & education",23.5
218,Now,London,Creative Agency,UK,X,Technology & Electronics,23.5
218,Catapult,Wilton,Digital/Specialist Agency,USA,X,Retail,23.5
221,FCB Health,New York,Creative Agency,USA,,"Non-profit, public sector & education, Pharma & Healthcare",23.4
222,FCB/SIX,Toronto,Digital/Specialist Agency,Canada,,"Non-profit, public sector & education",23.3
222,matchpoint,Madrid,Creative Agency,Spain,X,Pharma & Healthcare,23.3
224,MullenLowe,Istanbul,Creative Agency,Turkey,,"Food, Household & Domestic, Retail",23.2
224,Wavemaker,Istanbul,Media Agency,Turkey,,"Media & Publishing, Soft Drinks",23.2
226,Havas Worldwide,Dublin,Creative Agency,Ireland,,"Alcoholic Drinks, Non-profit, public sector & education, Soft Drinks",23.1
226,DigitasLBi,New York,Digital/Specialist Agency,USA,,"Financial Services, Telecoms & Utilities",23.1
226,PHD,Buenos Aires,Media Agency,Argentina,,"Alcoholic Drinks, Business & Industrial, Clothing & Accessories",23.1
229,BBDO,Brussels,Creative Agency,Belgium,,"Non-profit, public sector & education, Telecoms & Utilities",23.0
230,Rosapark,Paris,Creative Agency,France,X,Retail,22.3
231,Grey,Toronto,Creative Agency,Canada,,"Non-profit, public sector & education, Toiletries & Cosmetics",22.2
231,BRM,Bogotá,Digital/Specialist Agency,Colombia,X,Transport & Tourism,22.2
233,Redtree Productions,Boston,Digital/Specialist Agency,USA,X,Technology & Electronics,22.1
234,Leo Burnett,London,Creative Agency,UK,,Toiletries & Cosmetics,21.9
234,SapientRazorfish,New York,Digital/Specialist Agency,USA,,"Business & Industrial, Toiletries & Cosmetics",21.9
236,&Co,Copenhagen,Creative Agency,Denmark,X,"Non-profit, public sector & education, Transport & Tourism",21.8
236,Starcom,Santiago,Media Agency,Chile,,"Financial Services, Retail, Soft Drinks, Technology & Electronics",21.8
236,Uniomedia,Budapest,Digital/Specialist Agency,Hungary,X,"Alcoholic Drinks, Telecoms & Utilities",21.8
236,Leo Burnett,Bogotá,Creative Agency,Colombia,,"Alcoholic Drinks, Financial Services, Retail",21.8
236,REP/GREY,Bogotá,Creative Agency,Colombia,,"Food, Household & Domestic, Telecoms & Utilities",21.8
236,Zenith,Lima,Media Agency,Peru,,Food,21.8
236,IPG Mediabrands,Lima,Media Agency,Peru,,Alcoholic Drinks,21.8
236,Yehoshua\TBWA,Tel Aviv,Creative Agency,Israel,,"Food, Pharma & Healthcare",21.8
236,Publicis,Bucharest,Creative Agency,Romania,,"Automotive, Leisure & Entertainment, Non-profit, public sector & education, Pharma & Healthcare",21.8
236,UM,Bucharest,Media Agency,Romania,,"Leisure & Entertainment, Retail",21.8
246,Akestam Holst,Stockholm,Creative Agency,Sweden,X,"Leisure & Entertainment, Non-profit, public sector & education, Retail",21.7
246,Ogilvy & Mather,Chicago,Creative Agency,USA,,"Business & Industrial, Household & Domestic",21.7
248,WMcCann,Rio de Janeiro,Creative Agency,Brazil,,Toiletries & Cosmetics,21.6
249,Proximity,London,Digital/Specialist Agency,UK,,"Alcoholic Drinks, Media & Publishing, Non-profit, public sector & education, Retail, Toiletries & Cosmetics, Transport & Tourism",21.2
249,Rapp,London,Digital/Specialist Agency,UK,,"Financial Services, Media & Publishing, Soft Drinks, Telecoms & Utilities",21.2
249,LIDA,London,Digital/Specialist Agency,UK,X,"Non-profit, public sector & education, Retail, Telecoms & Utilities",21.2
252,Cramer-Krasselt,Chicago,Creative Agency,USA,X,"Food, Non-profit, public sector & education",21.1
253,Crossmedia,Dusseldorf,Media Agency,Germany,X,"Media & Publishing, Non-profit, public sector & education",20.9
254,VML,Sydney,Digital/Specialist Agency,Australia,,Retail,20.5
255,J. Walter Thompson,New York,Creative Agency,USA,,Pharma & Healthcare,20.4
