Rank,Agency Name,City,Agency Type,Agency Location,Independent?,Product Category,Points
255,Zenith,Montevideo,Media Agency,Uruguay,,"Alcoholic Drinks, Financial Services, Soft Drinks",20.4
257,OgilvyOne Business,London,Creative Agency,UK,,Transport & Tourism,20.3
257,Rafineri,Istanbul,Creative Agency,Turkey,X,"Food, Pharma & Healthcare, Retail",20.3
257,MediaCom,Toronto,Media Agency,Canada,,"Food, Leisure & Entertainment",20.3
260,Saatchi & Saatchi,New York,Creative Agency,USA,,"Household & Domestic, Retail",20.1
261,Havas Riverorchid,Phnom Penh,Creative Agency,Cambodia,,"Automotive, Toiletries & Cosmetics",20.0
261,Entropia,Kuala Lumpur,Digital/Specialist Agency,Malaysia,X,"Financial Services, Household & Domestic",20.0
263,Zenith,London,Media Agency,UK,,Toiletries & Cosmetics,19.9
264,McCann,Moscow,Creative Agency,Russia,,Toiletries & Cosmetics,19.7
265,Special Group,Auckland,Creative Agency,New Zealand,X,"Soft Drinks, Telecoms & Utilities",19.6
265,ARK CONNECT,Moscow,Digital/Specialist Agency,Russia,X,"Food, Technology & Electronics",19.6
267,Starcom,Toronto,Media Agency,Canada,,"Financial Services, Food",19.5
267,Renderspace,Ljubljana,Digital/Specialist Agency,Slovenia,X,"Automotive, Food",19.5
267,McCann,Paris,Creative Agency,France,,"Retail, Toiletries & Cosmetics",19.5
267,Proximity BBDO,Paris,Digital/Specialist Agency,France,,"Automotive, Retail",19.5
271,Ensemble Worldwide,Kuala Lumpur,Creative Agency,Malaysia,,"Business & Industrial, Household & Domestic, Retail",19.4
271,CHI & Partners,London,Creative Agency,UK,X,"Retail, Telecoms & Utilities",19.4
271,Overman,Seoul,Media Agency,South Korea,X,"Clothing & Accessories, Food",19.4
274,TERAN\TBWA,Mexico City,Creative Agency,Mexico,,"Automotive, Financial Services, Telecoms & Utilities",19.3
275,MediaCom,Dusseldorf,Media Agency,Germany,,"Technology & Electronics, Telecoms & Utilities",19.2
275,Lew’Lara\TBWA,São Paulo,Creative Agency,Brazil,,"Automotive, Food, Non-profit, public sector & education",19.2
275,Golden Submarine,Warsaw,Creative Agency,Poland,X,"Financial Services, Food, Toiletries & Cosmetics",19.2
275,Ogilvy & Mather,Warsaw,Creative Agency,Poland,,"Alcoholic Drinks, Household & Domestic, Telecoms & Utilities",19.2
275,Zenith,Warsaw,Media Agency,Poland,,"Alcoholic Drinks, Automotive, Financial Services",19.2
280,Haygarth,London,Digital/Specialist Agency,UK,,"Leisure & Entertainment, Toiletries & Cosmetics",19.1
280,Momentum,Cairo,Digital/Specialist Agency,Egypt,,"Financial Services, Non-profit, public sector & education",19.1
280,Periscope,Minneapolis,Creative Agency,USA,X,"Business & Industrial, Food",19.1
280,Isobar,Budapest,Digital/Specialist Agency,Hungary,,Telecoms & Utilities,19.1
280,PHD,Budapest,Media Agency,Hungary,,"Food, Telecoms & Utilities, Transport & Tourism",19.1
280,Kinograf,Kiev,Creative Agency,Ukraine,X,"Alcoholic Drinks, Food",19.1
280,Wunderman,Buenos Aires,Digital/Specialist Agency,Argentina,,"Non-profit, public sector & education, Retail",19.1
280,People Initiative,Istanbul,Media Agency,Turkey,,"Automotive, Food, Pharma & Healthcare, Telecoms & Utilities",19.1
288,Pristop,Ljubljana,Creative Agency,Slovenia,X,"Financial Services, Food, Non-profit, public sector & education, Soft Drinks",19.0
288,J. Walter Thompson,Montevideo,Creative Agency,Uruguay,,"Alcoholic Drinks, Media & Publishing, Soft Drinks",19.0
288,Barkley,Kansas City,Creative Agency,USA,X,Leisure & Entertainment,19.0
288,Geometry Global,Toronto,Digital/Specialist Agency,Canada,,"Non-profit, public sector & education, Toiletries & Cosmetics",19.0
288,Jack Morton Worldwide,New York,Digital/Specialist Agency,USA,,"Leisure & Entertainment, Technology & Electronics",19.0
293,M&C Saatchi Sport and Entertainment,London,Digital/Specialist Agency,UK,X,Technology & Electronics,18.9
293,mcgarrybowen,Hong Kong,Creative Agency,Hong Kong,,"Financial Services, Pharma & Healthcare",18.9
295,DDB,Madrid,Creative Agency,Spain,,"Automotive, Financial Services, Non-profit, public sector & education",18.8
296,Barefoot Proximity,Cincinnati,Creative Agency,USA,,"Non-profit, public sector & education",18.6
296,e:mg,Moscow,Digital/Specialist Agency,Russia,X,"Food, Soft Drinks",18.6
296,Cossette,Montreal,Creative Agency,Canada,,"Non-profit, public sector & education, Retail",18.6
299,72andSunny,New York,Creative Agency,USA,,Household & Domestic,18.4
299,DigitasLBi,San Francisco,Digital/Specialist Agency,USA,,"Retail, Technology & Electronics",18.4
299,Epsilon,New York,Digital/Specialist Agency,USA,X,Pharma & Healthcare,18.4
299,Geometry Global,Minneapolis,Digital/Specialist Agency,USA,,Toiletries & Cosmetics,18.4
299,"Martin Agency, The",Richmond,Creative Agency,USA,,"Non-profit, public sector & education",18.4
299,Mbooth,New York,Digital/Specialist Agency,USA,X,Financial Services,18.4
299,Neo@Ogilvy,Chicago,Digital/Specialist Agency,USA,,Business & Industrial,18.4
299,Partners + Napier,New York,Creative Agency,USA,X,"Business & Industrial, Food",18.4
299,PMK-BNC,New York,Digital/Specialist Agency,USA,,Soft Drinks,18.4
299,Space150,New York,Digital/Specialist Agency,USA,X,"Non-profit, public sector & education",18.4
299,TPN,New York,Digital/Specialist Agency,USA,X,Food,18.4
299,Wasserman,New York,Digital/Specialist Agency,USA,X,Soft Drinks,18.4
311,Serviceplan,Munich,Creative Agency,Germany,X,"Retail, Technology & Electronics",18.3
311,Publicis,Mumbai,Creative Agency,India,,Business & Industrial,18.3
313,NEOS Digital,Kiev,Digital/Specialist Agency,Ukraine,X,Alcoholic Drinks,18.2
314,Webstyler,Bucharest,Digital/Specialist Agency,Romania,X,"Non-profit, public sector & education, Retail",18.1
315,Llorente & Cuenca,Lima,Creative Agency,Peru,,"Alcoholic Drinks, Business & Industrial",18.0
316,OMD,Shanghai,Media Agency,China (Mainland),,Clothing & Accessories,17.7
316,AIR,Brussels,Creative Agency,Belgium,X,Transport & Tourism,17.7
318,Publicis,Dubai,Creative Agency,United Arab Emirates,,"Food, Soft Drinks",17.6
318,Pollin8,Toronto,Media Agency,Canada,X,"Non-profit, public sector & education",17.6
320,Dentsu,Kuala Lumpur,Creative Agency,Malaysia,,"Financial Services, Technology & Electronics",17.5
321,Manajans JWT,Istanbul,Creative Agency,Turkey,,"Business & Industrial, Food, Toiletries & Cosmetics",17.4
321,Ticktockboom,Istanbul,Digital/Specialist Agency,Turkey,X,Automotive,17.4
321,Tribal Worldwide,Istanbul,Digital/Specialist Agency,Turkey,,"Food, Telecoms & Utilities",17.4
324,Ogilvy & Mather,Johannesburg,Creative Agency,South Africa,,"Food, Media & Publishing, Retail",17.3
324,Media Direction OMD,Sofia,Media Agency,Bulgaria,,Alcoholic Drinks,17.3
326,FCB Mayo,Lima,Creative Agency,Peru,,"Alcoholic Drinks, Business & Industrial, Food",17.1
326,Carat Media,Istanbul,Media Agency,Turkey,,"Financial Services, Household & Domestic, Telecoms & Utilities",17.1
326,CP+B,London,Creative Agency,UK,,"Technology & Electronics, Transport & Tourism",17.1
329,23red,London,Creative Agency,UK,X,"Non-profit, public sector & education",17.0
329,M&C Saatchi,London,Creative Agency,UK,X,"Non-profit, public sector & education",17.0
331,Mindshare,Moscow,Media Agency,Russia,,"Leisure & Entertainment, Toiletries & Cosmetics",16.9
332,TKT,Sydney,Creative Agency,Australia,X,"Alcoholic Drinks, Soft Drinks",16.8
332,Saatchi & Saatchi,Wellington,Creative Agency,New Zealand,,"Financial Services, Pharma & Healthcare",16.8
332,SEVEN,Moscow,Digital/Specialist Agency,Russia,X,Soft Drinks,16.8
332,Pristop Media,Ljubljana,Media Agency,Slovenia,X,"Automotive, Soft Drinks",16.8
332,Periscope,Chicago,Creative Agency,USA,X,Pharma & Healthcare,16.8
337,Carat,Paris,Media Agency,France,,"Media & Publishing, Non-profit, public sector & education",16.7
337,DDB,Paris,Creative Agency,France,,"Non-profit, public sector & education, Retail, Technology & Electronics",16.7
337,Robert/Boisen & Like-Minded,Copenhagen,Creative Agency,Denmark,X,"Non-profit, public sector & education, Transport & Tourism",16.7
340,BBDO,Mexico City,Creative Agency,Mexico,,"Food, Pharma & Healthcare, Soft Drinks",16.5
340,J. Walter Thompson,Mexico City,Creative Agency,Mexico,,"Household & Domestic, Retail, Transport & Tourism",16.5
340,CircusMarketing,Buenos Aires,Creative Agency,Argentina,X,"Alcoholic Drinks, Leisure & Entertainment, Media & Publishing",16.5
343,GONG,Warsaw,Digital/Specialist Agency,Poland,X,"Alcoholic Drinks, Financial Services",16.4
343,LiquidThread,Warsaw,Digital/Specialist Agency,Poland,,"Business & Industrial, Retail, Soft Drinks",16.4
343,OMD,Vienna,Media Agency,Austria,,"Food, Retail",16.4
343,Intren,Budapest,Digital/Specialist Agency,Hungary,X,"Non-profit, public sector & education, Telecoms & Utilities",16.4
343,OMD,Budapest,Media Agency,Hungary,,"Financial Services, Retail",16.4
343,DDB,Singapore,Creative Agency,Singapore,,"Non-profit, public sector & education, Pharma & Healthcare",16.4
343,BBDO,Santiago,Creative Agency,Chile,,"Business & Industrial, Retail, Soft Drinks",16.4
343,Wolf.BPP,Santiago,Creative Agency,Chile,X,"Business & Industrial, Leisure & Entertainment",16.4
351,Reuveni-Pridan IPG,Tel Aviv,Creative Agency,Israel,,"Financial Services, Food, Soft Drinks, Telecoms & Utilities",16.3
351,Baumann Ber Rivnay,Tel Aviv,Creative Agency,Israel,,"Financial Services, Pharma & Healthcare",16.3
351,Gitam BBDO,Tel Aviv,Creative Agency,Israel,,"Business & Industrial, Retail",16.3
351,Graffiti BBDO,Bucharest,Creative Agency,Romania,,"Automotive, Soft Drinks",16.3
351,Leo Burnett,Bucharest,Creative Agency,Romania,,"Alcoholic Drinks, Retail, Toiletries & Cosmetics",16.3
351,MRM//McCann,Bucharest,Digital/Specialist Agency,Romania,,"Leisure & Entertainment, Retail",16.3
351,Agency 101,Ljubljana,Creative Agency,Slovenia,X,Food,16.3
351,Y&R,Montevideo,Creative Agency,Uruguay,,"Financial Services, Food",16.3
359,AJF Partnership,Melbourne,Creative Agency,Australia,X,Soft Drinks,16.2
360,Mindshare,Shanghai,Media Agency,China (Mainland),,"Clothing & Accessories, Retail, Toiletries & Cosmetics",16.0
361,OgilvyOne,Dubai,Digital/Specialist Agency,United Arab Emirates,,Food,15.9
361,UM,Dubai,Media Agency,United Arab Emirates,,"Soft Drinks, Telecoms & Utilities",15.9
363,BBDO,Taipei,Creative Agency,Taiwan,,"Business & Industrial, Food",15.8
364,iris,Sydney,Creative Agency,Australia,,Technology & Electronics,15.7
364,Lucky Generals,London,Creative Agency,UK,X,Food,15.7
364,Sense London,London,Creative Agency,UK,X,Media & Publishing,15.7
367,Geometry Global,Chicago,Digital/Specialist Agency,USA,,"Non-profit, public sector & education, Toiletries & Cosmetics",15.6
367,DPZ&T,São Paulo,Creative Agency,Brazil,,"Retail, Toiletries & Cosmetics",15.6
369,FCB,Toronto,Creative Agency,Canada,,"Non-profit, public sector & education",15.5
370,J. Walter Thompson,Riyadh,Creative Agency,Saudi Arabia,,Telecoms & Utilities,15.4
371,Serviceplan,Vienna,Creative Agency,Austria,X,Leisure & Entertainment,15.3
371,Serviceplan,Seoul,Creative Agency,South Korea,X,Pharma & Healthcare,15.3
373,Ogilvy & Mather,São Paulo,Creative Agency,Brazil,,"Leisure & Entertainment, Retail",15.2
374,Pulp Strategy,Delhi,Digital/Specialist Agency,India,X,Technology & Electronics,15.0
374,FCB,Kuala Lumpur,Creative Agency,Malaysia,,"Food, Toiletries & Cosmetics",15.0
374,Starcom,Budapest,Media Agency,Hungary,,Alcoholic Drinks,15.0
374,Marina Maher Communications,New York,Digital/Specialist Agency,USA,,"Automotive, Pharma & Healthcare",15.0
378,Cercone Brown Company,Boston,Digital/Specialist Agency,USA,X,Retail,14.9
378,Initiative,Los Angeles,Media Agency,USA,,Alcoholic Drinks,14.9
378,MediaCom,Auckland,Media Agency,New Zealand,,"Non-profit, public sector & education",14.9
378,Redscout,Los Angeles,Digital/Specialist Agency,USA,,Alcoholic Drinks,14.9
378,Castenow Communications,Dusseldorf,Creative Agency,Germany,X,Media & Publishing,14.9
378,"Barnes, Catmur & Friends",Auckland,Creative Agency,New Zealand,,"Non-profit, public sector & education",14.9
378,TBWA,Melbourne,Creative Agency,Australia,,Financial Services,14.9
378,K2,Warsaw,Digital/Specialist Agency,Poland,X,"Automotive, Leisure & Entertainment",14.9
386,Karmarama,London,Creative Agency,UK,,"Automotive, Non-profit, public sector & education",14.8
386,TMW Unlimited,London,Creative Agency,UK,X,"Pharma & Healthcare, Toiletries & Cosmetics, Transport & Tourism",14.8
388,AKQA,São Paulo,Creative Agency,Brazil,,Household & Domestic,14.7
388,AKQA,London,Creative Agency,UK,,Household & Domestic,14.7
390,N=5,Amsterdam,Creative Agency,Netherlands,X,"Retail, Telecoms & Utilities, Transport & Tourism",14.6
391,BBDO,Hong Kong,Creative Agency,Hong Kong,,"Non-profit, public sector & education",14.5
391,Bentego Video Marketing,Istanbul,Digital/Specialist Agency,Turkey,X,Telecoms & Utilities,14.5
391,Komputer,Istanbul,Digital/Specialist Agency,Turkey,X,Media & Publishing,14.5
391,Performics,Montevideo,Digital/Specialist Agency,Uruguay,,"Food, Soft Drinks, Technology & Electronics, Telecoms & Utilities",14.5
391,Expedia Media Solutions,Bellevue,Digital/Specialist Agency,USA,X,Transport & Tourism,14.5
391,IMA (Influencer Marketing Agency),Amsterdam,Digital/Specialist Agency,Netherlands,X,Clothing & Accessories,14.5
391,Realise,London,Digital/Specialist Agency,UK,X,Transport & Tourism,14.5
391,Wavemaker,Dubai,Media Agency,United Arab Emirates,,Food,14.5
391,Zenith,Los Angeles,Media Agency,USA,,Media & Publishing,14.5
400,Media Connection BPN,Lima,Media Agency,Peru,,"Business & Industrial, Food",14.4
401,Ogilvy & Mather,Mexico City,Creative Agency,Mexico,,Transport & Tourism,14.3
402,DDB,Buenos Aires,Creative Agency,Argentina,,Automotive,14.2
402,We Believers,New York,Creative Agency,USA,X,Retail,14.2
402,DDB Remedy,London,Creative Agency,UK,,Food,14.2
402,Genuine,New York,Creative Agency,USA,X,Leisure & Entertainment,14.2
402,George P. Johnson,Boston,Digital/Specialist Agency,USA,X,Automotive,14.2
402,MatchMG,Chicago,Creative Agency,USA,X,"Alcoholic Drinks, Food",14.2
402,Spinifex Group,Los Angeles,Digital/Specialist Agency,USA,X,Automotive,14.2
402,The Integer Group,London,Digital/Specialist Agency,UK,,"Food, Soft Drinks",14.2
402,BJL Group,Manchester,Creative Agency,UK,X,"Business & Industrial, Retail",14.2
411,Ogilvy & Mather,Sydney,Creative Agency,Australia,,"Business & Industrial, Food, Pharma & Healthcare",14.1
411,Liberty Marketing Bureau,Yekaterinburg,Digital/Specialist Agency,Russia,X,"Non-profit, public sector & education",14.1
411,ProHealth,Moscow,Creative Agency,Russia,,Leisure & Entertainment,14.1
411,Publicis,Moscow,Creative Agency,Russia,,Leisure & Entertainment,14.1
411,SODA,Ekaterinburg,Creative Agency,Russia,,"Non-profit, public sector & education",14.1
411,Voskhod,Yekaterinburg,Creative Agency,Russia,X,"Financial Services, Food",14.1
411,UM,Moscow,Media Agency,Russia,,"Financial Services, Toiletries & Cosmetics",14.1
418,Abakus AB,Stockholm,Creative Agency,Sweden,X,Financial Services,14.0
418,Affinity ID,Auckland,Digital/Specialist Agency,New Zealand,X,Business & Industrial,14.0
418,Agentur am Flughafen,Thal,Creative Agency,Switzerland,X,Telecoms & Utilities,14.0
418,Louder,Moscow,Creative Agency,Russia,,Clothing & Accessories,14.0
418,Movable Ink,New York,Digital/Specialist Agency,USA,X,Transport & Tourism,14.0
423,Wunderman,Lima,Digital/Specialist Agency,Peru,,"Food, Retail, Soft Drinks, Telecoms & Utilities",13.9
423,Blue 449,Paris,Media Agency,France,,Retail,13.9
423,Havas Worldwide,Paris,Creative Agency,France,,"Automotive, Telecoms & Utilities",13.9
426,Recreo,Mexico City,Creative Agency,Mexico,X,"Pharma & Healthcare, Retail",13.8
426,Wavemaker,Mexico City,Media Agency,Mexico,,"Food, Non-profit, public sector & education, Retail",13.8
426,GTB,Buenos Aires,Creative Agency,Argentina,,Automotive,13.8
426,Ogilvy & Mather,Buenos Aires,Creative Agency,Argentina,,"Pharma & Healthcare, Retail",13.8
430,Anomaly,Toronto,Creative Agency,Canada,,"Alcoholic Drinks, Media & Publishing",13.7
430,Carat,Warsaw,Media Agency,Poland,,"Household & Domestic, Media & Publishing",13.7
430,DDB&tribal,Warsaw,Creative Agency,Poland,,"Leisure & Entertainment, Retail",13.7
430,Duda Polska,Warsaw,Creative Agency,Poland,X,Retail,13.7
430,Isobar,Warsaw,Digital/Specialist Agency,Poland,,"Media & Publishing, Telecoms & Utilities",13.7
430,Just,Poznan,Creative Agency,Poland,X,"Alcoholic Drinks, Food, Media & Publishing",13.7
430,OMD,Warsaw,Media Agency,Poland,,"Retail, Toiletries & Cosmetics",13.7
430,Publicis,Warsaw,Creative Agency,Poland,,"Food, Telecoms & Utilities",13.7
430,mInteraction,Bangkok,Media Agency,Thailand,,"Non-profit, public sector & education, Retail",13.7
439,KnowLimits,Poland,Media Agency,Czech Republic,X,"Alcoholic Drinks, Food",13.6
439,Y&R,Prague,Creative Agency,Czech Republic,,"Financial Services, Soft Drinks",13.6
439,BBH,Singapore,Creative Agency,Singapore,,Financial Services,13.6
439,OMD,Singapore,Media Agency,Singapore,,Financial Services,13.6
439,Proximity,Bogotá,Digital/Specialist Agency,Colombia,,"Financial Services, Pharma & Healthcare",13.6
439,RAYA,Santiago,Digital/Specialist Agency,Chile,X,Pharma & Healthcare,13.6
439,La Firma,Santiago,Creative Agency,Chile,X,Automotive,13.6
439,McCann,Santiago,Creative Agency,Chile,,"Financial Services, Pharma & Healthcare, Retail",13.6
439,ISD Group,Kiev,Digital/Specialist Agency,Ukraine,X,Toiletries & Cosmetics,13.6
439,Media First,Kiev,Media Agency,Ukraine,X,"Non-profit, public sector & education",13.6
439,Rapport,Hoeilaart,Media Agency,Belgium,,Alcoholic Drinks,13.6
439,THINK McCann,Kiev,Creative Agency,Ukraine,,"Alcoholic Drinks, Food",13.6
439,TWIGA'Idea,Kiev,Creative Agency,Ukraine,X,"Non-profit, public sector & education",13.6
439,UM,Kiev,Media Agency,Ukraine,,Alcoholic Drinks,13.6
439,CP+B,Miami,Creative Agency,USA,,Technology & Electronics,13.6
439,Fanatic,Bristol,Creative Agency,UK,X,Business & Industrial,13.6
439,McKinney,Durham,Creative Agency,USA,X,"Non-profit, public sector & education",13.6
439,The ZOO,New York,Creative Agency,USA,,Leisure & Entertainment,13.6
439,VML,New York,Digital/Specialist Agency,USA,,Leisure & Entertainment,13.6
439,MADE BY VACULIK,Bratislava,Creative Agency,Slovakia,X,"Alcoholic Drinks, Non-profit, public sector & education",13.6
439,Ogilvy & Mather,Bratislava,Creative Agency,Slovakia,,"Non-profit, public sector & education",13.6
439,Carne,Lima,Creative Agency,Peru,,"Financial Services, Food",13.6
439,Publicis One,Lima,Creative Agency,Peru,,Telecoms & Utilities,13.6
439,Aucor,Helsinki,Digital/Specialist Agency,Finland,X,"Non-profit, public sector & education",13.6
439,Hasan Communications,Helsinki,Digital/Specialist Agency,Finland,X,"Non-profit, public sector & education",13.6
439,SEK & Grey,Helsinki,Creative Agency,Finland,X,Food,13.6
439,Great Digital Partners,Tel Aviv,Digital/Specialist Agency,Israel,X,Toiletries & Cosmetics,13.6
439,Atelieru de Internet,Bucharest,Digital/Specialist Agency,Romania,X,Soft Drinks,13.6
439,Cohn&Jansen JWT,Bucharest,Creative Agency,Romania,,Soft Drinks,13.6
439,Fieldstar,Bucharest,Digital/Specialist Agency,Romania,X,Alcoholic Drinks,13.6
439,The Hub Partners,Bucharest,Digital/Specialist Agency,Romania,X,Alcoholic Drinks,13.6
439,Pragma kimunikacije,Zagreb,Digital/Specialist Agency,Croatia,X,Alcoholic Drinks,13.6
439,Central,Santiago,Creative Agency,Chile,X,Financial Services,13.6
439,La Facultad,Quito,Creative Agency,Ecuador,X,"Non-profit, public sector & education",13.6
439,MullenLowe Delta,Quito,Creative Agency,Ecuador,,Financial Services,13.6
439,Paradais,Guayaquil,Creative Agency,Ecuador,X,Soft Drinks,13.6
439,Saatchi & Saatchi,Guayaquil,Creative Agency,Ecuador,,Soft Drinks,13.6
476,Joe Public,Johannesburg,Creative Agency,South Africa,X,"Food, Soft Drinks, Transport & Tourism",13.5
476,BBDO,Beijing,Creative Agency,China (Mainland),,Food,13.5
478,Spark Foundry,London,Media Agency,UK,,"Alcoholic Drinks, Financial Services",13.4
478,C-Section,Istanbul,Creative Agency,Turkey,X,Telecoms & Utilities,13.4
478,SapientRazorfish,Melbourne,Digital/Specialist Agency,Australia,,Retail,13.4
478,OMD,Toronto,Media Agency,Canada,,"Food, Telecoms & Utilities",13.4
482,DDB,Warsaw,Creative Agency,Poland,,"Non-profit, public sector & education",13.3
482,Tribal Worldwide,Warsaw,Digital/Specialist Agency,Poland,,"Non-profit, public sector & education",13.3
484,R. Point,Moscow,Digital/Specialist Agency,Russia,X,Financial Services,13.1
485,Brasil,Warsaw,Creative Agency,Poland,X,"Financial Services, Telecoms & Utilities",13.0
486,Dijital Buro,Istanbul,Digital/Specialist Agency,Turkey,X,Financial Services,12.9
486,Geometry Global,Prague,Digital/Specialist Agency,Czech Republic,,"Non-profit, public sector & education",12.9
486,Ogilvy & Mather,Dublin,Creative Agency,Ireland,,Automotive,12.9
486,Symbio,Prague,Creative Agency,Czech Republic,,Financial Services,12.9
486,TracyLocke,London,Digital/Specialist Agency,UK,,Food,12.9
491,Memac Ogilvy & Mather,Dubai,Creative Agency,United Arab Emirates,,"Non-profit, public sector & education, Soft Drinks",12.8
491,Gloo@Ogilvy,Cape Town,Creative Agency,South Africa,,Retail,12.8
491,POSSIBLE,New York,Creative Agency,USA,,Technology & Electronics,12.8
491,Adrenalin,Sydney,Digital/Specialist Agency,Australia,X,"Automotive, Non-profit, public sector & education",12.8
491,PHD,Montreal,Media Agency,Canada,,"Telecoms & Utilities, Toiletries & Cosmetics",12.8
496,FP7/TUN,Tunis,Creative Agency,Tunisia,,Telecoms & Utilities,12.7
496,PHD,Toronto,Media Agency,Canada,,"Automotive, Toiletries & Cosmetics",12.7
496,Havas helia,Cirencester,Digital/Specialist Agency,UK,,"Retail, Transport & Tourism",12.7
499,Zaraguza,Prague,Digital/Specialist Agency,Czech Republic,X,"Food, Soft Drinks, Toiletries & Cosmetics",12.6
500,EnVision,Aarhus,Creative Agency,Denmark,X,"Business & Industrial, Clothing & Accessories",12.5
501,ADK,Tokyo,Creative Agency,Japan,X,Toiletries & Cosmetics,12.4
502,Area 23,New York,Digital/Specialist Agency,USA,,"Non-profit, public sector & education",12.3
502,Camelot Strategic Marketing & Media,Dallas,Media Agency,USA,,Transport & Tourism,12.3
502,Collective Bias,Bentonville,Digital/Specialist Agency,USA,X,Food,12.3
502,David&Goliath,Los Angeles,Creative Agency,USA,X,Automotive,12.3
502,Edelman,Los Angeles,Digital/Specialist Agency,USA,X,"Food, Retail",12.3
502,Fitzgerald & Co,Atlanta,Creative Agency,USA,,Retail,12.3
502,GRP Media,Chicago,Media Agency,USA,X,Retail,12.3
502,GSD&M,Austin,Creative Agency,USA,,Transport & Tourism,12.3
502,Heat,San Francisco,Creative Agency,USA,,Leisure & Entertainment,12.3
502,Ketchum,San Francisco,Digital/Specialist Agency,USA,,Food,12.3
502,No Limit Agency,Chicago,Digital/Specialist Agency,USA,X,Retail,12.3
502,OMD,San Francisco,Media Agency,USA,,Food,12.3
502,Plowshare,Stamford,Media Agency,USA,X,"Non-profit, public sector & education",12.3
502,Rapport,Boston,Media Agency,USA,,Transport & Tourism,12.3
502,Saatchi & Saatchi X,Springdale,Creative Agency,USA,,Toiletries & Cosmetics,12.3
502,SapientRazorfish,Austin,Digital/Specialist Agency,USA,,Transport & Tourism,12.3
502,The Marketing Arm,Los Angeles,Digital/Specialist Agency,USA,,Food,12.3
502,The Mars Agency,Detroit,Digital/Specialist Agency,USA,,Toiletries & Cosmetics,12.3
520,Wunderman-Bienalto,Sydney,Digital/Specialist Agency,Australia,,"Non-profit, public sector & education, Retail",12.2
521,Livity,London,Digital/Specialist Agency,UK,X,Technology & Electronics,12.1
522,Outdoor Media Alliance,Jersey City,Media Agency,USA,X,Media & Publishing,12.0
522,Resolution,New York,Digital/Specialist Agency,USA,,Media & Publishing,12.0
522,PHD,Mumbai,Media Agency,India,,Household & Domestic,12.0
525,Jung von Matt,Hamburg,Creative Agency,Germany,X,"Leisure & Entertainment, Non-profit, public sector & education, Telecoms & Utilities",11.9
525,IBM iX,London,Digital/Specialist Agency,UK,,Food,11.9
527,Buzzman,Paris,Creative Agency,France,X,"Media & Publishing, Technology & Electronics",11.8
527,AGAIN Interactive,Morristown,Digital/Specialist Agency,USA,X,Retail,11.8
527,Merkle,New York,Digital/Specialist Agency,USA,,Retail,11.8
527,Graymatter,Milton Keynes,Digital/Specialist Agency,UK,X,Business & Industrial,11.8
527,BAP & Conde,Coruna,Creative Agency,Spain,X,Food,11.8
527,UM,Madrid,Media Agency,Spain,,"Leisure & Entertainment, Toiletries & Cosmetics",11.8
533,Hungry Digital,Hong Kong,Creative Agency,Hong Kong,X,Financial Services,11.6
533,Medina Turgul DDB,Istanbul,Creative Agency,Turkey,,"Financial Services, Food",11.6
533,Youthworks,Istanbul,Creative Agency,Turkey,X,"Technology & Electronics, Toiletries & Cosmetics",11.6
536,ACHTUNG!,Amsterdam,Creative Agency,Netherlands,X,"Household & Domestic, Leisure & Entertainment, Media & Publishing",11.4
536,Bensimon Byrne,Toronto,Creative Agency,Canada,X,"Non-profit, public sector & education",11.4
536,Juniper Park\TBWA,Toronto,Creative Agency,Canada,,Automotive,11.4
539,OMD,Mexico City,Media Agency,Mexico,,"Financial Services, Food",11.3
539,BBDO,Shanghai,Creative Agency,China (Mainland),,Financial Services,11.3
539,Glue,Bogotá,Digital/Specialist Agency,Colombia,,Clothing & Accessories,11.3
542,Ponce,Buenos Aires,Creative Agency,Argentina,,Telecoms & Utilities,11.2
543,BETC,Pantin,Creative Agency,France,,"Automotive, Non-profit, public sector & education",11.1
543,Initiative,New York,Media Agency,USA,,"Business & Industrial, Non-profit, public sector & education",11.1
543,FoxP2,Cape Town,Creative Agency,South Africa,X,Leisure & Entertainment,11.1
546,Agencia Montalvo,Mexico City,Creative Agency,Mexico,X,"Alcoholic Drinks, Leisure & Entertainment, Telecoms & Utilities",11.0
546,Beker/Socialand,Mexico City,Creative Agency,Mexico,X,"Media & Publishing, Retail",11.0
546,Nurun,Mexico City,Digital/Specialist Agency,Mexico,,"Soft Drinks, Toiletries & Cosmetics",11.0
546,Publicis,Mexico City,Creative Agency,Mexico,,"Alcoholic Drinks, Toiletries & Cosmetics",11.0
546,Blue Angels,Warsaw,Media Agency,Poland,X,Pharma & Healthcare,11.0
546,Brain,Warsaw,Creative Agency,Poland,X,Financial Services,11.0
546,Havas Media,Warsaw,Media Agency,Poland,,"Clothing & Accessories, Telecoms & Utilities",11.0
546,Initiative,Warsaw,Media Agency,Poland,,Telecoms & Utilities,11.0
546,Mindshare,Warsaw,Media Agency,Poland,,"Financial Services, Food, Media & Publishing",11.0
546,MullenLowe Mediahub,Warsaw,Media Agency,Poland,,Financial Services,11.0
546,Plej,Warsaw,Creative Agency,Poland,X,"Non-profit, public sector & education, Telecoms & Utilities",11.0
546,PZL,Warsaw,Creative Agency,Poland,X,"Alcoholic Drinks, Media & Publishing",11.0
546,Creative Lions Asia,Kuala Lumpur,Digital/Specialist Agency,Malaysia,X,Retail,11.0
