Rank,Brand,Product Category,Points,,
443,Department for International Trade,"Non-profit, public sector & education",10.6,,
443,DFS,Retail,10.6,,
443,Aviva,Financial Services,10.6,,
443,Cancer Research UK,"Non-profit, public sector & education",10.6,,
443,Unibet,Retail,10.6,,
443,easyJet,Transport & Tourism,10.6,,
443,Diabetes UK,"Non-profit, public sector & education",10.6,,
443,Tommee Tippee,Retail,10.6,,
443,what3words,Technology & Electronics,10.6,,
459,Dr.Max,Pharma & Healthcare,10.5,,
459,Svenska Turistföreningen,Transport & Tourism,10.5,,
459,Migros,Retail,10.5,,
459,The Natural Confectionary Company,Food,10.5,,
459,Orchard Thieves,Alcoholic Drinks,10.5,,
464,Publicar publicidad multimedia,Business & Industrial,10.4,,
464,Chocoramo,Food,10.4,,
464,Erste Bank,Financial Services,10.4,,
464,Mall Plaza,Retail,10.4,,
464,Domestos,Household & Domestic,10.4,,
464,Soproni,Alcoholic Drinks,10.4,,
464,CJSC Chumak,Food,10.4,,
464,Panetón D'Onofrio,Food,10.4,,
464,Nurofen,Pharma & Healthcare,10.4,,
464,"Ministerio de Justicia, Derechos Humanos y Cultos","Non-profit, public sector & education",10.4,,
464,Galletas Pozuelo,Food,10.4,,
464,TELETICA,Leisure & Entertainment,10.4,,
464,Lockheed Martin,Business & Industrial,10.4,,
464,Samsung Gear VR,Technology & Electronics,10.4,,
464,Spotify,Media & Publishing,10.4,,
464,Danske Bank,Financial Services,10.4,,
464,Maltin Power,Soft Drinks,10.4,,
464,Suncorp,Financial Services,10.4,,
464,RAM 700,Automotive,10.4,,
464,Galaxy S6,Technology & Electronics,10.4,,
464,Active Wheel,Household & Domestic,10.4,,
464,Bepanthen,Pharma & Healthcare,10.4,,
464,Very.co.uk,Retail,10.4,,
464,Bank of America,Financial Services,10.4,,
464,Cusqueña,Alcoholic Drinks,10.4,,
489,Antartica,Alcoholic Drinks,10.3,,
490,Sportsbet,Retail,10.2,,
490,AstraZeneca Respiratory,Pharma & Healthcare,10.2,,
492,MILO,Soft Drinks,10.1,,
493,Oikos,Food,10.0,,
493,Toms,Clothing & Accessories,10.0,,
493,American Greetings,Media & Publishing,10.0,,
496,truTV,Media & Publishing,9.9,,
496,USA Network,Media & Publishing,9.9,,
496,Buick,Automotive,9.9,,
496,Stella Artois,Alcoholic Drinks,9.9,,
496,Delta Faucet,Household & Domestic,9.9,,
496,Palm Breeze,Alcoholic Drinks,9.9,,
496,William Grant & Sons,Alcoholic Drinks,9.9,,
496,Topgolf,Leisure & Entertainment,9.9,,
496,Extended Stay America,Transport & Tourism,9.9,,
496,Sensient Colors,Food,9.9,,
506,The National Defence Recruitment,"Non-profit, public sector & education",9.7,,
506,Brita,Household & Domestic,9.7,,
506,Viasat,Telecoms & Utilities,9.7,,
506,Georgia,Soft Drinks,9.7,,
506,ABANCA,Financial Services,9.7,,
506,Mondelēz Russia,Retail,9.7,,
506,DFW Customers,Transport & Tourism,9.7,,
506,Showa Shell,Telecoms & Utilities,9.7,,
506,Proximity Barcelona,Media & Publishing,9.7,,
506,Schweppes,Soft Drinks,9.7,,
506,E.ON,Telecoms & Utilities,9.7,,
506,Alberta Beverage Container Recycling Corp,"Non-profit, public sector & education",9.7,,
506,Tui,Alcoholic Drinks,9.7,,
506,Biruliovo Municipal Animals' Shelter,"Non-profit, public sector & education",9.7,,
506,Nationwide,Financial Services,9.7,,
506,Canadian Breast Cancer Foundation,"Non-profit, public sector & education",9.7,,
522,JBS,Food,9.6,,
522,LATAM,Transport & Tourism,9.6,,
522,Halls Mini,Food,9.6,,
522,Itaú Unibanco,Financial Services,9.6,,
522,Coors Light,Alcoholic Drinks,9.6,,
522,First Direct,Financial Services,9.6,,
522,First4Adoption,"Non-profit, public sector & education",9.6,,
522,The Conservative Party,"Non-profit, public sector & education",9.6,,
522,Costa,Retail,9.6,,
522,Mattessons,Food,9.6,,
522,Eurotunnel Le Shuttle,Transport & Tourism,9.6,,
522,Officeworks,Retail,9.6,,
534,JD.com,Retail,9.5,,
534,SIGMU ZTE preservation of,Pharma & Healthcare,9.5,,
534,FamilyMart,Retail,9.5,,
534,Vedan,Food,9.5,,
534,IFAW / Phoenix,"Non-profit, public sector & education",9.5,,
534,Xin'an Tokio Marine Insurance Co.,Financial Services,9.5,,
534,YAMAHA Taiwan,Automotive,9.5,,
534,President Chain Store,Retail,9.5,,
534,Taiwan Wacoal,Retail,9.5,,
543,Vauxhall,Automotive,9.4,,
543,The END ALS Association,"Non-profit, public sector & education",9.4,,
543,Puck,Food,9.4,,
543,Loto Libanaise,Leisure & Entertainment,9.4,,
543,Boubyan Bank,Financial Services,9.4,,
543,Du,Telecoms & Utilities,9.4,,
543,Dacia Dokker,Automotive,9.4,,
543,Baheya Cancer Hospital,Pharma & Healthcare,9.4,,
