Rank,Agency Name,City,Agency Type,Agency Location,Independent?,Product Category,Points
286,Periscope,Minneapolis,Creative Agency,USA,X,Food,8.1
292,Saatchi & Saatchi,Los Angeles,Creative Agency,USA,,Automotive,7.9
293,BMF,Sydney,Creative Agency,Australia,X,Retail,7.8
293,F/Nazca Saatchi & Saatchi,São Paulo,Creative Agency,Brazil,,"Leisure & Entertainment, Retail",7.8
293,Spinifex,Torrance,Creative Agency,USA,X,Leisure & Entertainment,7.8
296,Morgenstern,Oslo,Creative Agency,Norway,X,"Non-profit, public sector & education, Retail",7.6
297,Cheil Worldwide,Beijing,Creative Agency,China (Mainland),X,"Non-profit, public sector & education, Retail",7.5
298,TBWA\Zurich,Zurich,Creative Agency,Switzerland,,Retail,7.4
299,Leo Burnett,Madrid,Creative Agency,Spain,,"Leisure & Entertainment, Retail",7.1
300,Grey,Mumbai,Creative Agency,India,,"Non-profit, public sector & education",6.9
301,El Ruso de Rocky,Madrid,Creative Agency,Spain,X,"Financial Services, Food",6.8
301,WMcCann,São Paulo,Creative Agency,Brazil,,"Non-profit, public sector & education",6.8
303,MAL\FOR GOOD,New York,Creative Agency,USA,,"Non-profit, public sector & education",6.7
303,BBDO,Berlin,Creative Agency,Germany,,"Automotive, Non-profit, public sector & education",6.7
303,Jung von Matt/Limmat,Zurich,Creative Agency,Switzerland,X,Transport & Tourism,6.7
306,Instinct,Moscow,Creative Agency,Russia,,Retail,6.6
306,McCann,Warsaw,Creative Agency,Poland,,Financial Services,6.6
306,Lobster & Co,Bangkok,Creative Agency,Thailand,X,Toiletries & Cosmetics,6.6
306,Circus Grey,Lima,Creative Agency,Peru,,Media & Publishing,6.6
306,Commonwealth//McCann,Detroit,Creative Agency,USA,,Automotive,6.6
311,DDB,Singapore,Creative Agency,Singapore,,"Non-profit, public sector & education",6.5
312,Artplan,São Paulo,Creative Agency,Brazil,X,Household & Domestic,6.4
313,DDB,Mexico City,Creative Agency,Mexico,,"Automotive, Retail",6.3
313,TBWA\RAAD,Beirut,Creative Agency,Lebanon,,Telecoms & Utilities,6.3
313,TBWA\Media Arts Lab,Shanghai,Creative Agency,China (Mainland),,Technology & Electronics,6.3
313,Comunica+A,Madrid,Creative Agency,Spain,X,"Non-profit, public sector & education, Telecoms & Utilities",6.3
313,The Nine,Shanghai,Creative Agency,China (Mainland),X,Household & Domestic,6.3
318,J. Walter Thompson,Riyadh,Creative Agency,Saudi Arabia,,"Non-profit, public sector & education, Telecoms & Utilities",6.2
318,Geometry,Buenos Aires,Creative Agency,Argentina,,Automotive,6.2
318,FoxP2,Cape Town,Creative Agency,South Africa,,Media & Publishing,6.2
318,Grid Worldwide Branding,Johannesburg,Creative Agency,South Africa,,"Business & Industrial, Financial Services",6.2
322,Publicis,Bogotá,Creative Agency,Colombia,,Automotive,6.1
322,Memac Ogilvy,Manama,Creative Agency,Bahrain,,Telecoms & Utilities,6.1
322,Clemenger BBDO,Sydney,Creative Agency,Australia,,Transport & Tourism,6.1
322,DUKE,Cape Town,Creative Agency,South Africa,X,Alcoholic Drinks,6.1
326,B-Reel,London,Creative Agency,UK,X,Leisure & Entertainment,5.9
327,Hakuhodo,Jakarta,Creative Agency,Indonesia,,Media & Publishing,5.7
327,Publicis,Shanghai,Creative Agency,China (Mainland),,Technology & Electronics,5.7
329,Leo Burnett,Mumbai,Creative Agency,India,,Financial Services,5.6
329,Spinifex,Los Angeles,Creative Agency,USA,X,Leisure & Entertainment,5.6
331,BETC,São Paulo,Creative Agency,Brazil,,"Non-profit, public sector & education",5.4
331,Havas Media,Medellin,Creative Agency,Colombia,,Transport & Tourism,5.4
333,FamousGrey,Paris,Creative Agency,France,,"Non-profit, public sector & education",5.3
333,DDB,Brussels,Creative Agency,Belgium,,Retail,5.3
333,Columbus,Melbourne,Creative Agency,Australia,,"Non-profit, public sector & education",5.3
336,180LA,Los Angeles,Creative Agency,USA,,Transport & Tourism,5.2
337,DDB,Milan,Creative Agency,Italy,,Retail,5.1
337,FamousGrey,Brussels,Creative Agency,Belgium,,Automotive,5.1
337,Grey,Düsseldorf,Creative Agency,Germany,,Leisure & Entertainment,5.1
337,OgilvyOne,London,Creative Agency,UK,,Technology & Electronics,5.1
337,Y&R,New York,Creative Agency,USA,,"Non-profit, public sector & education",5.1
342,Saatchi & Saatchi,Stockholm,Creative Agency,Sweden,,Leisure & Entertainment,5.0
342,Wunderman,Lima,Creative Agency,Peru,,"Pharma & Healthcare, Soft Drinks",5.0
344,Beacon Communications,Tokyo,Creative Agency,Japan,,Retail,4.9
344,22squared,Atlanta,Creative Agency,USA,X,Household & Domestic,4.9
344,72andSunny,Amsterdam,Creative Agency,Netherlands,,Clothing & Accessories,4.9
344,Edelman,San Francisco,Creative Agency,USA,X,Technology & Electronics,4.9
344,FCB Inferno,London,Creative Agency,UK,,Leisure & Entertainment,4.9
344,Mindshare,Sydney,Creative Agency,Australia,,Media & Publishing,4.9
344,Mosaic,Chicago,Creative Agency,USA,X,Alcoholic Drinks,4.9
344,TBWA\Brussels,Brussels,Creative Agency,Belgium,,"Non-profit, public sector & education",4.9
344,Lg2,Quebec,Creative Agency,Canada,X,"Non-profit, public sector & education",4.9
344,Fred & Farid,Shanghai,Creative Agency,China (Mainland),X,Retail,4.9
354,adam&eveDDB,New York,Creative Agency,USA,,Technology & Electronics,4.8
354,Anónimo,Mexico City,Creative Agency,Mexico,X,"Non-profit, public sector & education",4.8
354,Artefact,Paris,Creative Agency,France,X,"Non-profit, public sector & education",4.8
354,DDB & Tribal,Amsterdam,Creative Agency,Netherlands,,Telecoms & Utilities,4.8
354,FCB,Auckland,Creative Agency,New Zealand,,Telecoms & Utilities,4.8
354,GTB,São Paulo,Creative Agency,Brazil,,Automotive,4.8
354,J. Walter Thompson,Hong Kong,Creative Agency,Hong Kong,,"Non-profit, public sector & education",4.8
354,Sublime Communications,Stamford,Creative Agency,USA,X,Household & Domestic,4.8
354,Zambezi,Culver City,Creative Agency,USA,X,Media & Publishing,4.8
363,Erich & Kallman,San Francisco,Creative Agency,USA,X,Food,4.7
364,BBDO,Mexico City,Creative Agency,Mexico,,Household & Domestic,4.6
364,Ogilvy,Buenos Aires,Creative Agency,Argentina,,Media & Publishing,4.6
366,La América,Buenos Aires,Creative Agency,Argentina,X,Alcoholic Drinks,4.5
366,Courageous Studio,New York,Creative Agency,USA,X,Toiletries & Cosmetics,4.5
366,Great Big Story,New York,Creative Agency,USA,X,Toiletries & Cosmetics,4.5
366,Fitzco//McCann,Atlanta,Creative Agency,USA,,Soft Drinks,4.5
366,Battery,Los Angeles,Creative Agency,USA,X,Media & Publishing,4.5
366,argentinacine,Buenos Aires,Creative Agency,Argentina,X,Alcoholic Drinks,4.5
372,Friends,Moscow,Creative Agency,Russia,X,Clothing & Accessories,4.4
372,Hasan & Partners,Helsinki,Creative Agency,Finland,X,"Non-profit, public sector & education",4.4
372,Saatchi & Saatchi,Sofia,Creative Agency,Bulgaria,,Media & Publishing,4.4
375,T+W,Johannesburg,Creative Agency,South Africa,X,Media & Publishing,4.3
375,Dentsu,Singapore,Creative Agency,Singapore,,Media & Publishing,4.3
375,FCB,Cape Town,Creative Agency,South Africa,,"Non-profit, public sector & education",4.3
375,Cheil Worldwide,Bangkok,Creative Agency,Thailand,X,"Non-profit, public sector & education",4.3
379,LDV United,Antwerp,Creative Agency,Belgium,,Pharma & Healthcare,4.2
379,Traction,Paris,Creative Agency,France,,Automotive,4.2
379,Ampfy,São Paulo,Creative Agency,Brazil,X,Media & Publishing,4.2
379,VML,Bogotá,Creative Agency,Colombia,,"Non-profit, public sector & education",4.2
379,The Odd Number,Johannesburg,Creative Agency,South Africa,X,"Non-profit, public sector & education",4.2
379,Fahrenheit DDB,Lima,Creative Agency,Peru,,Business & Industrial,4.2
379,AdQUA Interactive,Seoul,Creative Agency,South Korea,X,Business & Industrial,4.2
379,AKQA,Shanghai,Creative Agency,China (Mainland),,Clothing & Accessories,4.2
387,Wunderman,Johannesburg,Creative Agency,South Africa,,Financial Services,4.1
387,McCann,Johannesburg,Creative Agency,South Africa,,"Pharma & Healthcare, Transport & Tourism",4.1
387,Dentsu,São Paulo,Creative Agency,Brazil,,Food,4.1
387,OgilvyOne,Barcelona,Creative Agency,Spain,,"Non-profit, public sector & education",4.1
387,"Demner, Merlicek & Bergmann",Vienna,Creative Agency,Austria,X,Transport & Tourism,4.1
387,Grey,Warsaw,Creative Agency,Poland,,Retail,4.1
387,Horizon FCB,Dubai,Creative Agency,United Arab Emirates,,Financial Services,4.1
394,Dieste,Dallas,Creative Agency,Colombia,,"Non-profit, public sector & education",4.0
394,22squared,Tampa,Creative Agency,USA,X,"Non-profit, public sector & education",4.0
394,Cheil Worldwide,Schwalbach,Creative Agency,Germany,X,Technology & Electronics,4.0
394,Sid Lee,Montreal,Creative Agency,Canada,,Leisure & Entertainment,4.0
394,New Moment New Ideas Company,Belgrade,Creative Agency,Serbia,,"Non-profit, public sector & education",4.0
394,Memac Ogilvy Advize,Amman,Creative Agency,Jordan,,Transport & Tourism,4.0
394,McCann,Tel Aviv,Creative Agency,Israel,,Alcoholic Drinks,4.0
401,MullenLowe,New York,Creative Agency,USA,,Transport & Tourism,3.8
402,Arco Publicidad,San Juan,Creative Agency,Puerto Rico,X,Media & Publishing,3.3
402,Isobar,São Paulo,Creative Agency,Brazil,,Technology & Electronics,3.3
402,Moma Propaganda,São Paulo,Creative Agency,Brazil,X,Clothing & Accessories,3.3
402,Pulse Creative,London,Creative Agency,UK,,Media & Publishing,3.3
402,Walker,Zurich,Creative Agency,Switzerland,X,Media & Publishing,3.3
407,MullenLowe,Singapore,Creative Agency,Singapore,,"Non-profit, public sector & education",3.2
408,We Are Social,Sydney,Creative Agency,Australia,,Media & Publishing,3.0
408,Dentsu West Japan,Matsuyama,Creative Agency,Japan,,Pharma & Healthcare,3.0
410,J. Walter Thompson,San Francisco,Creative Agency,USA,,Alcoholic Drinks,2.8
411,Prophets,Antwerp,Creative Agency,Belgium,X,Automotive,2.7
411,Amén,Montevideo,Creative Agency,Uruguay,X,"Non-profit, public sector & education",2.7
413,Romance,Paris,Creative Agency,France,,Leisure & Entertainment,2.6
413,The&Partnership,Madrid,Creative Agency,Spain,,Automotive,2.6
415,Circus,Buenos Aires,Creative Agency,Argentina,X,Media & Publishing,2.5
415,Creativeland,Mumbai,Creative Agency,India,X,Automotive,2.5
415,Medina Turgul DDB,Istanbul,Creative Agency,Turkey,,Household & Domestic,2.5
415,Nova/sb,São Paulo,Creative Agency,Brazil,X,"Non-profit, public sector & education",2.5
415,Red Fuse,Paris,Creative Agency,France,,Toiletries & Cosmetics,2.5
415,Work In Progress,Boulder,Creative Agency,USA,X,Retail,2.5
415,Y&R,Melbourne,Creative Agency,Australia,,"Non-profit, public sector & education",2.5
415,Counsel,San Diego,Creative Agency,USA,X,Business & Industrial,2.5
415,The Community,Miami,Creative Agency,USA,,Leisure & Entertainment,2.5
415,Famous Innovations,Mumbai,Creative Agency,India,X,Financial Services,2.5
425,FCB,São Paulo,Creative Agency,Brazil,,Media & Publishing,2.4
425,J. Walter Thompson,Toronto,Creative Agency,Canada,,"Non-profit, public sector & education",2.4
425,Black River FC,Johannesburg,Creative Agency,South Africa,X,Media & Publishing,2.4
425,The Jupiter Drawing Room,Cape Town,Creative Agency,South Africa,X,Telecoms & Utilities,2.4
425,Mindshare,Mumbai,Creative Agency,India,,Pharma & Healthcare,2.4
430,Grey,Kuala Lumpur,Creative Agency,Malaysia,,"Non-profit, public sector & education",2.3
430,McCann,Sydney,Creative Agency,Australia,,Household & Domestic,2.3
430,Lopito lleana Howie,Guaynabo,Creative Agency,Puerto Rico,X,Leisure & Entertainment,2.3
430,Vapt Filmes,São Paulo,Creative Agency,Brazil,X,Pharma & Healthcare,2.3
430,Wieden+Kennedy,São Paulo,Creative Agency,Brazil,X,Clothing & Accessories,2.3
430,Wolf BCPP,Santiago,Creative Agency,Chile,X,Leisure & Entertainment,2.3
430,Zavalita Brand Building,Lima,Creative Agency,Peru,X,Financial Services,2.3
430,Jungle Creations,London,Creative Agency,UK,X,Technology & Electronics,2.3
430,Pereira O'Dell,San Francisco,Creative Agency,USA,X,"Non-profit, public sector & education",2.3
430,Rckt,Berlin,Creative Agency,Germany,X,Automotive,2.3
430,Suneta House,Bangkok,Creative Agency,Thailand,X,Media & Publishing,2.3
430,Y&R,Johannesburg,Creative Agency,South Africa,,"Non-profit, public sector & education",2.3
430,Lord Danger,Los Angeles,Creative Agency,USA,X,Food,2.3
430,Ogilvy,Frankfurt,Creative Agency,Germany,,"Non-profit, public sector & education",2.3
430,Leo Burnett,Mexico City,Creative Agency,Mexico,,Technology & Electronics,2.3
430,mcgarrybowen,São Paulo,Creative Agency,Brazil,,"Non-profit, public sector & education",2.3
430,Sancho BBDO,Bogotá,Creative Agency,Colombia,,Financial Services,2.3
447,CP+B,São Paulo,Creative Agency,Brazil,,Alcoholic Drinks,2.2
447,Cheil Worldwide,Frankfurt,Creative Agency,Germany,X,Technology & Electronics,2.2
447,FCB,Toronto,Creative Agency,Canada,,"Non-profit, public sector & education",2.2
447,Giant Spoon,Los Angeles,Creative Agency,USA,X,Technology & Electronics,2.2
447,MTE Studios,Dubai,Creative Agency,United Arab Emirates,X,Transport & Tourism,2.2
452,McCann,Santiago,Creative Agency,Chile,,Pharma & Healthcare,2.1
452,Publicis Impetu,Montevideo,Creative Agency,Uruguay,,Automotive,2.1
452,La Despensa Ingredientes Creativos,Madrid,Creative Agency,Spain,X,Telecoms & Utilities,2.1
452,Clemenger BBDO,Wellington,Creative Agency,New Zealand,,"Non-profit, public sector & education",2.1
452,Grey,Johannesburg,Creative Agency,South Africa,,Retail,2.1
452,TWO.AM,Cape Town,Creative Agency,South Africa,X,Leisure & Entertainment,2.1
452,SMFB,Oslo,Creative Agency,Norway,X,Food,2.1
459,Harold Zea,Bogotá,Creative Agency,Colombia,X,Financial Services,2.0
459,Houdini,Lima,Creative Agency,Peru,X,Alcoholic Drinks,2.0
459,Lápis Raro,Belo Horizonte,Creative Agency,Brazil,X,Alcoholic Drinks,2.0
459,Ogilvy,Santiago,Creative Agency,Chile,,Business & Industrial,2.0
459,MRM//McCann,Madrid,Creative Agency,Spain,,Financial Services,2.0
459,Leo Burnett,Dubai,Creative Agency,United Arab Emirates,,Retail,2.0
459,Momentum,Madrid,Creative Media Agency,Spain,,Retail,2.0
459,Futura,Johannesburg,Creative Agency,South Africa,X,Clothing & Accessories,2.0
459,House of Brave,Johannesburg,Creative Agency,South Africa,X,Financial Services,2.0
459,Joe Public Ignite,Johannesburg,Creative Agency,South Africa,X,Retail,2.0
459,Loxyion Conexyion,Cape Town,Creative Agency,South Africa,X,Alcoholic Drinks,2.0
459,Pingüino Torreblanca,Madrid,Creative Agency,Spain,X,Automotive,2.0
459,Proximity,Bogotá,Creative Agency,Colombia,,Financial Services,2.0
459,Science & Sunshine,Dubai,Creative Agency,United Arab Emirates,X,Retail,2.0
459,Up In The Sky,Lagos,Creative Agency,Nigeria,X,Leisure & Entertainment,2.0
459,FP7/BEY,Beirut,Creative Agency,Lebanon,,Media & Publishing,2.0
459,Lots of Joy Productions,Kuwait City,Creative Agency,Kuwait,X,Telecoms & Utilities,2.0
459,Mindshare,Dubai,Creative Agency,United Arab Emirates,,Telecoms & Utilities,2.0
,,,,,,,
© WARC 2021. Please refer to https://warc.com/rankings/creative-100/methodology for further information,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
